"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"HC660_RS00005",1838.46000838786,0.0768015997956221,0.136857352026086,0.0305443465593087,0.680998928353417
"HC660_RS00010",1516.96988101181,0.0478644090948446,0.103596728638314,0.166577083093093,0.849380204733998
"HC660_RS00015",192.998166170645,0.0447262542577604,0.101764440118132,0.184936974212851,0.876269561947539
"HC660_RS00020",2474.97798921326,0.0683683516202675,0.117014262442698,0.102873217044227,0.791944118575588
"HC660_RS00025",522.927845309472,0.0761597714433052,0.129732184681076,0.0539078388713924,0.760361396533167
"HC660_RS00030",6683.90520635158,0.0492406031436932,0.103335243135098,0.130215802654657,0.836922133501326
"HC660_RS00035",9293.80700056475,0.0444719610970064,0.103414832580908,0.147111090659549,0.843149850098786
"HC660_RS00045",2.19246303207714,-0.00815962977653963,0.0943264093860214,0.109430106123724,0.79429639473572
"HC660_RS00065",21.3340806856418,-0.00599548682452417,0.0933965223943065,0.623628422836892,0.963688785895808
"HC660_RS00070",4568.06528195921,0.0125864455462639,0.0922482986970003,0.578250184461549,0.952546947860139
"HC660_RS00075",1439.70820409311,0.0508420398723773,0.110179958363905,0.0663511311663785,0.773040061576917
"HC660_RS00080",1820.1197517943,0.028109120869414,0.0975757362563736,0.180781102078526,0.875447065936396
"HC660_RS00085",3469.41356639669,0.0169766704828237,0.0938002706315726,0.409508559903402,0.933709371395789
"HC660_RS00090",2261.87477872594,0.0015773643971232,0.0918554076979065,0.938712876420504,0.990760544561691
"HC660_RS00095",33.1116425392602,-0.00259440295791573,0.093003566531646,0.847349488175828,0.978980763938469
"HC660_RS00100",425.58342621222,0.066159099206026,0.120920550592098,0.0628976251813619,0.769529164524288
"HC660_RS00105",280.713004513324,0.0683375116253987,0.122350403052222,0.0628939778214264,0.769529164524288
"HC660_RS00110",116.523499098613,-0.00980004147318913,0.092078480101389,0.643827721416555,0.965492047418159
"HC660_RS00115",56.7293834631836,-0.0142782022357977,0.0932262572518812,0.475568467304082,0.941227558658775
"HC660_RS00120",9.37662885563916,0.0168540168943958,0.0954337836723695,0.161623430925197,0.843149850098786
"HC660_RS00125",9443.59241128734,-0.0196880669907188,0.0967744374026432,0.0132669160295195,0.638342767420343
"HC660_RS00130",688.179812477813,0.0321539640521383,0.0937059907456015,0.348821701825235,0.907226505162929
"HC660_RS00135",281.544000222317,0.543673373276914,0.532289861310535,0.00530377690746868,0.496534276532503
"HC660_RS00140",603.345866769977,0.0412815473084997,0.100877886909262,0.168036824122994,0.849380204733998
"HC660_RS00145",279.206095932046,0.0575226140501232,0.110563510070486,0.141861034901616,0.836922133501326
"HC660_RS00150",25.1223343257655,0.00495733019506339,0.0927951289997779,0.751644475737314,0.968411698756372
"HC660_RS00155",8.3586144408592,0.00298312487949291,0.0935633638711207,0.748855134843603,0.968411698756372
"HC660_RS00180",6.31277285477384,-0.00858729572531412,0.0942933521200334,0.204966201185289,0.89087855597649
"HC660_RS00185",252.731213648328,0.0178116177870362,0.0936416276420692,0.418498399462559,0.934539139098391
"HC660_RS00190",471.533899718487,0.0288085245116351,0.0969405787497447,0.230012809201593,0.893766406952881
"HC660_RS00195",295.806524666398,0.0375064091216979,0.0981530509624678,0.238463222785339,0.899606599186806
"HC660_RS00200",207.818098547134,0.00870129592890469,0.0908171650363268,0.718903789979427,0.968087599019786
"HC660_RS00205",280.246726095565,-0.0076352070250875,0.0893996503821836,0.790032913819874,0.972152575418286
"HC660_RS00210",444.731853213156,-0.00498167189644725,0.0896763919609641,0.853423929705015,0.980174124993372
"HC660_RS00215",994.942786986306,0.0329885039055849,0.0952310595423742,0.311429257290974,0.906689171779644
"HC660_RS00220",942.648011289252,0.0778937370037993,0.127030728495047,0.0706694801645544,0.786577104386281
"HC660_RS00225",550.048306776938,0.0112882753943559,0.0910188742963171,0.623036671389391,0.963434951678774
"HC660_RS00230",133.29651663534,0.0199635392226117,0.093078215359461,0.438757883161003,0.934539139098391
"HC660_RS00235",48.9549643288687,0.0133119520251212,0.0923867744921657,0.554391850772198,0.952546947860139
"HC660_RS00240",251.992570732183,0.0920716951183527,0.156443077574167,0.0272979803831919,0.67627760052325
"HC660_RS00245",5553.65274035207,-0.00115369811358978,0.0911472789710353,0.954299439538396,0.992668331341797
"HC660_RS00250",2267.67539224813,0.000303360671809226,0.090684231707896,0.992622580424476,0.997753238601756
"HC660_RS00255",383.141938422902,0.0170355600653583,0.0920899181646572,0.519528017440745,0.945071434527549
"HC660_RS00260",869.380791736652,0.0553555393846562,0.115295337355742,0.0340747067527151,0.681583378131876
"HC660_RS00265",147.08770145503,0.033232028051891,0.098209387687187,0.214537605481228,0.892638174469013
"HC660_RS00270",523.766975249694,0.0233234817091869,0.0936333651138463,0.391953317696937,0.92515773667711
"HC660_RS00275",46.473975052937,-0.00448192197741757,0.0908703419814447,0.849029206485972,0.978980763938469
"HC660_RS00280",3036.24035684707,0.00597924001199864,0.0920213394044885,0.755852208738859,0.968411698756372
"HC660_RS00285",36.0520150950028,0.00511703357505243,0.0925404363746568,0.768011052602447,0.968621277708583
"HC660_RS00290",470.13164915037,0.155672003044118,0.241348806043737,0.0237789693741149,0.664204233884709
"HC660_RS00295",1609.19897834781,0.0258580488633351,0.0937717147870693,0.368757843788417,0.913810957058656
"HC660_RS00300",1069.64381278437,-0.00864728930834002,0.0917122266181266,0.708041957744517,0.968087599019786
"HC660_RS00305",1599.69024961467,0.00185045603863437,0.0908374761790527,0.941947979686904,0.990760544561691
"HC660_RS00310",1161.37942366991,0.0305933464331095,0.0953882923082647,0.30883944860758,0.906689171779644
"HC660_RS00315",1332.70401558289,0.0100898053673045,0.0898887198722336,0.711236320737403,0.968087599019786
"HC660_RS00320",6508.83484390023,-0.0120505738690875,0.0926100823704039,0.557497197479243,0.952546947860139
"HC660_RS00325",398.467252918733,0.0458683940680867,0.105560356974286,0.109277433675455,0.79429639473572
"HC660_RS00330",197.014990515779,0.0294634332709426,0.0961382272395225,0.278884007539986,0.902423743618911
"HC660_RS00335",2861.69189028732,0.0145213199695017,0.0915616832988196,0.565264404462656,0.952546947860139
"HC660_RS00340",537.537193079895,0.0110762329209287,0.0906602985033973,0.678230693027024,0.968087599019786
"HC660_RS00345",202.430417455827,-0.015221246915521,0.090952470949933,0.582868478452044,0.954086428647776
"HC660_RS00350",714.842526652487,0.00750965703775706,0.0847084037586087,0.856988531181209,0.980174124993372
"HC660_RS00355",226.154312465502,0.00489700324153991,0.088219154348265,0.866930966544646,0.98251489450421
"HC660_RS00360",216.896123694439,0.0010805872618998,0.0886533145607091,0.97424078037536,0.997089929056072
"HC660_RS00365",376.168200778376,-0.0108943817360658,0.0874992740152285,0.75285716408313,0.968411698756372
"HC660_RS00370",597.824673830126,0.0116711194647332,0.0871427153106874,0.738022804566362,0.968087599019786
"HC660_RS00375",1202.69611153136,0.0392886841322534,0.0986019537703084,0.227353768840879,0.893484088851083
"HC660_RS00385",0.919292277998787,-0.00180201966109336,0.0939326187437834,0.471428121550526,0.941227558658775
"HC660_RS00390",49.4193086959937,-0.00486204988454701,0.0932076818548611,0.70603747626424,0.968087599019786
"HC660_RS00395",36.4706860081368,-0.0132101972799348,0.0934920895143632,0.462884203982596,0.936449268486445
"HC660_RS00400",18.2642165244099,-0.0160433223241143,0.0949656893373,0.23993869400313,0.899606599186806
"HC660_RS00405",1857.95174849679,0.0327992968374712,0.0973279605053456,0.247558573215171,0.900922482779958
"HC660_RS00410",918.767074403021,0.0765737773053595,0.134151891130749,0.0391538963630945,0.711311558313828
"HC660_RS00415",17981.980072401,0.058409487553079,0.106373194147061,0.157905953106609,0.843149850098786
"HC660_RS00420",306.338429518889,0.0158652111866199,0.0915295915167597,0.558743148630873,0.952546947860139
"HC660_RS00425",394.775669674005,0.00194809252092114,0.0917443937775153,0.917129755405154,0.987573039080142
"HC660_RS00430",103.059738473196,0.0441443127334887,0.105391091489466,0.0921730984647738,0.791944118575588
"HC660_RS00435",4792.59580090077,0.0737859057427222,0.138276107680288,0.00798748136458276,0.545036682932347
"HC660_RS00440",336.157148565474,0.00487025947267111,0.0865838902024679,0.889022257648097,0.985726504537479
"HC660_RS00445",710.587754567043,0.0128102962744407,0.0888494238898517,0.665439979671183,0.968087599019786
"HC660_RS00450",370.985924230823,-0.00277077951866161,0.0882723975991059,0.926812771317867,0.989137811440143
"HC660_RS00455",501.309353277436,0.0206222611862935,0.0911482270305395,0.504103624199047,0.941227558658775
"HC660_RS00460",254.871457972721,0.0215900244556578,0.0910100910980363,0.496781382798989,0.941227558658775
"HC660_RS00465",386.839973173584,-0.0181487963683456,0.0884116006236643,0.600747025961048,0.957932034405949
"HC660_RS00470",164.393479200272,0.0466681234136086,0.104900838941763,0.130562755038142,0.836922133501326
"HC660_RS00475",2688.58149318753,0.0135959150500754,0.0842895140201204,0.687439121028196,0.968087599019786
"HC660_RS00480",3679.35553228562,-0.0215523143847018,0.0896116453960077,0.524573832523928,0.945071434527549
"HC660_RS00490",103.393345314017,-0.0323726545962305,0.101854707837745,0.00559123102072428,0.498872843178371
"HC660_RS00505",30.5430667238001,-0.00668182872037265,0.0932040949229108,0.632998397398837,0.965492047418159
"HC660_RS00510",82.3694270833998,-0.0245982793656491,0.0970054909874357,0.161534225912411,0.843149850098786
"HC660_RS00515",89.124557774237,-0.0146147266069423,0.0936929571432589,0.427496778747553,0.934539139098391
"HC660_RS00520",57.9622259065362,-0.0293829656551728,0.0985589913824677,0.137728031903392,0.836922133501326
"HC660_RS00525",79.6147214951005,-0.0373832736608785,0.10121416007425,0.137058858639243,0.836922133501326
"HC660_RS00530",19.5140966144226,-0.00228445425753456,0.0930061787564233,0.849020392766464,0.978980763938469
"HC660_RS00535",11.0400790353409,-0.00906491795090045,0.0938526269615852,0.435894413200289,0.934539139098391
