Geneid	Ctrl-1	Ctrl-2	Ctrl-3	SMG-1	SMG-2	SMG-3
HC660_RS09335	153	68	65	85	125	199
HC660_RS09340	178	317	159	339	194	283
HC660_RS09345	61	11	6	11	27	6
HC660_RS09350	13	5	0	2	26	10
HC660_RS09355	161	262	269	602	636	610
HC660_RS09360	302	175	195	192	209	294
HC660_RS09365	1929	1643	1213	1966	2468	2476
HC660_RS09370	1233	1674	1219	1667	1886	2156
HC660_RS09375	288	563	378	494	442	564
HC660_RS09380	38	22	13	12	36	14
HC660_RS09385	69	15	29	43	95	60
HC660_RS09390	422	127	135	169	432	222
HC660_RS09395	611	318	241	412	643	472
HC660_RS09400	608	323	465	597	1086	1142
HC660_RS09405	10192	10207	14361	13502	13143	16984
HC660_RS09410	0	0	0	0	0	0
HC660_RS09415	0	0	0	0	0	0
HC660_RS09420	93	27	28	80	217	131
HC660_RS09425	71	40	50	262	156	184
HC660_RS09430	145	67	83	109	144	159
HC660_RS09435	20	5	7	22	49	37
HC660_RS09440	53	16	12	23	103	10
HC660_RS09445	59	19	16	59	139	83
HC660_RS09450	631	667	718	920	576	950
HC660_RS09455	0	0	0	0	0	0
HC660_RS21370	0	0	0	0	0	0
HC660_RS09460	0	0	0	0	0	0
HC660_RS09465	29	8	1	14	63	33
HC660_RS09470	40	3	6	2	58	19
HC660_RS09475	31	8	8	5	22	7
HC660_RS09480	138	67	63	92	112	91
HC660_RS09485	16	25	22	65	87	42
HC660_RS09490	60	53	33	65	73	71
HC660_RS09495	35	12	25	31	59	57
HC660_RS09500	0	0	0	0	0	0
HC660_RS09505	362	422	931	543	467	944
HC660_RS09510	14	11	11	75	38	10
HC660_RS09515	11	6	7	7	7	21
HC660_RS09520	112	133	164	175	192	177
HC660_RS21040	21	8	18	20	39	11
HC660_RS09525	38	18	21	70	104	58
HC660_RS09530	14	28	12	24	29	27
HC660_RS09535	95	32	44	72	60	89
HC660_RS09540	66	22	20	25	63	50
HC660_RS09545	114	26	26	31	117	59
HC660_RS09550	6	10	2	5	19	8
HC660_RS09555	18	1	0	2	28	8
HC660_RS09560	7	4	10	1	4	1
HC660_RS09565	6	1	3	2	6	0
HC660_RS09570	4	0	0	0	8	0
HC660_RS09575	114	62	100	135	211	215
HC660_RS09580	74	30	38	42	103	108
HC660_RS09585	1292	1629	1071	2345	1288	2436
HC660_RS09590	44	21	10	62	28	44
HC660_RS09595	163	58	58	151	83	107
HC660_RS09600	97	35	24	62	60	51
HC660_RS09605	8522	7086	6832	9846	8633	8057
HC660_RS09610	37	43	11	27	78	33
HC660_RS09615	180	207	134	333	322	353
HC660_RS09620	6	0	7	9	19	15
HC660_RS09625	26	15	26	21	29	18
HC660_RS09630	56	14	21	12	41	45
HC660_RS09635	737	1130	1043	1986	1770	2080
HC660_RS09640	118	226	136	188	213	186
HC660_RS09645	6	0	2	0	29	11
HC660_RS09650	12	0	0	3	11	1
HC660_RS09655	3	0	0	0	3	2
HC660_RS09660	11470	7375	5740	6994	9975	7061
HC660_RS09665	111	43	25	44	104	64
HC660_RS09670	13	5	0	5	43	7
HC660_RS09675	20	4	4	10	6	2
HC660_RS09680	7	9	7	21	9	3
HC660_RS09685	81	56	59	79	55	101
HC660_RS09690	49	44	37	60	50	82
HC660_RS09695	176	207	140	235	185	283
HC660_RS09700	604	190	222	522	767	549
HC660_RS09705	249	407	385	377	162	437
HC660_RS09710	937	494	483	719	925	858
HC660_RS09715	1559	1505	1352	1730	1870	1930
HC660_RS21230	48	29	38	48	31	60
HC660_RS09720	1349	593	1485	1457	659	1963
HC660_RS09725	2074	2238	2912	3065	3274	5315
HC660_RS09730	197	171	181	134	258	125
HC660_RS09735	16	7	0	0	17	3
HC660_RS09740	102	38	40	51	48	26
HC660_RS09745	25	5	14	9	15	25
HC660_RS09750	25	16	19	22	35	48
HC660_RS09755	32	16	8	16	54	7
HC660_RS09760	6	0	0	0	3	0
HC660_RS09765	1	0	0	0	1	0
HC660_RS09770	7	0	1	1	18	3
HC660_RS09775	109	16	26	21	71	58
HC660_RS09780	118	68	56	75	68	161
HC660_RS09785	66	34	17	24	46	34
HC660_RS09790	28	3	3	9	45	0
HC660_RS09795	9	0	0	2	10	3
HC660_RS09800	21	0	0	1	16	0
HC660_RS09805	6	1	0	0	3	0
HC660_RS09810	32	1	10	3	38	4
HC660_RS09815	34	7	2	11	34	7
HC660_RS09820	12	0	7	5	18	7
HC660_RS09825	42	0	0	0	37	0
HC660_RS09830	41	7	19	7	73	13
HC660_RS09835	5	0	0	0	28	0
HC660_RS09840	275	71	143	139	225	112
HC660_RS09845	531	173	213	192	481	181
HC660_RS09850	248	53	72	77	270	67
HC660_RS09855	295	112	119	112	351	123
HC660_RS09860	241	84	144	122	309	107
HC660_RS09865	361	658	391	655	442	388
HC660_RS09870	175	265	146	265	245	135
HC660_RS09875	277	175	204	193	203	277
HC660_RS09880	5139	10024	6717	17937	8506	10537
HC660_RS09885	0	2	3	3	1	2
HC660_RS09890	62	47	76	68	80	99
HC660_RS09895	45	12	28	54	60	28
HC660_RS09900	194	253	188	247	171	125
HC660_RS09905	159	79	116	171	144	211
HC660_RS09910	59	21	41	40	61	56
HC660_RS09915	1530	832	1327	889	1292	1102
HC660_RS09920	3757	1775	3127	2253	3835	3374
HC660_RS09925	226	147	178	220	166	342
HC660_RS09930	161	146	100	95	172	155
HC660_RS09935	133	111	116	65	148	130
HC660_RS09940	91	111	74	164	221	186
HC660_RS09945	203	282	290	349	188	168
HC660_RS09950	821	1130	1153	978	727	1206
HC660_RS09955	75	397	427	280	91	321
HC660_RS09960	53	102	142	54	30	111
HC660_RS09965	54	95	131	65	44	108
HC660_RS09970	47	45	40	50	119	66
HC660_RS09975	61	43	15	29	70	35
HC660_RS09980	70	39	40	109	191	142
HC660_RS09985	28	44	15	40	89	50
HC660_RS09990	52	44	28	49	71	42
HC660_RS09995	58	32	24	61	64	47
HC660_RS10000	52	17	16	25	43	48
HC660_RS10005	506	218	250	441	383	349
HC660_RS10010	272	157	411	496	349	567
HC660_RS10020	316	303	318	377	271	446
HC660_RS10025	85	46	65	63	133	103
HC660_RS10030	136	72	170	125	99	125
HC660_RS10035	47	66	77	90	96	52
HC660_RS10040	98	29	20	99	193	126
HC660_RS10045	68	59	48	86	131	137
HC660_RS10050	79	15	27	50	173	104
HC660_RS10055	9	0	0	7	45	12
HC660_RS10060	0	0	0	0	0	0
HC660_RS10065	0	0	0	0	0	0
HC660_RS10070	18	0	2	8	42	11
HC660_RS10075	61	13	18	25	62	27
HC660_RS10080	38	43	19	22	37	28
HC660_RS10085	58	22	11	24	51	26
HC660_RS10090	104	119	100	168	159	113
HC660_RS10095	328	291	269	1054	1116	818
HC660_RS10100	116	47	55	115	245	69
HC660_RS10105	54	17	25	29	149	58
HC660_RS10110	26	6	3	28	70	64
HC660_RS21050	47	4	14	30	84	49
HC660_RS10115	108	11	5	33	185	49
HC660_RS10120	219	295	211	331	254	199
HC660_RS10125	157	105	137	184	201	201
HC660_RS21055	62	33	16	73	141	71
HC660_RS10130	105	254	231	281	176	186
HC660_RS10135	51	2	4	20	130	40
HC660_RS10145	0	0	0	0	0	0
HC660_RS10150	0	0	0	0	0	0
HC660_RS21065	0	0	0	0	0	0
HC660_RS21070	0	0	0	0	0	0
HC660_RS10160	0	0	0	0	0	0
HC660_RS21075	0	0	0	0	0	0
HC660_RS10165	0	0	0	0	0	0
HC660_RS10175	0	0	0	0	0	0
HC660_RS10180	0	0	0	0	0	0
HC660_RS21080	7	6	12	11	23	25
HC660_RS10185	0	0	0	0	0	0
HC660_RS10190	0	0	0	0	0	0
HC660_RS10195	0	0	0	0	0	0
HC660_RS21085	0	0	0	0	0	0
HC660_RS10200	0	0	0	0	0	0
HC660_RS10205	0	0	0	0	0	0
HC660_RS10210	0	0	0	0	0	0
HC660_RS10215	0	0	0	0	0	0
HC660_RS10220	0	0	0	0	0	0
HC660_RS10225	0	0	0	0	0	0
HC660_RS10230	0	0	0	0	0	0
HC660_RS10235	0	0	0	2	7	0
HC660_RS10240	0	0	0	0	0	0
HC660_RS10245	0	0	0	0	0	0
HC660_RS10250	2	3	2	0	5	2
HC660_RS10255	0	0	0	0	0	0
HC660_RS10260	0	0	0	0	0	0
HC660_RS10265	1	0	0	1	20	3
HC660_RS10270	136	52	39	255	298	177
HC660_RS10275	106	27	8	76	138	98
HC660_RS10280	94	25	22	95	247	105
HC660_RS10290	0	0	0	0	0	0
HC660_RS10295	0	0	0	0	0	0
HC660_RS10300	0	0	0	0	0	0
HC660_RS10305	0	0	0	0	0	0
HC660_RS10310	64	69	45	76	50	57
HC660_RS10315	138	76	53	67	93	101
HC660_RS10320	110	81	76	74	121	109
HC660_RS10325	68	12	30	25	60	56
HC660_RS10330	56	25	34	42	57	54
HC660_RS10335	50	44	75	55	38	60
HC660_RS10340	94	55	68	75	66	122
HC660_RS10345	18	17	13	16	34	10
HC660_RS10350	197	138	92	216	131	240
HC660_RS10355	1132	818	970	1329	932	1357
HC660_RS10360	624	323	478	509	658	1074
HC660_RS10365	321	1231	937	605	320	588
HC660_RS10370	40	11	17	17	58	46
HC660_RS10375	177	117	94	181	143	189
HC660_RS10380	6399	7731	4683	9688	7288	6789
HC660_RS10385	418	423	271	614	913	398
HC660_RS10390	267	341	191	436	446	302
HC660_RS21090	8	0	0	0	7	0
HC660_RS10400	4062	5862	5571	6263	7181	6363
HC660_RS10405	365	341	228	443	606	501
HC660_RS10410	423	419	408	479	424	187
HC660_RS10415	1868	2875	2199	8412	3527	3608
HC660_RS10420	214	460	599	293	228	537
HC660_RS10425	1003	227	879	1138	1044	1295
HC660_RS10430	844	595	257	1859	1564	2085
HC660_RS10435	1223	1548	820	1945	758	833
HC660_RS10440	43	12	11	9	28	9
HC660_RS10445	15	4	2	1	13	6
HC660_RS10450	232	132	133	152	207	340
HC660_RS10455	102	92	75	93	66	86
HC660_RS10460	12306	18649	14584	18768	13963	11510
HC660_RS10465	37272	35558	30042	38457	31068	23575
HC660_RS10470	1072	1018	968	964	1221	1061
HC660_RS10475	399	275	278	297	311	403
HC660_RS10480	32	16	10	6	32	17
HC660_RS10485	318	436	257	518	315	265
HC660_RS10490	114	132	74	115	148	107
HC660_RS10495	19	46	29	63	48	30
HC660_RS10500	172	37	71	68	143	123
HC660_RS10505	125	162	122	155	293	260
HC660_RS10510	783	691	733	869	710	1059
HC660_RS10515	350	165	245	173	336	336
HC660_RS10520	263	117	208	136	315	246
HC660_RS10525	170	85	103	165	127	95
HC660_RS10530	15	3	1	2	4	3
HC660_RS10535	6	0	1	6	6	2
HC660_RS10540	19	12	12	15	25	1
HC660_RS10545	88	127	96	169	79	112
HC660_RS10550	63	18	32	121	114	52
HC660_RS10555	103	110	82	156	82	171
HC660_RS10560	1331	2007	2000	2430	1129	2158
HC660_RS10565	101	108	89	105	112	77
HC660_RS10570	86	87	40	90	93	87
HC660_RS10575	51	15	12	23	23	17
HC660_RS10580	345	244	213	378	287	386
HC660_RS10585	1918	1967	1836	2291	2354	3877
HC660_RS10590	8	0	3	7	10	1
HC660_RS10595	12	3	2	0	7	3
HC660_RS10600	671	1134	793	915	831	1087
HC660_RS10605	872	1122	970	1027	648	1215
HC660_RS10610	11	7	6	6	17	16
HC660_RS10615	93	78	56	96	113	98
HC660_RS10620	169	150	132	168	134	200
HC660_RS10625	1	1	0	3	3	6
HC660_RS10630	2	0	0	1	12	1
HC660_RS10635	25	8	4	0	28	22
HC660_RS10640	47	25	28	55	18	75
HC660_RS10645	1	1	0	6	15	0
HC660_RS10650	44	23	7	10	48	12
HC660_RS10655	13	2	0	6	21	1
HC660_RS10660	33	2	11	18	30	14
HC660_RS10665	12	0	1	0	9	0
HC660_RS10670	6	2	0	1	13	0
HC660_RS10675	25	11	12	6	27	1
HC660_RS21375	1	0	0	0	4	0
HC660_RS10680	3	1	0	4	11	6
HC660_RS10685	47	29	12	36	42	50
HC660_RS10690	31	4	12	12	35	7
HC660_RS10695	8	0	0	2	7	0
HC660_RS10700	17	11	9	8	12	2
HC660_RS10705	33	16	8	16	39	21
HC660_RS10710	26	18	6	15	56	24
HC660_RS10720	209	217	221	339	235	281
HC660_RS10725	152	172	111	172	106	180
HC660_RS10730	392	260	452	503	324	490
HC660_RS10735	130	114	139	131	163	199
HC660_RS10740	71	61	62	109	132	157
HC660_RS10745	263	180	191	251	395	328
HC660_RS10750	442	213	252	448	676	684
HC660_RS10755	128	91	72	106	119	104
HC660_RS10760	217	196	131	304	391	271
HC660_RS10765	419	299	214	420	385	334
HC660_RS10770	872	562	408	741	519	711
HC660_RS10775	622	611	420	900	526	649
HC660_RS10780	471	431	380	670	709	719
HC660_RS10785	346	222	217	327	487	453
HC660_RS10790	387	272	251	393	493	510
HC660_RS10795	827	1210	817	1396	524	1222
HC660_RS10800	800	482	513	774	439	606
HC660_RS10805	300	226	172	285	369	266
HC660_RS10810	428	427	346	498	397	646
HC660_RS10815	1575	1066	641	1647	1907	965
HC660_RS10820	695	757	515	741	732	898
HC660_RS10825	97	99	79	126	114	118
HC660_RS10830	67	50	42	52	76	67
HC660_RS10835	397	80	157	207	159	424
HC660_RS10840	1234	942	702	1549	1520	2565
HC660_RS10845	4	3	3	4	1	9
HC660_RS10850	5279	7857	6327	15069	24260	14034
HC660_RS10855	133	83	82	302	300	324
HC660_RS10860	22	13	38	15	14	19
HC660_RS10865	6	6	10	22	33	22
HC660_RS10870	60	105	86	86	65	137
HC660_RS10875	146	88	127	120	96	131
HC660_RS10880	133	121	82	105	98	185
HC660_RS10885	18	12	12	13	16	20
HC660_RS10890	352	266	268	292	247	455
HC660_RS10895	88	49	66	66	57	123
HC660_RS10900	188	121	147	241	146	178
HC660_RS10905	898	1299	930	1418	1161	1399
HC660_RS10910	3	0	0	1	4	6
HC660_RS10915	10	0	3	4	7	10
HC660_RS10920	20	7	3	7	57	10
HC660_RS10925	361	306	257	386	608	725
HC660_RS10930	79	49	43	62	111	159
HC660_RS10935	1365	2286	1537	2300	1787	1502
HC660_RS10940	223	51	75	122	120	61
HC660_RS10945	115	18	33	52	78	32
HC660_RS10950	163	54	31	85	185	47
HC660_RS10955	234	59	61	112	226	96
HC660_RS10960	130	111	115	156	143	77
HC660_RS10965	146	61	109	143	105	119
HC660_RS10970	1418	1319	1022	1559	1868	2200
HC660_RS10975	70	73	36	91	107	111
HC660_RS10980	51	39	37	53	95	51
HC660_RS10985	779	1039	709	1082	1018	1349
HC660_RS10990	86197	144879	170761	107554	84741	113788
HC660_RS10995	1407	2999	2210	3782	3243	3590
HC660_RS11000	69	25	24	21	50	61
HC660_RS11005	123	45	47	68	73	141
HC660_RS11010	47	18	6	45	79	38
HC660_RS11015	263	214	216	182	344	262
HC660_RS11020	421	260	175	320	366	324
HC660_RS11025	345	557	527	511	365	636
HC660_RS11030	13	3	0	1	12	12
HC660_RS11035	34	4	9	4	12	7
HC660_RS11040	116	146	85	272	106	144
HC660_RS11045	207	112	131	208	116	198
HC660_RS11050	16	14	17	22	16	22
HC660_RS11055	1	0	2	4	0	7
HC660_RS11060	453	196	260	195	229	422
HC660_RS11065	354	186	196	214	398	447
HC660_RS11070	1486	2476	1713	2546	1941	2708
HC660_RS11075	322	372	394	470	419	662
HC660_RS11080	1094	1265	1223	1516	1534	1728
HC660_RS11085	755	939	880	1016	2024	1462
HC660_RS11090	3745	4117	3898	4879	4521	5925
HC660_RS11095	1856	1576	1526	2401	1553	2263
HC660_RS11100	572	414	436	681	402	742
HC660_RS11105	143	75	67	159	373	192
HC660_RS11110	2508	1142	1278	1669	1912	2321
HC660_RS11115	198	277	303	268	245	383
HC660_RS11120	650	713	742	598	667	773
HC660_RS11125	533	705	687	592	691	747
HC660_RS11130	362	331	377	339	583	363
HC660_RS11135	701	601	624	560	804	664
HC660_RS11140	581	496	516	406	606	538
HC660_RS11145	317	182	196	260	321	260
HC660_RS11150	292	252	168	228	341	214
HC660_RS11155	425	260	209	260	456	321
HC660_RS11160	101	75	96	51	90	116
HC660_RS11165	149	129	78	116	167	146
HC660_RS11170	125	124	72	128	162	194
HC660_RS11175	44	30	28	31	54	80
HC660_RS11180	236	115	66	169	193	146
HC660_RS11185	258	91	61	144	188	82
HC660_RS11190	131	92	101	134	109	61
HC660_RS11195	39	37	29	32	104	27
HC660_RS11200	1076	1668	2006	2208	1674	1578
HC660_RS11205	1163	1306	1110	1735	1325	1520
HC660_RS11210	736	929	656	993	980	1064
HC660_RS11215	573	352	295	496	407	619
HC660_RS11220	782	681	506	916	730	940
HC660_RS11225	171	51	72	100	124	143
HC660_RS11230	88	39	62	43	138	44
HC660_RS11235	32	4	1	7	20	15
HC660_RS11240	42	12	9	5	37	14
HC660_RS11245	51	25	11	20	74	18
HC660_RS11250	85	26	37	48	162	93
HC660_RS11255	364	394	265	524	687	397
HC660_RS11260	793	670	388	775	917	550
HC660_RS11265	530	498	258	742	809	515
HC660_RS11270	250	208	143	449	504	262
HC660_RS11275	1762	2005	2433	2639	1754	3640
HC660_RS11280	851	633	619	748	971	1452
HC660_RS11285	775	626	584	708	810	1468
HC660_RS11290	626	389	393	484	932	891
HC660_RS11295	238	350	266	336	333	498
HC660_RS11300	690	514	475	618	681	1150
HC660_RS11305	13524	18867	18914	24498	18253	28659
HC660_RS11310	153	112	113	188	130	160
HC660_RS11315	143	87	73	118	107	122
HC660_RS11320	32	10	5	24	30	26
HC660_RS11325	2687	2374	2116	3072	3945	2416
HC660_RS11330	2562	1925	1520	2403	3592	2289
HC660_RS11335	11	4	3	2	6	12
HC660_RS11340	61	8	8	13	52	12
HC660_RS11345	41	15	5	7	43	30
HC660_RS11350	20	4	6	7	0	7
HC660_RS11355	1849	1287	1191	1699	1718	1685
HC660_RS11360	6854	5301	4978	8605	6453	7992
HC660_RS11365	440	182	222	204	279	435
HC660_RS11370	11	3	0	5	12	10
HC660_RS11375	43	10	28	22	38	20
HC660_RS11380	42	9	16	27	90	31
HC660_RS11385	18	8	4	4	19	5
HC660_RS11390	174	77	134	142	147	156
HC660_RS11395	596	476	495	506	554	951
HC660_RS11400	4838	5923	3871	5483	4335	4722
HC660_RS11405	838	659	451	918	501	905
HC660_RS11410	178	123	137	167	146	229
HC660_RS11415	82	38	38	64	64	55
HC660_RS11420	417	499	494	570	565	634
HC660_RS11425	274	198	225	252	337	301
HC660_RS11430	522	408	407	564	573	650
HC660_RS11435	171	63	115	122	150	187
HC660_RS11440	731	866	791	1200	696	1521
HC660_RS11445	472	813	662	1049	565	619
HC660_RS11450	1501	1832	1266	2547	1606	2746
HC660_RS11455	199	145	155	123	193	304
HC660_RS11460	588	577	703	728	974	1638
HC660_RS11465	495	283	383	385	317	604
HC660_RS11470	3060	2372	4001	3134	3523	4199
HC660_RS11475	794	601	1019	823	1082	1117
HC660_RS11480	1120	236	525	485	1121	716
HC660_RS11485	898	261	435	370	705	480
HC660_RS11490	286	62	181	106	176	188
HC660_RS11495	956	1547	1009	1315	1106	1350
HC660_RS11500	12	2	0	4	11	5
HC660_RS11505	8	4	2	12	18	3
HC660_RS11510	27	8	18	7	68	18
HC660_RS11515	214	144	141	141	247	358
HC660_RS11520	136	89	74	81	168	307
HC660_RS11525	253	76	124	128	330	271
HC660_RS11530	1	0	3	1	4	1
HC660_RS11535	37	18	12	17	31	34
HC660_RS11540	897	901	1092	1000	785	1176
HC660_RS11545	589	591	671	666	796	726
HC660_RS11550	1342	907	1209	962	1427	1131
HC660_RS11555	511	235	327	262	737	325
HC660_RS11560	971	556	633	516	907	610
HC660_RS11565	85	81	74	76	94	189
HC660_RS11570	577	375	459	690	349	960
HC660_RS11575	160	59	98	164	99	139
HC660_RS11580	1572	2434	1441	2361	1389	2180
HC660_RS11585	2334	3475	3006	3095	2023	3493
HC660_RS11590	509	511	523	861	593	733
HC660_RS11595	46	8	20	22	43	20
HC660_RS11600	3	1	7	1	20	7
HC660_RS11605	8	1	7	1	7	0
HC660_RS11610	18	4	8	1	12	5
HC660_RS11615	8	0	3	0	13	0
HC660_RS11620	10	1	0	0	9	0
HC660_RS11625	11	0	0	0	13	0
HC660_RS11630	114	233	163	195	110	171
HC660_RS11635	77	109	59	89	59	54
HC660_RS11640	54	94	62	90	28	64
HC660_RS11645	25	5	8	14	31	4
HC660_RS11650	2651	1448	1961	2156	2811	2287
HC660_RS11655	2852	1573	1653	2003	2508	2149
HC660_RS11660	668	494	461	752	475	630
HC660_RS11665	13	7	11	7	20	14
HC660_RS11670	682	657	1072	687	627	1014
HC660_RS11675	36	23	45	25	72	28
HC660_RS11680	19	9	16	21	21	21
HC660_RS11685	5551	3206	4749	4584	5417	3785
HC660_RS11690	4288	1442	2173	2467	4055	2075
HC660_RS11695	4101	2801	2581	3454	4502	3569
HC660_RS11700	1571	661	591	790	1367	1439
HC660_RS11705	311	162	134	197	204	263
HC660_RS11710	848	556	600	768	864	822
HC660_RS11715	309	323	309	439	384	406
HC660_RS11720	0	0	0	1	0	0
HC660_RS11725	393	414	304	489	275	399
HC660_RS11730	6	5	3	9	21	12
HC660_RS11735	330	301	338	466	279	273
HC660_RS11740	144	156	155	164	118	224
HC660_RS11745	87	84	95	100	79	151
HC660_RS11750	127	63	62	86	101	126
HC660_RS11755	37	23	9	22	30	29
HC660_RS11760	36	12	15	17	27	24
HC660_RS11765	5	0	3	14	16	0
HC660_RS11770	28	8	5	13	36	3
HC660_RS11775	66	62	47	120	59	49
HC660_RS11780	124	54	106	72	119	112
HC660_RS11785	96	147	88	220	91	89
HC660_RS11790	478	483	269	893	339	425
HC660_RS11795	658	615	428	929	581	694
HC660_RS11800	57	16	23	25	52	10
HC660_RS11805	172	133	159	160	138	168
HC660_RS11810	155	60	65	116	124	137
HC660_RS11815	127	78	78	111	116	173
HC660_RS11820	402	558	321	595	371	383
HC660_RS11825	649	864	867	932	582	715
HC660_RS11830	792	676	729	803	401	1215
HC660_RS11835	22	8	15	24	33	32
HC660_RS11840	134	102	66	160	152	180
HC660_RS11845	3466	3186	2779	4756	2882	4817
HC660_RS11850	79	62	36	147	256	181
HC660_RS11855	6758	9018	6516	12189	7037	10673
HC660_RS11860	187	161	163	180	119	231
HC660_RS11865	445	370	827	743	512	720
HC660_RS11870	2384	2879	3321	3695	2102	3500
HC660_RS11875	238	284	295	288	292	352
HC660_RS11880	1367	2102	1515	1946	1678	1961
HC660_RS11885	1338	1034	1077	1152	943	1290
HC660_RS11890	19	0	0	0	11	0
HC660_RS11895	2	0	1	0	2	0
HC660_RS11900	43	24	49	31	45	45
HC660_RS11905	223	134	147	245	226	402
HC660_RS11910	150	158	134	179	139	202
HC660_RS11915	71	50	54	73	76	103
HC660_RS11920	56	69	49	87	66	98
HC660_RS11925	416	429	239	394	293	580
HC660_RS11930	325	782	713	631	319	329
HC660_RS11935	286	360	557	306	247	309
HC660_RS11940	89	68	38	76	106	62
HC660_RS11945	2851	2889	2988	3020	3466	2319
HC660_RS11950	2006	1953	1638	1818	2389	1332
HC660_RS11955	1562	1147	992	1290	1643	1236
HC660_RS11960	1839	1483	979	1341	2028	1301
HC660_RS11965	887	554	356	535	762	421
HC660_RS11970	1130	701	342	703	967	406
HC660_RS11975	1366	538	307	670	626	405
HC660_RS11980	1965	841	671	1144	1202	1125
HC660_RS11985	27	12	17	24	15	25
HC660_RS11990	41	13	27	14	19	31
HC660_RS11995	57	11	20	13	30	7
HC660_RS12000	27	4	3	5	50	4
HC660_RS12005	45	7	5	10	48	3
HC660_RS12010	25	3	7	10	22	1
HC660_RS12015	40	15	15	8	28	3
HC660_RS12020	459	534	400	526	282	447
HC660_RS12025	48	21	32	27	48	20
HC660_RS12030	16	6	5	13	17	17
HC660_RS12035	2	0	3	4	3	2
HC660_RS12040	999	1141	1232	1075	861	1227
HC660_RS12045	53	40	42	69	77	65
HC660_RS12050	730	876	669	1357	597	1081
HC660_RS12055	69	8	16	16	70	15
HC660_RS12060	967	565	471	757	1033	782
HC660_RS12065	214	64	49	106	208	103
HC660_RS12070	1531	889	802	1157	1564	998
HC660_RS12075	2445	1219	1081	1417	2397	1304
HC660_RS12080	324	192	100	153	348	219
HC660_RS12085	61	79	59	61	173	71
HC660_RS12090	388	268	219	199	513	334
HC660_RS12095	1138	1379	1280	1768	1661	2321
HC660_RS12100	339	323	264	437	351	644
HC660_RS12105	1940	1860	1633	2070	1778	2146
HC660_RS12110	3584	2493	2169	2932	3528	3573
HC660_RS12115	555	135	106	215	343	373
HC660_RS12120	29	40	14	16	28	21
HC660_RS12125	47	11	16	21	43	22
HC660_RS12130	17	1	6	9	18	6
HC660_RS12135	20	0	1	4	9	7
HC660_RS12140	8	0	0	3	4	0
HC660_RS12145	7	1	0	1	4	0
HC660_RS12150	7	5	1	1	10	3
HC660_RS12155	28	4	1	3	15	2
HC660_RS12160	8	0	2	1	16	2
HC660_RS12165	1591	1515	1080	1479	1591	1916
HC660_RS12170	2473	837	790	1154	1970	1112
HC660_RS12175	403	261	174	312	286	257
HC660_RS12180	13	7	4	20	11	10
HC660_RS12185	643	369	403	674	471	619
HC660_RS12190	270	395	298	499	337	413
HC660_RS12195	32	30	20	17	40	18
HC660_RS12200	734	826	853	1769	2073	1602
HC660_RS12205	318	139	167	195	282	381
HC660_RS12210	275	117	195	165	136	264
HC660_RS12215	943	484	321	549	1090	276
HC660_RS12220	926	331	201	498	1211	206
HC660_RS12225	745	402	223	473	630	273
HC660_RS12230	82	25	39	48	78	30
HC660_RS12235	27	15	44	49	70	61
HC660_RS12240	22	21	38	53	85	41
HC660_RS12245	424	525	714	710	817	941
HC660_RS12250	53	46	52	47	158	106
HC660_RS12255	5	10	9	2	19	11
HC660_RS12260	34	6	3	3	36	19
HC660_RS12265	10	0	1	1	10	2
HC660_RS12270	11	3	2	5	35	7
HC660_RS12275	10	2	3	5	12	4
HC660_RS12280	8	1	0	1	10	0
HC660_RS12285	7	2	0	0	6	2
HC660_RS12290	4	0	1	1	28	4
HC660_RS12295	1	0	1	1	0	0
HC660_RS12300	19	1	4	3	21	1
HC660_RS12305	25	1	0	5	25	5
HC660_RS21095	72	210	162	98	54	206
HC660_RS12315	134	504	303	214	174	516
HC660_RS12320	221	649	677	419	241	459
HC660_RS12325	149	224	394	166	159	408
HC660_RS12330	4	2	2	0	3	3
HC660_RS12335	615	1582	1257	1292	536	1795
HC660_RS12340	95	96	91	235	213	113
HC660_RS12345	635	899	665	776	449	776
HC660_RS12350	36	26	48	33	32	39
HC660_RS12355	267	301	253	253	161	290
HC660_RS12360	579	467	570	547	529	630
HC660_RS12365	82	21	42	47	107	58
HC660_RS12370	1763	1257	1286	1505	1976	1930
HC660_RS12375	321	180	215	319	420	396
HC660_RS12380	60	29	14	39	88	63
HC660_RS12385	394	208	192	331	305	442
HC660_RS12390	47	56	54	74	61	80
HC660_RS12395	139	282	238	340	286	416
HC660_RS12400	228	349	370	664	796	1023
HC660_RS12405	83	24	20	14	52	36
HC660_RS12410	47	24	12	39	49	27
HC660_RS12415	542	506	646	621	595	935
HC660_RS12420	638	928	643	735	733	1203
HC660_RS12425	58	26	55	27	85	29
HC660_RS12430	69	49	48	23	91	48
HC660_RS12435	43	31	23	23	40	35
HC660_RS12440	25	14	18	17	32	25
HC660_RS12445	24	20	54	32	91	37
HC660_RS12450	4519	4493	3838	4641	6223	6166
HC660_RS12455	109	70	102	87	99	97
HC660_RS12460	14415	25428	24777	25961	12911	21273
HC660_RS12465	64	92	102	101	59	150
HC660_RS12470	586	425	510	601	458	961
HC660_RS12475	16	11	10	19	26	22
HC660_RS12480	1536	1328	1215	1372	1075	1829
HC660_RS12485	6	8	3	23	14	7
HC660_RS12490	407	451	393	539	427	726
HC660_RS12495	299	189	334	221	274	483
HC660_RS12500	263	223	345	278	297	432
HC660_RS12505	7	4	5	8	28	16
