Geneid	Ctrl13-1	Ctrl13-2	Ctrl13-3	Ctrl19_5-1	Ctrl19_5-2	Ctrl19_5-3	Ctrl-1	Ctrl-2	Ctrl-3	Ctrl6_5-1	Ctrl6_5-2	Ctrl6_5-3
HC660_RS10820	609	375	556	816	576	835	695	757	515	694	423	794
HC660_RS10825	78	64	82	135	140	117	97	99	79	106	72	134
HC660_RS10830	34	47	56	91	59	45	67	50	42	53	22	67
HC660_RS10835	239	222	164	470	262	325	397	80	157	161	127	217
HC660_RS10840	1150	1180	770	1849	958	1350	1234	942	702	1028	780	1407
HC660_RS10845	9	1	8	2	3	2	4	3	3	5	1	2
HC660_RS10850	12459	9278	6347	8419	5062	5569	5279	7857	6327	7625	3483	8602
HC660_RS10855	64	108	67	46	97	107	133	83	82	88	61	93
HC660_RS10860	23	11	15	11	27	30	22	13	38	32	9	40
HC660_RS10865	9	5	2	10	6	7	6	6	10	15	4	8
HC660_RS10870	118	91	85	96	94	113	60	105	86	116	84	133
HC660_RS10875	97	114	97	132	127	119	146	88	127	97	105	113
HC660_RS10880	145	78	78	171	117	112	133	121	82	85	103	159
HC660_RS10885	14	15	11	7	8	23	18	12	12	23	3	18
HC660_RS10890	345	282	232	383	284	425	352	266	268	299	209	435
HC660_RS10895	69	52	37	45	33	59	88	49	66	64	26	77
HC660_RS10900	131	121	100	213	139	132	188	121	147	122	101	140
HC660_RS10905	1253	973	875	1053	815	888	898	1299	930	1157	769	1107
HC660_RS10910	2	0	3	0	0	1	3	0	0	1	0	0
HC660_RS10915	7	2	12	3	3	5	10	0	3	8	9	4
HC660_RS10920	6	2	12	9	4	10	20	7	3	7	39	11
HC660_RS10925	347	200	225	429	312	439	361	306	257	453	476	733
HC660_RS10930	59	38	59	73	56	98	79	49	43	50	85	112
HC660_RS10935	1429	949	955	1519	1414	1430	1365	2286	1537	1460	941	1654
HC660_RS10940	75	53	125	75	76	41	223	51	75	100	91	54
HC660_RS10945	20	13	60	14	52	29	115	18	33	55	41	39
HC660_RS10950	43	32	108	54	92	79	163	54	31	80	110	39
HC660_RS10955	76	85	159	99	85	80	234	59	61	73	89	104
HC660_RS10960	112	129	136	155	145	83	130	111	115	133	103	159
HC660_RS10965	112	117	144	138	149	72	146	61	109	150	91	121
HC660_RS10970	1558	1035	1275	1234	945	1393	1418	1319	1022	1309	1773	2476
HC660_RS10975	100	47	52	53	57	74	70	73	36	91	87	134
HC660_RS10980	51	42	40	39	39	42	51	39	37	47	44	84
HC660_RS10985	929	673	633	825	798	979	779	1039	709	1038	753	1525
HC660_RS10990	69141	137026	76682	63422	100921	105177	86197	144879	170761	194954	82937	90378
HC660_RS10995	3404	2655	1346	2533	2437	2128	1407	2999	2210	2136	999	2060
HC660_RS11000	28	25	22	52	57	82	69	25	24	25	32	62
HC660_RS11005	59	44	47	82	65	95	123	45	47	63	54	123
HC660_RS11010	14	10	33	24	13	20	47	18	6	16	24	22
HC660_RS11015	195	139	195	184	188	196	263	214	216	227	195	276
HC660_RS11020	230	160	276	269	219	325	421	260	175	343	248	360
HC660_RS11025	571	295	411	456	510	671	345	557	527	530	310	528
HC660_RS11030	1	1	4	2	8	3	13	3	0	0	15	4
HC660_RS11035	7	4	13	6	8	15	34	4	9	7	11	9
HC660_RS11040	123	164	124	179	68	80	116	146	85	64	46	64
HC660_RS11045	130	140	115	168	125	195	207	112	131	100	84	127
HC660_RS11050	21	6	28	13	10	20	16	14	17	14	5	12
HC660_RS11055	2	2	5	1	2	4	1	0	2	1	0	11
HC660_RS11060	285	237	262	317	325	290	453	196	260	173	193	328
HC660_RS11065	249	207	211	274	310	271	354	186	196	251	241	333
HC660_RS11070	2237	1688	1356	2061	1366	1625	1486	2476	1713	2089	1616	2563
HC660_RS11075	477	398	327	475	369	484	322	372	394	570	388	591
HC660_RS11080	1420	1055	1009	1280	1140	1315	1094	1265	1223	1827	1251	1732
HC660_RS11085	890	632	693	883	818	914	755	939	880	1218	945	1309
HC660_RS11090	4171	3227	3439	4943	3612	4053	3745	4117	3898	5093	3895	5980
HC660_RS11095	1828	1266	1444	1756	1836	1675	1856	1576	1526	1787	1514	2250
HC660_RS11100	403	324	596	520	666	582	572	414	436	456	412	668
HC660_RS11105	76	51	85	136	112	113	143	75	67	65	78	102
HC660_RS11110	1584	1413	1893	2450	1727	1585	2508	1142	1278	1572	1713	2012
HC660_RS11115	235	176	225	338	245	159	198	277	303	402	253	419
HC660_RS11120	619	540	614	795	568	524	650	713	742	817	703	1171
HC660_RS11125	482	498	553	724	481	468	533	705	687	731	732	860
HC660_RS11130	297	176	350	391	360	356	362	331	377	403	393	622
HC660_RS11135	558	337	614	710	583	483	701	601	624	708	611	908
HC660_RS11140	434	280	502	528	499	528	581	496	516	523	567	815
HC660_RS11145	225	139	276	328	224	245	317	182	196	194	290	393
HC660_RS11150	168	141	210	269	221	160	292	252	168	197	239	340
HC660_RS11155	254	120	238	334	295	331	425	260	209	240	294	390
HC660_RS11160	52	41	95	129	125	145	101	75	96	78	47	115
HC660_RS11165	108	118	93	128	91	118	149	129	78	105	82	126
HC660_RS11170	113	87	80	87	111	121	125	124	72	111	117	183
HC660_RS11175	38	14	55	29	28	62	44	30	28	31	41	43
HC660_RS11180	40	26	230	50	198	166	236	115	66	170	148	103
HC660_RS11185	62	43	232	59	212	141	258	91	61	104	111	67
HC660_RS11190	47	41	176	70	136	75	131	92	101	69	72	79
HC660_RS11195	10	20	44	29	32	27	39	37	29	25	14	20
HC660_RS11200	2040	2001	1120	2331	1275	1210	1076	1668	2006	1783	847	1509
HC660_RS11205	1330	1426	927	2017	1079	1095	1163	1306	1110	1047	916	1566
HC660_RS11210	809	635	647	608	944	920	736	929	656	780	795	1093
HC660_RS11215	522	382	411	471	540	541	573	352	295	373	470	569
HC660_RS11220	746	662	516	647	752	765	782	681	506	753	559	775
HC660_RS11225	44	56	124	101	138	142	171	51	72	119	85	98
HC660_RS11230	35	23	88	25	63	43	88	39	62	59	68	59
HC660_RS11235	4	1	10	4	8	26	32	4	1	24	21	2
HC660_RS11240	11	3	13	12	16	16	42	12	9	13	26	9
HC660_RS11245	29	13	33	19	15	39	51	25	11	17	30	28
HC660_RS11250	56	40	43	24	63	77	85	26	37	82	53	39
HC660_RS11255	319	268	253	261	340	267	364	394	265	306	349	359
HC660_RS11260	441	411	491	403	424	487	793	670	388	560	515	441
HC660_RS11265	305	191	432	235	405	475	530	498	258	437	412	437
HC660_RS11270	182	126	132	196	100	165	250	208	143	164	116	199
HC660_RS11275	2029	975	2050	1718	3813	3869	1762	2005	2433	2628	1726	3036
HC660_RS11280	973	586	674	1183	906	1284	851	633	619	919	794	1497
HC660_RS11285	961	581	590	1189	830	1211	775	626	584	897	724	1359
HC660_RS11290	478	353	380	793	540	708	626	389	393	606	422	746
HC660_RS11295	366	226	271	350	233	316	238	350	266	340	308	612
HC660_RS11300	642	455	567	841	682	830	690	514	475	563	738	979
HC660_RS11305	20256	19066	14254	21494	17803	20300	13524	18867	18914	20016	13835	23970
HC660_RS11310	177	133	115	172	141	149	153	112	113	147	95	146
HC660_RS11315	117	99	76	132	151	120	143	87	73	131	75	93
HC660_RS11320	17	24	34	24	21	41	32	10	5	21	7	16
HC660_RS11325	2228	2103	2912	2143	2218	2024	2687	2374	2116	3139	3356	3012
HC660_RS11330	1733	1604	2494	1920	2066	1994	2562	1925	1520	2133	2842	2526
HC660_RS11335	4	0	7	5	5	10	11	4	3	0	3	5
HC660_RS11340	8	5	30	6	20	21	61	8	8	8	26	20
HC660_RS11345	7	11	20	10	10	13	41	15	5	12	17	14
HC660_RS11350	2	1	6	3	5	8	20	4	6	7	4	3
HC660_RS11355	1252	750	1071	952	1458	1460	1849	1287	1191	1727	1300	2015
HC660_RS11360	5013	2200	4042	3516	6784	7629	6854	5301	4978	7790	4044	6597
HC660_RS11365	173	149	214	358	298	386	440	182	222	204	309	372
HC660_RS11370	4	6	4	4	5	6	11	3	0	2	7	13
HC660_RS11375	32	21	26	29	22	26	43	10	28	17	13	31
HC660_RS11380	12	14	22	17	18	20	42	9	16	21	25	22
HC660_RS11385	5	4	14	4	7	4	18	8	4	5	13	12
HC660_RS11390	145	133	111	177	151	185	174	77	134	127	67	115
HC660_RS11395	649	440	430	677	561	615	596	476	495	628	423	728
HC660_RS11400	4080	2680	3216	3586	4093	4816	4838	5923	3871	4077	2827	4235
HC660_RS11405	839	673	431	1031	553	620	838	659	451	588	328	443
HC660_RS11410	149	114	167	180	233	160	178	123	137	94	92	198
HC660_RS11415	45	56	49	88	90	93	82	38	38	59	40	65
HC660_RS11420	594	441	419	641	458	529	417	499	494	516	424	662
HC660_RS11425	248	198	224	243	199	239	274	198	225	281	240	309
HC660_RS11430	407	337	455	456	421	627	522	408	407	596	386	632
HC660_RS11435	61	95	133	111	120	170	171	63	115	102	84	120
HC660_RS11440	1155	1001	847	1149	657	860	731	866	791	818	579	942
HC660_RS11445	750	940	414	694	455	503	472	813	662	731	356	674
HC660_RS11450	1887	1574	922	2035	1115	1452	1501	1832	1266	1903	983	2202
HC660_RS11455	170	115	129	241	241	308	199	145	155	149	177	250
HC660_RS11460	749	643	525	795	682	941	588	577	703	877	601	1061
HC660_RS11465	303	392	313	425	373	344	495	283	383	338	243	405
HC660_RS11470	4147	2666	2701	2893	4600	3785	3060	2372	4001	4547	3195	3850
HC660_RS11475	1006	737	901	752	1413	1081	794	601	1019	1167	990	901
HC660_RS11480	468	299	920	431	1149	788	1120	236	525	608	881	567
HC660_RS11485	350	256	590	479	898	581	898	261	435	472	749	487
HC660_RS11490	111	79	185	144	306	245	286	62	181	132	212	166
HC660_RS11495	863	478	1085	760	866	1123	956	1547	1009	1199	821	1298
HC660_RS11500	9	6	8	2	3	2	12	2	0	5	11	5
HC660_RS11505	13	2	11	9	2	13	8	4	2	4	9	13
HC660_RS11510	19	17	24	16	7	9	27	8	18	21	25	15
HC660_RS11515	201	100	157	197	173	254	214	144	141	162	190	294
HC660_RS11520	99	34	101	115	120	195	136	89	74	148	114	194
HC660_RS11525	56	49	150	111	184	311	253	76	124	90	127	178
HC660_RS11530	0	1	2	0	0	1	1	0	3	0	1	2
HC660_RS11535	10	19	19	25	27	27	37	18	12	17	16	30
HC660_RS11540	971	706	669	909	892	793	897	901	1092	1053	652	1064
HC660_RS11545	757	458	669	613	677	701	589	591	671	922	659	967
HC660_RS11550	1395	772	1292	1110	1327	1167	1342	907	1209	1509	1129	1647
HC660_RS11555	418	191	388	321	391	421	511	235	327	511	423	492
HC660_RS11560	636	365	1015	476	1028	887	971	556	633	902	647	912
HC660_RS11565	38	67	35	71	58	101	85	81	74	58	45	92
HC660_RS11570	532	579	443	840	536	672	577	375	459	498	371	643
HC660_RS11575	80	106	94	178	148	95	160	59	98	65	64	105
HC660_RS11580	1593	1389	1117	2137	1629	1762	1572	2434	1441	1541	1276	2273
HC660_RS11585	3663	3539	2323	3921	3033	2727	2334	3475	3006	3347	1765	3692
HC660_RS11590	598	494	456	609	511	578	509	511	523	662	395	715
HC660_RS11595	12	14	36	29	9	20	46	8	20	12	23	17
HC660_RS11600	3	4	7	3	3	0	3	1	7	2	4	1
HC660_RS11605	3	1	5	1	0	0	8	1	7	0	2	0
HC660_RS11610	6	0	17	2	1	2	18	4	8	4	4	0
HC660_RS11615	0	0	4	0	0	0	8	0	3	3	0	0
HC660_RS11620	0	0	7	0	0	0	10	1	0	1	4	0
HC660_RS11625	0	1	9	0	0	2	11	0	0	0	0	3
HC660_RS11630	178	221	135	235	138	115	114	233	163	182	82	121
HC660_RS11635	118	115	57	127	65	58	77	109	59	90	59	73
HC660_RS11640	54	53	52	113	40	42	54	94	62	55	20	46
HC660_RS11645	5	4	30	3	2	10	25	5	8	6	13	8
HC660_RS11650	965	531	2371	1139	2254	1790	2651	1448	1961	2440	2843	2559
HC660_RS11655	1468	1021	1987	1592	2276	1576	2852	1573	1653	1965	2666	2287
HC660_RS11660	544	653	483	879	541	459	668	494	461	484	359	518
HC660_RS11665	5	5	10	9	7	15	13	7	11	18	9	20
HC660_RS11670	625	596	550	1304	926	1417	682	657	1072	974	604	1084
HC660_RS11675	25	21	25	20	26	25	36	23	45	29	24	34
HC660_RS11680	17	8	13	4	16	10	19	9	16	16	14	25
HC660_RS11685	3934	3331	4721	3787	3739	3016	5551	3206	4749	5317	4855	4583
HC660_RS11690	1937	1640	2976	2335	2045	1648	4288	1442	2173	2351	3232	2563
HC660_RS11695	5560	2840	2969	2925	1934	2112	4101	2801	2581	3713	3553	5622
HC660_RS11700	883	382	841	826	662	803	1571	661	591	847	1080	1695
HC660_RS11705	149	164	202	151	151	160	311	162	134	182	203	206
HC660_RS11710	532	333	728	421	618	689	848	556	600	755	676	810
HC660_RS11715	170	82	276	148	342	354	309	323	309	321	252	317
HC660_RS11720	2	0	1	0	0	3	0	0	0	0	1	1
HC660_RS11725	376	312	280	668	281	302	393	414	304	288	215	463
HC660_RS11730	6	8	6	7	2	6	6	5	3	13	13	17
HC660_RS11735	337	443	249	433	333	268	330	301	338	281	242	254
HC660_RS11740	135	122	122	146	101	154	144	156	155	162	134	232
HC660_RS11745	111	73	79	125	106	153	87	84	95	122	70	76
HC660_RS11750	88	75	94	80	101	133	127	63	62	94	92	105
HC660_RS11755	19	15	17	10	14	32	37	23	9	29	26	23
HC660_RS11760	9	14	14	13	22	32	36	12	15	8	17	24
HC660_RS11765	6	5	5	2	3	0	5	0	3	5	7	1
HC660_RS11770	7	6	28	11	4	5	28	8	5	1	10	10
HC660_RS11775	80	75	55	67	45	57	66	62	47	51	56	82
HC660_RS11780	99	87	92	101	95	99	124	54	106	77	86	133
HC660_RS11785	147	137	92	87	55	68	96	147	88	90	62	158
HC660_RS11790	568	501	307	490	406	345	478	483	269	454	284	435
HC660_RS11795	776	669	402	840	478	497	658	615	428	621	371	587
HC660_RS11800	22	11	49	16	40	28	57	16	23	20	36	34
HC660_RS11805	128	138	135	125	99	131	172	133	159	158	88	162
HC660_RS11810	86	62	75	78	75	92	155	60	65	96	72	77
HC660_RS11815	83	77	101	93	110	125	127	78	78	119	94	138
HC660_RS11820	423	377	277	488	425	360	402	558	321	285	302	420
HC660_RS11825	731	672	635	897	593	667	649	864	867	934	580	978
HC660_RS11830	1073	881	564	1088	939	819	792	676	729	582	428	665
HC660_RS11835	16	10	16	14	11	13	22	8	15	7	4	23
HC660_RS11840	100	65	106	135	89	112	134	102	66	89	81	139
HC660_RS11845	4443	3794	1938	5870	2811	3662	3466	3186	2779	3808	2272	4457
HC660_RS11850	78	51	44	67	57	103	79	62	36	74	46	96
HC660_RS11855	10069	8316	4547	11150	7351	7613	6758	9018	6516	8995	5351	9545
HC660_RS11860	176	195	173	220	164	205	187	161	163	190	131	226
HC660_RS11865	497	548	384	763	499	445	445	370	827	622	329	522
HC660_RS11870	4128	3598	2135	3935	2977	2718	2384	2879	3321	3203	1589	2783
HC660_RS11875	279	260	265	280	249	317	238	284	295	373	240	413
HC660_RS11880	2608	1545	1500	1757	1398	1680	1367	2102	1515	1876	1407	2322
HC660_RS11885	1097	974	1127	1435	1131	1167	1338	1034	1077	985	887	1273
HC660_RS11890	0	3	1	0	0	0	19	0	0	0	3	1
HC660_RS11895	0	0	0	0	1	0	2	0	1	0	5	0
HC660_RS11900	32	33	34	29	63	68	43	24	49	33	27	53
HC660_RS11905	211	160	144	228	204	257	223	134	147	194	186	296
HC660_RS11910	198	171	101	152	102	134	150	158	134	94	119	177
HC660_RS11915	67	50	48	57	54	67	71	50	54	55	54	99
HC660_RS11920	65	57	40	70	47	56	56	69	49	50	60	65
HC660_RS11925	370	285	313	667	350	528	416	429	239	309	212	422
HC660_RS11930	288	385	365	223	435	287	325	782	713	522	214	417
HC660_RS11935	158	268	300	179	325	369	286	360	557	427	238	316
HC660_RS11940	39	41	61	48	29	72	89	68	38	44	27	32
HC660_RS11945	3110	2491	2798	2827	3114	3002	2851	2889	2988	4102	2253	2739
HC660_RS11950	1557	1346	1969	1759	1916	1755	2006	1953	1638	2313	1495	1613
HC660_RS11955	1159	921	1271	1431	1428	1300	1562	1147	992	1647	1162	1113
HC660_RS11960	1230	1036	1430	1514	1507	1336	1839	1483	979	1393	1214	1118
HC660_RS11965	491	342	543	374	360	479	887	554	356	557	457	327
HC660_RS11970	557	445	643	531	466	631	1130	701	342	653	560	416
HC660_RS11975	462	516	637	795	358	401	1366	538	307	369	404	357
HC660_RS11980	951	892	1143	1411	1136	1158	1965	841	671	738	907	796
HC660_RS11985	4	26	24	25	13	16	27	12	17	12	13	8
HC660_RS11990	20	5	35	13	17	35	41	13	27	22	17	31
HC660_RS11995	15	14	44	9	4	7	57	11	20	20	27	18
HC660_RS12000	8	2	25	10	7	5	27	4	3	9	19	18
HC660_RS12005	8	7	23	8	3	10	45	7	5	3	11	5
HC660_RS12010	8	4	30	5	3	3	25	3	7	8	18	1
HC660_RS12015	6	17	35	33	26	19	40	15	15	9	39	15
HC660_RS12020	570	453	323	681	349	438	459	534	400	359	316	447
HC660_RS12025	25	35	38	19	43	33	48	21	32	29	19	20
HC660_RS12030	10	9	14	16	17	12	16	6	5	16	31	24
HC660_RS12035	2	5	2	10	3	8	2	0	3	0	3	0
HC660_RS12040	1201	1124	897	1557	877	1224	999	1141	1232	1332	781	1306
HC660_RS12045	48	53	40	59	54	37	53	40	42	43	38	65
HC660_RS12050	982	1066	547	1265	711	810	730	876	669	743	381	763
HC660_RS12055	14	23	24	38	17	12	69	8	16	11	25	23
HC660_RS12060	487	322	735	485	579	767	967	565	471	846	698	758
HC660_RS12065	54	40	128	84	78	69	214	64	49	133	119	85
HC660_RS12070	807	606	1076	803	875	945	1531	889	802	1306	1113	1246
HC660_RS12075	1140	930	1638	1358	1135	1116	2445	1219	1081	1412	1730	1486
HC660_RS12080	209	148	215	164	149	122	324	192	100	158	248	225
HC660_RS12085	56	40	99	51	46	59	61	79	59	64	73	80
HC660_RS12090	233	102	278	216	254	350	388	268	219	292	370	479
HC660_RS12095	1611	919	830	1340	1211	1577	1138	1379	1280	1626	1223	2014
HC660_RS12100	328	198	235	370	389	538	339	323	264	325	279	538
HC660_RS12105	2173	1636	1490	2006	1338	1679	1940	1860	1633	1807	1719	2258
HC660_RS12110	3056	2360	2554	3317	2307	2596	3584	2493	2169	2570	3340	3843
HC660_RS12115	393	185	247	437	206	222	555	135	106	149	269	209
HC660_RS12120	31	21	21	14	8	22	29	40	14	19	14	17
HC660_RS12125	21	8	33	8	13	30	47	11	16	18	26	14
HC660_RS12130	8	4	15	4	2	12	17	1	6	6	17	8
HC660_RS12135	0	11	21	9	9	3	20	0	1	19	10	3
HC660_RS12140	2	0	8	0	1	0	8	0	0	2	6	0
HC660_RS12145	0	0	4	0	0	0	7	1	0	0	0	2
HC660_RS12150	0	1	2	0	0	0	7	5	1	2	2	0
HC660_RS12155	5	1	10	5	5	2	28	4	1	9	6	4
HC660_RS12160	3	0	2	1	2	0	8	0	2	1	2	5
HC660_RS12165	3124	1472	1131	1311	1328	1384	1591	1515	1080	1281	1372	1648
HC660_RS12170	703	592	1652	1074	1266	1014	2473	837	790	841	1513	1074
HC660_RS12175	190	154	297	253	245	197	403	261	174	168	285	280
HC660_RS12180	9	11	15	9	4	3	13	7	4	12	1	4
HC660_RS12185	494	520	480	591	549	503	643	369	403	462	399	494
HC660_RS12190	384	357	246	331	329	345	270	395	298	403	260	300
HC660_RS12195	19	13	20	9	28	23	32	30	20	28	27	14
HC660_RS12200	951	867	597	1014	791	698	734	826	853	688	499	860
HC660_RS12205	221	174	186	357	196	219	318	139	167	195	199	289
HC660_RS12210	123	155	139	173	189	181	275	117	195	145	124	214
HC660_RS12215	349	258	724	367	350	293	943	484	321	562	637	269
HC660_RS12220	269	231	672	320	262	190	926	331	201	298	554	195
HC660_RS12225	300	229	483	349	218	200	745	402	223	272	369	245
HC660_RS12230	26	48	50	43	22	45	82	25	39	33	22	46
HC660_RS12235	24	33	30	46	40	29	27	15	44	12	24	21
HC660_RS12240	26	52	25	27	34	32	22	21	38	25	14	31
HC660_RS12245	811	598	482	583	587	710	424	525	714	509	261	613
HC660_RS12250	45	47	33	34	57	68	53	46	52	63	42	55
HC660_RS12255	15	11	9	8	10	9	5	10	9	8	16	8
HC660_RS12260	1	4	17	5	11	8	34	6	3	5	9	9
HC660_RS12265	2	0	5	2	0	1	10	0	1	2	3	1
HC660_RS12270	1	3	14	2	2	0	11	3	2	0	7	2
HC660_RS12275	0	2	9	1	1	8	10	2	3	3	5	5
HC660_RS12280	1	3	4	4	1	6	8	1	0	8	0	3
HC660_RS12285	0	3	1	2	2	1	7	2	0	5	1	4
HC660_RS12290	0	1	11	1	1	1	4	0	1	0	2	1
HC660_RS12295	0	1	6	0	0	2	1	0	1	1	4	0
HC660_RS12300	4	1	6	4	0	2	19	1	4	6	7	0
HC660_RS12305	1	0	5	4	2	8	25	1	0	7	6	5
HC660_RS21095	48	107	35	104	82	127	72	210	162	148	62	139
HC660_RS12315	140	151	70	195	179	329	134	504	303	374	124	229
HC660_RS12320	198	315	173	270	354	531	221	649	677	495	198	392
HC660_RS12325	140	116	107	141	195	382	149	224	394	372	161	248
HC660_RS12330	1	0	2	0	1	3	4	2	2	0	1	0
HC660_RS12335	754	1025	552	1014	716	1283	615	1582	1257	796	395	793
HC660_RS12340	90	64	160	118	99	87	95	96	91	68	34	78
HC660_RS12345	763	563	530	992	801	768	635	899	665	717	558	771
HC660_RS12350	21	25	51	36	51	43	36	26	48	41	15	33
HC660_RS12355	289	224	161	199	254	292	267	301	253	206	136	247
HC660_RS12360	549	416	551	426	951	864	579	467	570	451	329	630
HC660_RS12365	38	29	68	38	69	63	82	21	42	38	64	72
HC660_RS12370	1236	887	1089	1244	1410	1569	1763	1257	1286	1389	1250	1786
HC660_RS12375	162	106	261	162	262	396	321	180	215	303	337	304
HC660_RS12380	15	20	49	30	36	44	60	29	14	32	38	27
HC660_RS12385	242	189	280	361	236	282	394	208	192	316	211	254
HC660_RS12390	60	22	37	15	51	43	47	56	54	81	42	90
HC660_RS12395	153	109	165	100	277	312	139	282	238	280	118	289
HC660_RS12400	409	346	344	412	290	560	228	349	370	317	237	480
HC660_RS12405	24	26	39	34	24	23	83	24	20	5	16	11
HC660_RS12410	21	21	31	38	9	35	47	24	12	7	17	12
HC660_RS12415	565	480	321	734	654	695	542	506	646	477	331	800
HC660_RS12420	858	544	404	726	603	845	638	928	643	762	499	1067
HC660_RS12425	44	43	33	39	47	101	58	26	55	77	98	125
HC660_RS12430	61	38	29	44	53	68	69	49	48	50	93	84
HC660_RS12435	31	23	30	40	20	30	43	31	23	39	63	70
HC660_RS12440	27	17	18	23	44	30	25	14	18	29	26	50
HC660_RS12445	58	27	56	98	60	99	24	20	54	45	90	126
HC660_RS12450	4107	2644	3510	3675	3371	4544	4519	4493	3838	4948	3221	5763
HC660_RS12455	73	47	60	72	59	101	109	70	102	72	75	91
HC660_RS12460	24529	20858	10967	24818	17989	19344	14415	25428	24777	21767	12725	22676
HC660_RS12465	81	83	40	74	59	114	64	92	102	103	57	95
HC660_RS12470	667	496	319	808	442	636	586	425	510	511	309	681
HC660_RS12475	12	9	15	14	7	17	16	11	10	18	18	27
HC660_RS12480	1532	1272	903	2077	1090	1496	1536	1328	1215	1483	957	2019
HC660_RS12485	19	15	0	18	7	13	6	8	3	19	6	27
HC660_RS12490	452	294	304	531	493	669	407	451	393	473	269	597
HC660_RS12495	287	246	189	304	393	495	299	189	334	271	173	289
HC660_RS12500	328	367	271	367	551	557	263	223	345	293	217	361
HC660_RS12505	5	5	3	4	6	13	7	4	5	5	7	13
HC660_RS12510	2779	2341	2102	2207	1983	2500	1708	2876	2380	3302	2297	3667
HC660_RS12515	2871	2284	2278	2600	2485	2871	2569	3071	2652	3529	2586	4062
HC660_RS12520	9	3	16	6	3	7	19	0	4	10	8	2
HC660_RS12525	648	442	411	629	618	842	610	640	579	711	462	1008
HC660_RS12530	496	365	506	542	499	723	437	627	547	700	483	890
HC660_RS12535	194	101	180	243	222	313	220	194	166	193	191	346
HC660_RS12540	144	98	306	220	248	255	148	150	196	185	99	159
HC660_RS12545	6056	4772	4433	6914	3973	4712	5412	6401	4654	5533	5164	7838
HC660_RS12550	2114	1918	2660	3100	2082	2232	3494	1676	2006	2234	2790	3310
HC660_RS12555	349	242	353	442	341	404	495	258	350	389	518	656
HC660_RS12560	831	647	557	839	741	817	816	613	728	769	820	1000
HC660_RS12565	331	332	343	474	332	393	547	252	443	345	361	474
HC660_RS12570	2297	2003	2250	2854	1429	1660	2135	2635	2107	3175	2988	3511
HC660_RS12575	506	378	531	581	421	483	581	424	423	560	768	827
HC660_RS12580	1098	737	894	1229	720	937	1193	739	681	963	1125	1281
HC660_RS12585	210	165	211	252	141	160	337	151	140	160	194	250
HC660_RS12590	1069	800	882	1354	886	1099	1139	1047	827	1125	1055	1513
HC660_RS12595	372	345	463	546	395	365	602	416	381	444	331	501
HC660_RS12600	227	124	209	178	153	203	247	172	133	185	212	300
HC660_RS12605	427	297	331	365	349	324	432	338	332	420	359	371
HC660_RS12610	1559	1406	1360	1650	1252	1261	1752	1106	1123	1245	1311	1613
HC660_RS12615	2824	2364	1692	2826	2092	2292	2221	2682	2331	1999	1295	2490
HC660_RS12620	45	61	50	29	59	47	72	37	34	33	41	77
HC660_RS12625	21	17	19	14	25	9	11	3	9	20	13	23
HC660_RS12630	3062	2954	1912	2167	2927	1650	1791	2382	2741	2525	1538	2816
HC660_RS12635	7235	8036	5928	6235	9657	4810	5255	5415	6738	5993	4129	6541
HC660_RS12640	7635	8883	7240	7492	11119	5856	7114	4660	8216	6544	4843	6660
HC660_RS12645	37498	29232	20332	24724	28737	28898	20766	29927	36179	40054	21980	37917
HC660_RS12650	28091	23121	15830	16574	20444	19737	6801	24825	26426	28000	12859	28107
HC660_RS12655	47	48	59	53	36	54	71	21	33	41	72	74
HC660_RS12660	2604	1606	1636	2499	1530	2113	1556	2119	1846	2552	2223	3839
HC660_RS12665	379	240	390	439	392	443	509	279	309	427	521	753
HC660_RS12670	757	419	775	896	695	874	765	580	521	814	1066	1559
HC660_RS12675	625	463	940	940	706	962	1094	752	779	1214	1234	1552
HC660_RS12680	7669	7326	7132	11554	7813	7376	10005	10428	11554	12032	10314	10455
HC660_RS12685	1138	1174	1334	2204	1624	1453	2139	1367	1865	1437	1790	1551
HC660_RS12690	1858	2192	1436	1969	2011	1593	3114	2183	3120	2265	1772	2330
HC660_RS12695	375	282	363	318	277	286	409	359	353	419	461	499
HC660_RS12700	5139	2916	1954	3287	2416	2862	2648	2732	2348	3165	2365	4348
HC660_RS12705	2	2	12	4	5	5	8	1	8	3	7	4
HC660_RS12710	11	9	27	9	14	15	45	17	10	7	19	13
HC660_RS12715	1	6	10	8	8	1	20	3	7	7	8	12
HC660_RS12720	26145	22251	11881	13396	12106	12203	10279	21134	23127	25657	14697	23882
HC660_RS12725	558	376	331	499	541	553	390	304	398	430	284	664
HC660_RS12730	3	4	3	3	0	0	1	3	2	0	0	2
HC660_RS12735	23	36	46	20	21	40	38	27	30	28	18	30
HC660_RS12740	157	157	166	128	242	284	243	117	156	180	155	235
HC660_RS12745	125	135	131	229	106	148	210	93	115	141	123	171
HC660_RS12750	17	9	26	17	12	20	24	16	13	7	17	26
HC660_RS12755	10	17	37	26	25	22	48	11	21	23	17	26
HC660_RS12760	1651	1192	1535	1392	1204	1310	1996	1519	1311	2008	1797	2099
HC660_RS12765	502	361	634	464	440	478	615	578	408	570	624	703
HC660_RS12770	625	366	614	440	417	403	847	539	482	656	799	848
HC660_RS12775	550	366	511	419	360	430	866	339	340	474	717	635
HC660_RS12780	109	71	102	86	73	74	103	82	48	64	116	116
