Geneid	Ctrl-1	Ctrl-2	Ctrl-3	SMG13-1	SMG13-2	SMG13-3	SMG19_5-1	SMG19_5-2	SMG19_5-3	SMG6_5-1	SMG6_5-2	SMG6_5-3
HC660_RS00005	2109	938	2005	1487	1380	1469	2194	2047	1619	1415	2636	2172
HC660_RS00010	1446	1368	1360	1915	1498	1155	1397	1410	1244	1491	1768	2102
HC660_RS00015	268	135	150	256	170	161	219	148	153	209	232	231
HC660_RS00020	2946	1612	2429	2269	1998	2036	2655	2177	2064	2628	2526	2943
HC660_RS00025	599	283	514	496	461	499	599	396	457	626	720	614
HC660_RS00030	6247	5484	5905	7854	5663	5453	6044	5904	6210	8359	6632	8143
HC660_RS00035	7781	7411	8767	11111	7448	6452	9200	9069	9103	11654	10258	11377
HC660_RS00040	7	1	1	0	7	6	157	2	1	1	0	1
HC660_RS00045	4	3	1	1	8	1	0	0	0	2	3	0
HC660_RS00050	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS00055	3	2	0	1	0	2	34	2	1	0	0	0
HC660_RS00060	0	0	0	0	2	0	0	0	0	0	0	0
HC660_RS00065	82	3	11	23	34	28	12	18	12	7	16	23
HC660_RS00070	4063	4935	3464	4582	2844	2471	3110	4595	3109	5813	8468	7675
HC660_RS00075	1029	1062	1068	3065	1821	949	1921	1540	1505	1297	3233	3157
HC660_RS00080	1336	2155	1453	1829	1307	1388	1033	1756	1905	2810	2168	2031
HC660_RS00085	2402	3806	3018	3791	2382	2483	2104	3375	2770	4697	3010	2996
HC660_RS00090	1416	2581	1840	2866	1629	2357	1750	2467	2603	3079	2915	2421
HC660_RS00095	71	18	28	39	61	38	22	28	17	37	50	32
HC660_RS00100	424	301	392	415	317	265	401	495	424	598	560	664
HC660_RS00105	381	168	251	229	190	211	257	450	296	333	293	407
HC660_RS00110	88	102	190	78	76	89	44	75	86	87	110	114
HC660_RS00115	65	67	86	31	38	27	24	28	19	133	60	28
HC660_RS00120	19	3	5	11	17	6	8	4	9	3	9	13
HC660_RS00125	20177	5883	13927	2039	14549	16245	1263	853	495	5217	1937	2217
HC660_RS00130	1159	564	499	697	564	546	542	835	589	818	780	1055
HC660_RS00135	189	266	225	260	223	236	177	327	406	395	462	423
HC660_RS00140	656	543	485	820	593	471	500	579	535	872	845	1060
HC660_RS00145	262	215	245	303	318	269	242	320	334	375	369	391
HC660_RS00150	48	6	14	14	32	31	19	18	15	21	25	48
HC660_RS00155	19	8	11	0	10	15	850	12	9	5	0	2
HC660_RS00160	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS00165	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS00170	0	0	0	0	0	1	8	0	0	0	0	0
HC660_RS00175	3	0	0	0	1	0	0	0	0	0	0	0
HC660_RS00180	46	0	3	2	8	7	1	2	4	1	4	7
HC660_RS00185	342	117	320	75	120	133	115	195	96	498	126	236
HC660_RS00190	665	230	445	131	241	255	204	514	312	798	269	475
HC660_RS00195	418	211	323	237	158	169	214	323	248	291	314	368
HC660_RS00200	219	232	221	174	175	116	137	215	174	301	242	259
HC660_RS00205	398	221	342	210	189	151	208	226	238	513	306	371
HC660_RS00210	453	496	443	425	254	195	272	366	356	837	418	596
HC660_RS00215	1088	1026	844	776	654	596	738	908	771	1290	979	1129
HC660_RS00220	985	808	855	765	746	627	750	955	876	1031	947	1068
HC660_RS00225	391	636	566	483	428	367	352	451	474	690	578	534
HC660_RS00230	198	62	134	179	130	123	115	144	110	123	160	142
HC660_RS00235	57	33	59	52	42	45	39	30	39	37	66	59
HC660_RS00240	234	147	235	294	261	242	217	216	213	218	261	294
HC660_RS00245	4872	3988	8252	3137	2667	3016	7092	7766	7842	8780	6996	5907
HC660_RS00250	1744	2788	1978	2738	1731	1237	1667	2493	1797	2501	2813	2770
HC660_RS00255	304	339	328	479	378	336	217	327	297	438	430	475
HC660_RS00260	1477	325	770	610	582	581	1172	690	1053	825	1137	1140
HC660_RS00265	227	106	147	176	137	101	182	193	153	172	264	256
HC660_RS00270	484	563	374	826	530	455	568	546	486	514	909	931
HC660_RS00275	68	40	43	89	55	40	56	39	36	44	60	67
HC660_RS00280	1824	2620	4142	1667	2186	2536	1927	2078	3354	3703	2267	2522
HC660_RS00285	36	26	50	41	42	56	43	32	64	55	33	25
HC660_RS00290	508	398	366	452	502	422	461	350	423	553	771	848
HC660_RS00295	1476	1461	1486	1744	1176	1293	1287	1530	1306	2061	2196	2320
HC660_RS00300	920	1270	1160	1186	604	793	712	989	954	1349	1258	1157
HC660_RS00305	1537	1535	1870	573	619	832	967	588	1566	3162	1440	1769
HC660_RS00310	1392	885	953	1567	1112	845	877	1406	1096	1352	2014	2240
HC660_RS00315	1430	951	1183	2203	1256	777	762	1498	1127	1847	2022	2507
HC660_RS00320	4109	8417	9279	4317	3195	2294	3302	4514	6608	15370	5982	5807
HC660_RS00325	357	205	452	232	214	271	218	405	356	534	442	472
HC660_RS00330	178	115	232	169	138	137	115	183	198	282	242	210
HC660_RS00335	2183	2588	3344	3055	2030	2024	1421	2747	2076	3643	2757	3043
HC660_RS00340	422	485	628	577	413	347	291	518	379	774	450	494
HC660_RS00345	392	175	178	254	260	273	142	169	158	186	200	319
HC660_RS00350	977	619	598	785	750	735	483	507	472	867	739	1033
HC660_RS00355	216	228	240	264	229	216	176	119	167	269	264	261
HC660_RS00360	232	173	206	309	227	206	121	157	198	308	289	357
HC660_RS00365	616	281	406	363	409	351	339	239	277	529	349	473
HC660_RS00370	864	614	562	619	461	562	608	419	555	764	593	744
HC660_RS00375	1424	1028	1351	728	739	783	1032	914	1078	1287	1123	1578
HC660_RS00380	0	2	0	0	2	0	2	0	0	0	1	0
HC660_RS00385	7	0	0	3	3	2	1	0	0	0	2	3
HC660_RS00390	128	32	16	61	147	99	30	32	32	27	50	104
HC660_RS00395	68	29	30	37	70	30	38	30	20	29	26	46
HC660_RS00400	40	7	11	8	46	19	8	22	13	8	6	24
HC660_RS00405	2954	947	2236	766	1054	1305	1339	1594	1155	2262	1844	2193
HC660_RS00410	1420	436	736	649	683	828	668	827	803	1151	1097	1155
HC660_RS00415	21483	12964	15746	17879	14702	14167	12619	18831	13493	22606	17955	21837
HC660_RS00420	459	223	325	277	316	300	275	242	330	310	379	503
HC660_RS00425	462	361	402	503	398	348	232	237	434	401	384	692
HC660_RS00430	178	58	83	46	98	54	65	136	61	69	144	113
HC660_RS00435	4492	4605	2601	2500	2003	4635	1972	1694	5023	11147	3992	6065
HC660_RS00440	435	311	264	283	300	350	254	223	216	332	381	434
HC660_RS00445	793	682	671	499	439	589	421	588	492	942	673	695
HC660_RS00450	612	293	284	285	351	397	231	340	243	312	315	352
HC660_RS00455	722	366	399	463	537	612	241	439	381	392	520	527
HC660_RS00460	337	158	250	226	262	309	124	212	170	207	262	231
HC660_RS00465	561	327	339	379	453	402	201	320	256	396	331	391
HC660_RS00470	152	89	159	175	172	189	111	146	121	185	196	170
HC660_RS00475	3238	2150	2770	2981	2652	2692	1873	2547	2114	3145	2960	3375
HC660_RS00480	3742	3405	3636	4922	3304	2914	2271	3319	2587	4602	3766	4391
HC660_RS00485	1	1	2	0	3	1	32	0	0	0	0	0
HC660_RS00490	396	159	91	39	187	124	4134	48	19	20	31	11
HC660_RS00495	6	0	0	0	0	2	0	0	0	0	0	0
HC660_RS00500	0	0	0	0	0	0	1	1	0	0	0	0
HC660_RS00505	64	12	25	32	15	65	22	25	7	11	22	34
HC660_RS00510	109	62	83	82	82	93	46	44	8	53	20	56
HC660_RS00515	164	48	107	69	105	91	60	77	14	44	52	92
HC660_RS00520	121	34	57	46	61	79	46	47	13	32	25	65
HC660_RS00525	117	37	90	72	56	82	44	66	19	49	48	127
HC660_RS00530	35	4	17	17	14	19	10	13	3	13	18	33
HC660_RS00535	20	4	16	11	11	15	3	7	1	3	1	16
HC660_RS00540	116	25	50	41	79	45	51	30	21	22	31	81
HC660_RS00545	14	2	1	4	2	3	68	10	2	4	1	4
HC660_RS00550	0	0	0	0	7	0	9	0	0	0	0	0
HC660_RS00555	7	0	0	0	1	0	0	0	0	0	0	0
HC660_RS00560	886	697	723	244	299	320	254	349	464	904	369	365
HC660_RS00565	629	397	536	232	283	313	237	348	316	552	387	379
HC660_RS00570	1392	1084	1475	674	760	908	661	1200	957	1628	1097	1219
HC660_RS00575	5199	6037	7384	4890	4040	4705	3191	5572	3729	6393	4165	5507
HC660_RS00580	1542	604	1017	853	960	1299	487	801	709	971	654	1137
HC660_RS00585	1341	600	852	738	852	1274	716	820	826	1151	638	1289
HC660_RS00590	1454	1672	1512	1024	892	1276	862	1182	1061	1738	925	1358
HC660_RS00595	1011	768	956	755	724	833	574	710	724	1269	628	1029
HC660_RS00600	246	120	138	145	180	198	112	237	162	235	174	223
HC660_RS00605	4535	5001	4032	6093	4451	3671	3726	4232	3615	6967	5392	6759
HC660_RS00610	177	80	61	140	188	161	67	120	78	109	98	147
HC660_RS00615	717	392	267	418	584	489	324	432	335	493	332	360
HC660_RS00620	231	84	71	122	190	117	51	78	76	111	100	111
HC660_RS00625	282	121	136	212	222	161	73	111	106	144	94	170
HC660_RS00630	133	117	87	145	109	111	39	65	84	83	73	129
HC660_RS00635	607	185	261	336	413	439	330	250	301	340	327	439
HC660_RS00640	277	120	158	175	153	141	170	163	168	209	214	253
HC660_RS00645	979	230	229	551	230	205	398	217	283	441	538	488
HC660_RS00650	535	179	285	590	406	262	717	471	563	483	1053	925
HC660_RS00655	18452	14770	18435	28110	16775	13778	18589	26385	23228	34391	28829	31605
HC660_RS00660	17923	17651	18776	37121	21242	14686	17993	22898	18646	33100	25332	31337
HC660_RS00665	28801	29319	31613	53471	26859	22275	23830	33021	29819	53945	40802	45357
HC660_RS00670	17196	21704	23616	36996	19473	16428	17072	22811	21436	37084	28779	31315
HC660_RS00675	1453	751	803	1890	1501	1119	669	968	690	1231	1289	1511
HC660_RS00680	27707	12612	19098	30424	29603	23679	15612	18631	15569	25427	23724	30148
HC660_RS00685	68728	45255	57810	79640	60163	50521	31986	49537	37694	72866	48665	62425
HC660_RS00690	11954	5785	6682	13725	10426	9267	8196	9495	7876	10495	10269	13545
HC660_RS00695	20543	12973	12650	31717	20396	20824	15416	17846	18795	24563	21484	30764
HC660_RS00700	24197	17463	16129	36490	22646	23862	18473	16350	21813	31489	24590	35583
HC660_RS00705	155436	103081	107507	209395	125632	140579	77241	90038	124254	179825	125734	191232
HC660_RS00710	135555	149475	158611	201293	115016	124285	93211	115049	128335	188741	131238	163877
HC660_RS00715	547	320	255	801	721	555	407	184	341	472	433	644
HC660_RS00720	13914	10162	10129	21685	13371	10695	8341	13200	10468	14892	15124	18525
HC660_RS00725	31815	16114	15271	32755	25226	21800	15548	20220	16702	22299	21904	27709
HC660_RS00730	29290	14301	14706	30685	23570	19277	14128	16489	14225	21902	19485	25764
HC660_RS00735	15297	6932	8027	15800	12186	10559	7263	8057	7490	11024	9841	13511
HC660_RS00740	49247	21075	24634	52081	39073	34595	20029	24494	24126	37610	29341	45344
HC660_RS00745	16995	6395	6936	15315	11482	8634	5238	6855	5939	9532	9037	12404
HC660_RS00750	14233	5995	6722	14994	12733	9424	5167	6571	5694	10054	7428	12085
HC660_RS00755	29508	11413	13797	29844	26287	20292	10864	12682	12322	20356	16166	24702
HC660_RS00760	20955	6646	8582	18811	18429	13940	6198	7502	7355	12531	9480	14691
HC660_RS00765	8367	2930	4118	8125	7952	6050	2745	2780	2925	5685	4066	6632
HC660_RS00770	17992	6540	8502	17095	15410	12781	5460	6493	6871	11521	9741	13836
HC660_RS00775	21162	9301	9049	19396	17875	14211	6610	8869	8047	13218	10018	14913
HC660_RS00780	14393	6910	7735	15177	13285	10805	5170	6192	6094	10566	7952	10955
HC660_RS00785	37791	12616	14404	29569	29782	24034	11915	14711	12818	20812	15521	19557
HC660_RS00790	10554	4265	4779	10313	9256	7649	3418	4732	3856	6881	5194	7440
HC660_RS00795	24825	8047	8833	17458	17778	14820	7310	9158	7979	13008	8750	13365
HC660_RS00800	42155	13285	14541	29027	29182	22790	12457	15355	12368	19998	15025	21972
HC660_RS00805	23941	8156	8716	17549	17427	13617	7273	9295	7456	12166	8555	12723
HC660_RS00810	32821	9844	11928	21949	23068	19255	9503	11972	10098	15675	10980	16423
HC660_RS00815	7566	3655	4165	7322	7756	6845	3159	3796	3380	5173	3973	5395
HC660_RS00820	23103	8766	10966	17785	18486	18083	6116	9139	8240	13484	9714	13818
HC660_RS00825	65626	20141	26036	44360	46926	43131	18081	27431	21242	32726	22321	34189
HC660_RS00830	33575	14565	15555	30315	28698	24868	12053	19476	13983	20325	14500	21200
HC660_RS00835	42359	17033	20344	38556	35301	32198	15306	26019	19282	27224	19908	29326
HC660_RS20940	15110	8508	9303	17100	14715	13322	6764	10507	7795	11017	8657	12263
HC660_RS00845	10978	4682	6107	10631	9546	8477	4524	6528	4895	7594	5532	8325
HC660_RS00850	4472	1910	2352	4380	3876	3644	1662	2512	1938	2987	1955	3300
HC660_RS00855	26310	13857	16218	26025	23522	22099	13265	17376	15384	21920	16261	21735
HC660_RS00860	29860	17444	18229	31208	25482	22191	13959	20346	15813	24718	17251	23210
HC660_RS00865	66572	44088	47821	76238	58635	53408	31989	52158	40759	63616	46429	59522
HC660_RS00870	21331	15074	17955	24882	18394	18108	9685	18103	13749	22029	15707	20023
HC660_RS00875	1451	446	694	1179	1380	1270	600	574	478	594	665	865
HC660_RS00880	1526	601	966	1331	1559	1550	723	642	620	742	786	1171
HC660_RS00885	1346	529	822	1201	1437	1480	575	534	645	758	693	1141
HC660_RS00890	3611	2040	2073	5177	4124	4260	1978	3955	2695	3826	2948	4548
HC660_RS00895	11861	9032	8249	19045	11508	10244	8669	10760	8889	16400	14464	17175
HC660_RS00900	11600	9742	8286	17267	10172	8449	7275	10823	8689	14873	11774	14907
HC660_RS00905	389	222	279	82	130	134	164	262	151	362	211	347
HC660_RS00910	21	0	0	1	18	4	1	2	0	0	4	6
HC660_RS00915	26	1	10	3	33	17	11	3	3	2	1	7
HC660_RS00920	5273	6568	5964	3841	3283	4398	3651	7714	5254	8316	4565	5513
HC660_RS00925	565	204	378	228	259	335	268	600	300	454	242	287
HC660_RS00930	253	124	176	104	144	152	167	461	190	237	192	189
HC660_RS00935	225	84	148	93	100	105	141	273	164	167	139	154
HC660_RS00940	17	2	1	1	11	2	128	9	1	1	1	3
HC660_RS00945	22	6	1	5	8	6	80	2	0	1	0	1
HC660_RS00950	7	0	0	0	1	0	0	0	0	0	0	0
HC660_RS00955	2	0	0	0	5	0	2	1	0	0	1	0
HC660_RS00960	46	49	53	27	52	29	18	19	5	48	22	30
HC660_RS00965	20	7	11	4	10	6	9	5	3	1	8	4
HC660_RS00970	5	2	2	1	7	7	2	5	4	0	1	1
HC660_RS00975	3	0	1	2	1	1	0	1	1	0	3	1
HC660_RS00980	4	1	1	0	4	3	10	10	5	1	5	0
HC660_RS00985	2	0	1	0	1	0	50	0	1	0	0	0
HC660_RS00990	2	1	2	0	1	1	13	0	0	0	0	0
HC660_RS00995	0	1	0	0	0	0	0	0	0	0	0	0
HC660_RS01000	4	0	0	0	1	0	40	2	0	0	0	0
HC660_RS01005	2	1	0	1	1	2	22	0	0	0	0	0
HC660_RS01010	3	0	0	0	0	0	0	0	0	0	0	0
HC660_RS01015	121	59	77	123	154	100	79	125	57	68	118	125
HC660_RS01020	180	133	114	111	103	137	126	141	164	169	166	174
HC660_RS01025	1225	1613	1939	1279	931	666	277	3426	674	1995	1217	811
HC660_RS01030	1675	1513	2343	1594	1118	796	273	4197	689	2166	1350	982
HC660_RS01035	1893	1719	2404	1698	1136	720	341	4062	773	2386	1501	1111
HC660_RS01040	4949	10056	10266	6259	3639	2597	1107	12214	3550	11354	5663	4525
HC660_RS01045	748	1041	1064	783	506	509	157	1286	379	1351	647	609
HC660_RS01050	153	56	91	41	76	69	30	58	32	41	44	64
HC660_RS01055	167	36	105	27	90	91	26	39	45	69	37	53
HC660_RS01060	89	45	50	23	44	60	35	34	42	47	4	24
HC660_RS01065	92	60	70	30	88	77	18	40	17	22	32	47
HC660_RS01070	116	69	75	36	58	46	17	53	43	75	42	47
HC660_RS01075	207	207	130	71	70	111	28	79	51	151	82	123
HC660_RS01080	34	9	13	18	35	25	10	20	11	19	13	9
HC660_RS01085	83	60	76	37	46	66	36	71	40	78	85	58
HC660_RS01090	5	0	0	0	2	0	0	0	1	0	0	0
HC660_RS01095	22	7	11	2	5	2	7	8	0	3	2	1
HC660_RS01100	53	9	19	11	6	11	24	1	6	11	13	8
HC660_RS01105	38	18	10	9	18	17	9	4	4	16	14	17
HC660_RS01110	1	0	0	0	4	6	0	0	0	0	5	2
HC660_RS01115	2955	2851	3828	2256	2361	4302	1245	2870	1967	4055	1840	3070
HC660_RS01120	2859	2502	3538	2595	2209	4100	1088	2603	1958	4217	1963	3131
HC660_RS01125	705	423	446	286	356	403	256	455	247	487	356	561
HC660_RS01130	1513	1194	1010	1237	987	1020	597	1038	786	1261	1360	1697
HC660_RS01135	1633	1856	1579	2048	1484	1226	1240	1874	1263	1860	2017	2306
HC660_RS01140	2355	5890	2326	4161	1780	3551	2363	2588	1819	3209	2637	5029
HC660_RS21260	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS01150	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS01155	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS01160	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS01165	106	20	29	15	61	52	32	49	20	38	37	52
HC660_RS01170	140	57	60	110	154	85	65	100	64	118	96	116
HC660_RS01175	42	36	26	36	30	34	21	31	18	27	23	34
HC660_RS01180	51	2	12	25	14	7	5	24	14	12	18	12
HC660_RS01185	76	26	37	55	24	20	18	38	19	41	43	42
HC660_RS01190	5	0	0	0	4	0	0	2	1	0	0	8
HC660_RS01195	84	40	90	33	39	50	61	75	50	79	97	72
HC660_RS01200	32	6	4	10	36	12	13	11	2	17	12	19
HC660_RS21310	17	0	0	2	10	3	0	4	3	3	2	4
HC660_RS01205	67	34	20	36	43	41	24	22	16	41	16	43
HC660_RS01210	30	16	14	17	30	32	17	27	37	18	42	27
HC660_RS01215	112	50	52	56	83	68	53	63	48	94	103	78
HC660_RS01220	82	65	64	57	56	36	69	70	95	115	93	96
HC660_RS01225	181	85	97	99	84	112	102	87	104	170	151	168
HC660_RS01230	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS01235	6	1	0	0	1	2	2	0	1	3	2	2
HC660_RS01240	451	343	254	501	362	372	440	392	506	448	516	771
HC660_RS01245	4	1	4	2	4	4	2	5	4	1	4	2
HC660_RS01250	8	5	5	0	11	3	1	6	2	0	3	6
HC660_RS01255	98	87	57	59	44	42	37	41	82	95	61	72
HC660_RS01260	66	7	6	0	34	6	7	7	13	23	14	21
HC660_RS01265	405	1331	786	158	150	114	203	272	570	1990	761	538
HC660_RS01270	2264	1188	1200	734	723	956	501	923	776	1571	1055	1135
HC660_RS01275	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS01280	937	539	951	907	806	570	171	1508	604	693	312	434
HC660_RS01285	888	277	680	666	823	721	115	1478	422	410	304	323
HC660_RS01290	20	0	1	1	14	5	2	3	0	0	0	4
HC660_RS01295	57	21	17	10	29	46	3	19	9	28	19	23
HC660_RS01300	104	17	26	18	54	37	19	40	29	49	43	48
HC660_RS01305	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS01310	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS01315	285	206	102	111	100	85	107	169	129	190	161	188
HC660_RS01320	453	354	292	286	277	276	100	263	220	346	229	257
HC660_RS01325	634	335	273	108	117	174	231	96	117	251	149	250
HC660_RS01330	166	144	119	51	70	56	63	46	75	136	90	90
HC660_RS01335	341	209	278	148	232	307	262	269	212	300	265	194
HC660_RS01340	386	205	220	288	191	286	372	269	316	321	395	468
HC660_RS01345	199	148	194	336	200	221	256	268	205	265	340	389
HC660_RS01350	355	357	337	590	423	380	404	381	327	499	517	789
HC660_RS01355	33	18	41	37	22	27	20	41	21	22	63	53
HC660_RS01360	521	704	971	387	430	725	301	634	463	1184	358	652
HC660_RS01365	79	90	74	71	88	95	35	73	79	94	59	56
HC660_RS01370	1825	2711	1932	2825	1598	1516	2158	2409	2452	3421	2600	2756
HC660_RS01375	143	39	85	47	81	111	30	33	46	49	40	29
HC660_RS01380	536	252	371	305	431	404	241	255	219	289	233	272
HC660_RS01385	408	319	398	384	264	347	208	215	258	296	255	250
HC660_RS01390	73	48	53	49	77	52	54	57	53	77	45	105
HC660_RS01395	49	42	50	30	31	27	17	31	27	54	25	37
HC660_RS01400	85	98	35	51	43	36	15	12	45	70	14	55
HC660_RS01405	207	88	69	64	97	119	59	52	85	145	133	120
HC660_RS01410	175	128	124	130	89	105	84	82	94	187	192	235
HC660_RS01415	50	8	7	2	29	19	5	6	5	20	9	10
HC660_RS01420	23	4	0	3	22	15	2	1	0	3	1	7
HC660_RS01425	278	69	98	80	157	230	59	77	86	90	96	147
HC660_RS01430	288	151	132	170	195	239	96	112	126	172	164	219
HC660_RS01435	76	7	18	19	32	35	7	5	4	36	3	12
HC660_RS01440	125	30	38	22	61	62	8	17	7	35	5	46
HC660_RS01445	98	11	5	19	52	34	1	6	11	11	7	19
HC660_RS01450	39	2	4	3	26	12	2	5	1	8	1	7
HC660_RS01455	175	54	75	94	118	111	100	58	127	127	115	109
HC660_RS01460	159	20	23	27	81	72	15	14	21	31	13	28
HC660_RS01465	159	125	119	89	91	152	104	64	88	206	79	158
HC660_RS01470	17	32	16	32	20	25	8	2	19	24	15	15
HC660_RS01475	20	13	13	15	33	18	13	8	6	19	9	9
HC660_RS01480	38	23	19	22	33	33	14	22	21	25	37	21
HC660_RS01485	127	54	47	72	83	72	54	54	40	60	95	64
HC660_RS01490	83	61	62	95	81	55	67	63	71	99	127	86
HC660_RS01495	75	73	88	47	49	70	63	50	46	155	100	76
HC660_RS20945	0	0	1	0	1	0	0	0	0	2	4	1
HC660_RS01500	139	470	328	52	58	141	169	120	199	798	295	205
HC660_RS01505	12	3	3	3	14	5	4	5	3	2	4	6
HC660_RS01510	177	404	239	177	182	181	152	273	221	441	239	297
HC660_RS21265	5	0	0	0	0	3	0	0	0	4	0	1
HC660_RS01515	91	27	30	19	63	57	30	26	29	22	38	29
HC660_RS01520	13	5	7	6	12	5	3	4	7	5	2	3
HC660_RS01525	140	79	55	55	73	54	35	43	44	84	31	62
HC660_RS01530	143	125	100	73	68	105	51	80	52	113	102	101
HC660_RS01535	79	22	35	23	60	46	21	25	17	39	28	30
HC660_RS01540	151	149	55	258	190	108	72	180	85	129	201	282
HC660_RS01545	88	19	32	102	81	111	45	82	35	63	70	118
HC660_RS01550	38	11	16	9	26	18	17	12	11	18	21	16
HC660_RS01555	26	16	25	29	34	27	11	39	17	64	32	54
HC660_RS01560	26	0	9	2	12	11	1	3	5	7	3	4
HC660_RS01565	1253	1183	843	2031	1199	946	1119	1935	1162	1563	1587	1956
HC660_RS01570	150	102	103	87	100	100	135	249	141	206	164	100
HC660_RS01575	240	202	257	174	159	157	223	296	185	251	234	211
HC660_RS01580	46	28	28	47	45	60	19	31	31	34	57	77
HC660_RS01585	195	130	135	478	354	146	116	170	130	311	235	357
HC660_RS01590	245	280	222	275	188	127	116	162	181	346	186	205
HC660_RS01595	510	597	607	560	354	305	338	317	303	850	732	760
HC660_RS01600	4	2	3	7	1	3	3	0	1	3	3	1
HC660_RS01605	173	131	155	155	168	119	54	81	156	214	121	199
HC660_RS01610	202	77	114	108	198	185	61	79	62	101	117	168
HC660_RS01615	78	29	27	65	58	51	49	43	42	62	61	88
HC660_RS01620	305	174	258	153	195	215	283	153	202	294	302	269
HC660_RS01625	132	151	58	11	38	36	23	16	38	217	27	100
HC660_RS01630	516	914	734	311	261	226	169	221	256	591	336	513
HC660_RS01635	1131	1624	1116	1665	1166	1427	908	1555	1407	1721	1302	2375
HC660_RS01640	77	58	28	96	135	93	38	38	55	41	57	173
HC660_RS01645	228	154	73	310	242	199	155	185	123	178	241	353
HC660_RS01650	221	28	67	42	83	100	34	58	34	39	65	112
HC660_RS01655	3445	1748	2153	1207	1579	2752	944	2037	1802	3710	1398	2228
HC660_RS01660	4504	4176	4032	3132	2723	4540	1570	3440	2769	6078	2334	3579
HC660_RS01665	4303	3820	3747	2891	2742	3882	1542	3133	2285	4744	1938	3291
HC660_RS01670	6956	6663	6854	4461	4841	6905	3111	5491	4336	7423	3453	4951
HC660_RS01675	1429	422	580	367	774	995	236	519	326	592	293	523
HC660_RS01680	1648	481	539	386	827	962	210	358	294	437	244	499
HC660_RS01685	1184	252	241	225	533	576	155	189	216	298	120	355
HC660_RS01690	775	99	117	97	368	330	115	58	89	134	55	218
HC660_RS01695	2818	735	868	928	1481	1660	741	709	669	1235	796	1400
HC660_RS01700	1944	1370	1307	1429	1404	1799	1000	808	1034	1856	991	1574
HC660_RS01705	161	75	73	102	134	171	58	68	58	88	45	119
HC660_RS01710	1569	1635	1069	3013	1940	1041	1512	1254	1431	1658	3051	3237
HC660_RS01715	1736	1671	1185	2727	1996	1038	1453	1282	1260	1574	2381	2545
HC660_RS01720	2253	3391	2410	5644	3225	1685	2200	2302	2219	3708	3658	4213
HC660_RS01725	321	268	212	157	128	176	112	39	170	247	143	195
HC660_RS01730	138	52	84	79	94	76	36	29	69	106	66	107
HC660_RS01735	129	41	58	37	77	86	36	38	88	82	75	107
HC660_RS01740	11227	14084	47073	20073	13311	10724	24349	28800	36617	32090	29434	15401
HC660_RS01745	12088	5953	25468	11312	13438	12951	16257	20196	18678	15125	18479	8580
HC660_RS01750	612	376	641	607	590	559	1206	847	544	804	986	923
HC660_RS01755	130	87	157	127	136	160	179	137	161	208	223	199
HC660_RS01760	242	133	240	206	194	197	343	261	242	372	330	286
HC660_RS01765	202	109	175	190	163	216	337	196	202	202	221	239
HC660_RS01770	50	11	24	15	33	31	37	23	15	25	30	39
HC660_RS01775	15	1	4	6	10	20	8	2	3	2	1	7
HC660_RS01780	1146	2417	1926	797	542	571	752	1315	1095	3198	1293	1373
HC660_RS01785	68	67	47	23	36	38	17	50	31	47	86	31
HC660_RS01790	57	132	94	43	33	8	19	28	46	70	32	48
HC660_RS01795	88	70	65	41	41	68	54	70	41	124	69	89
HC660_RS01800	3	0	0	0	3	0	0	0	0	0	0	0
HC660_RS01805	29	7	5	14	22	14	7	10	8	15	28	12
HC660_RS01810	411	153	110	173	185	149	118	70	207	296	299	294
HC660_RS01815	93	86	64	92	89	75	25	52	34	92	106	101
HC660_RS01820	290	511	112	130	117	145	156	19	37	165	141	172
HC660_RS01825	572	1105	296	530	337	471	360	113	196	470	447	576
HC660_RS01830	524	161	178	232	365	340	72	145	115	190	138	213
HC660_RS01835	560	401	274	176	243	238	197	305	197	406	358	361
HC660_RS01840	166	105	111	193	191	183	112	201	84	247	206	275
HC660_RS01845	122	95	34	127	140	162	85	89	58	115	126	195
HC660_RS01850	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS01855	158	44	43	21	110	63	23	30	24	47	8	29
HC660_RS01860	1607	301	809	516	1056	1152	384	441	431	573	537	574
HC660_RS01865	429	137	599	250	253	375	434	138	345	502	538	352
HC660_RS01870	1536	400	2065	890	1235	1299	1617	541	1191	1611	2394	1477
HC660_RS01875	127	36	47	36	119	91	18	19	18	17	29	24
HC660_RS01880	197	93	147	144	199	200	116	122	132	152	150	206
HC660_RS01885	41	10	13	13	25	29	8	20	9	11	9	27
HC660_RS01890	13	13	7	2	27	6	7	14	7	13	14	30
HC660_RS01895	0	0	0	0	0	1	0	0	0	0	0	0
HC660_RS01900	1292	2749	2515	1370	834	1054	1138	1541	1341	2875	1585	1601
