Geneid	Ctrl-1	Ctrl-2	Ctrl-3	SMG13-1	SMG13-2	SMG13-3	SMG19_5-1	SMG19_5-2	SMG19_5-3	SMG6_5-1	SMG6_5-2	SMG6_5-3
HC660_RS16575	43	9	4	6	17	17	6	11	10	8	5	10
HC660_RS16580	154	65	80	100	76	93	70	94	78	115	120	102
HC660_RS16585	92	157	165	182	91	109	71	117	138	224	204	203
HC660_RS16590	835	980	1245	857	588	652	548	1000	979	1567	1420	1073
HC660_RS16595	28	5	4	6	13	9	6	2	14	24	2	9
HC660_RS16600	736	1378	633	403	303	526	310	313	430	737	389	636
HC660_RS16605	87	59	70	51	55	41	41	40	58	58	73	69
HC660_RS16610	932	1185	4750	1028	647	909	1935	894	1790	2075	1773	1440
HC660_RS16615	1632	832	789	954	828	1623	479	1343	764	2616	825	1590
HC660_RS16620	477	239	222	128	187	201	126	214	102	421	103	225
HC660_RS16625	750	518	449	516	371	415	321	372	278	593	509	658
HC660_RS16630	149	108	149	96	48	85	95	81	80	232	100	162
HC660_RS16635	823	493	628	444	405	447	530	467	511	908	568	702
HC660_RS16640	5675	7463	5079	5577	3331	2958	3343	4880	6086	7895	5282	6067
HC660_RS16645	195	270	162	273	117	134	146	418	251	295	313	294
HC660_RS16650	7	1	7	0	7	12	2	1	1	6	1	5
HC660_RS16655	20	9	6	21	18	18	13	8	10	3	18	20
HC660_RS16660	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS16665	118	109	106	158	106	104	109	118	150	139	153	206
HC660_RS16670	237	180	147	187	175	205	167	112	202	218	269	319
HC660_RS16675	139	44	55	62	73	86	84	75	91	86	90	104
HC660_RS16680	158	61	59	35	59	77	94	48	67	69	60	92
HC660_RS16685	36	45	40	54	34	36	22	27	28	54	36	57
HC660_RS16690	25	11	13	9	10	10	3	14	13	23	15	17
HC660_RS16695	52	11	13	8	39	32	22	21	6	16	29	25
HC660_RS16700	77	27	17	31	72	54	14	41	53	44	31	48
HC660_RS16705	257	79	56	143	211	194	61	124	58	129	97	219
HC660_RS16710	146	48	37	63	141	67	32	58	47	78	53	122
HC660_RS16715	159	39	66	89	104	78	66	86	76	114	151	190
HC660_RS16720	136	109	139	153	97	68	124	101	126	212	195	175
HC660_RS16725	1108	2848	2622	790	533	460	886	648	1655	4263	1541	1523
HC660_RS16730	375	262	211	291	257	223	228	253	224	363	421	349
HC660_RS16735	71	36	33	10	36	27	27	31	21	66	38	49
HC660_RS16740	13	1	7	2	20	4	1	0	1	5	2	1
HC660_RS16745	15	0	4	3	12	3	2	2	3	4	0	2
HC660_RS16750	6	2	0	1	9	7	1	0	1	0	5	2
HC660_RS16755	130	120	79	71	96	64	69	46	89	97	54	70
HC660_RS16760	26	16	6	4	14	14	9	11	9	8	1	5
HC660_RS16765	963	573	580	476	565	560	338	328	496	829	615	815
HC660_RS16770	611	320	231	265	309	324	263	214	214	467	411	413
HC660_RS16775	912	330	386	310	417	437	501	302	421	575	579	752
HC660_RS16780	744	692	812	741	631	409	176	1142	419	884	622	525
HC660_RS16785	345	172	150	216	202	129	47	292	90	187	139	138
HC660_RS16790	386	83	118	85	175	103	24	109	55	111	58	105
HC660_RS16795	2558	6406	4249	3844	2041	2021	615	6422	2682	6507	4130	3279
HC660_RS16800	190	189	138	393	209	145	117	322	145	212	293	432
HC660_RS16805	4	1	7	1	3	1	1	1	0	2	1	1
HC660_RS16810	72	16	52	75	64	51	86	50	67	82	118	79
HC660_RS16815	489	389	423	591	395	344	420	455	417	571	729	789
HC660_RS16820	480	727	513	435	314	334	426	386	479	760	491	634
HC660_RS16825	276	142	123	90	84	114	180	113	133	273	79	199
HC660_RS16830	166	82	59	63	62	91	81	50	60	108	34	98
HC660_RS16835	2902	6277	5083	2901	2282	2312	2217	5964	3750	5589	3413	4489
HC660_RS16840	30	161	102	25	45	47	30	34	40	58	39	43
HC660_RS16845	418	313	611	244	314	383	236	357	272	351	296	380
HC660_RS16850	6122	6935	3014	2439	2049	3612	1859	523	1283	3898	1045	4185
HC660_RS16855	4852	1305	832	700	1223	1743	1361	203	693	1935	500	2961
HC660_RS16860	223	163	109	222	152	168	103	113	75	151	181	226
HC660_RS16865	503	561	248	157	175	123	229	71	116	336	286	455
HC660_RS16870	203	176	141	200	149	163	85	206	164	161	212	237
HC660_RS16875	324	419	567	392	298	227	378	663	483	628	581	468
HC660_RS16880	650	621	782	418	284	306	521	1174	708	744	855	573
HC660_RS16885	1539	419	605	459	574	727	342	182	193	366	282	478
HC660_RS16890	1312	614	1421	620	726	868	555	534	631	1172	834	1075
HC660_RS16895	187	229	234	77	86	95	109	103	165	253	137	163
HC660_RS16900	309	293	499	83	129	146	133	173	402	454	110	192
HC660_RS16905	1080	1788	2981	635	709	733	926	831	1880	4611	2038	1605
HC660_RS16910	339	318	225	242	193	176	278	356	288	332	238	270
HC660_RS16915	6	1	3	9	0	3	4	4	3	3	4	3
HC660_RS16920	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS16925	59	19	23	20	34	28	25	10	15	36	25	36
HC660_RS16930	23	26	16	20	15	12	7	22	13	18	19	21
HC660_RS16935	27	28	7	17	15	21	5	38	16	23	29	32
HC660_RS16940	23	21	15	14	23	16	8	16	15	18	41	21
HC660_RS16945	127	189	157	208	120	120	128	150	188	220	205	240
HC660_RS16950	148592	246117	315301	169480	130246	174981	83766	99859	80710	208839	179761	158539
HC660_RS16955	759	180	482	416	426	428	605	372	486	435	752	746
HC660_RS16960	4851	4725	5088	4035	3383	2698	1883	2526	2438	4357	3402	4425
HC660_RS16965	669	1269	1299	511	464	434	341	485	599	1103	740	803
HC660_RS16970	299	175	237	130	145	181	209	233	332	324	294	277
HC660_RS16975	35	23	12	13	14	22	3	16	11	15	15	50
HC660_RS16980	19	1	4	8	7	9	6	2	5	10	13	3
HC660_RS16985	98	61	56	39	53	80	40	50	66	98	80	73
HC660_RS16990	43	34	51	44	27	25	28	36	30	54	47	54
HC660_RS16995	133	56	103	71	78	88	94	91	100	139	121	160
HC660_RS17000	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17005	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17010	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17015	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17020	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17025	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17030	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17035	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17040	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17045	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17050	170	188	175	71	87	76	63	69	140	273	95	97
HC660_RS17055	185	109	213	59	90	70	98	70	142	184	81	53
HC660_RS17060	19	35	31	19	19	18	9	4	28	27	15	8
HC660_RS17065	49	26	31	11	44	29	8	11	10	18	16	20
HC660_RS17070	76	51	41	60	51	49	50	42	32	40	87	66
HC660_RS17075	135	109	155	131	130	112	54	14	100	113	85	200
HC660_RS17080	130	116	166	143	154	142	59	15	125	110	93	181
HC660_RS17085	98	49	90	104	131	94	36	11	83	59	45	101
HC660_RS17090	131	64	105	121	181	153	37	14	107	82	116	162
HC660_RS17095	58	55	67	25	34	13	29	17	27	39	55	59
HC660_RS17100	374	452	449	264	179	221	283	363	405	517	396	313
HC660_RS17105	120	37	52	27	42	37	55	74	52	102	66	101
HC660_RS17110	256	145	115	258	163	175	229	233	220	254	264	308
HC660_RS17115	31	28	25	17	18	26	23	20	14	48	28	21
HC660_RS17120	32784	16040	19759	18489	17481	20965	14729	20132	18741	13908	9907	13063
HC660_RS17125	35215	8703	13345	13124	17789	15174	7334	13070	9398	10350	7687	10796
HC660_RS17130	14847	3227	4569	4128	6804	5946	2819	4936	3541	3584	2854	3651
HC660_RS17135	25133	4345	6904	6451	11372	9310	3589	7144	5217	5870	4325	6103
HC660_RS17140	3956	919	1253	1501	1794	1429	692	1065	794	974	751	1160
HC660_RS17145	45047	43219	58432	48463	28343	24900	44173	50178	47473	48076	37395	35863
HC660_RS17150	3008	3814	9311	8313	5238	7052	4855	7065	5296	6121	6188	5669
HC660_RS17155	234	67	102	30	69	104	21	72	22	53	17	61
HC660_RS17160	441	342	341	372	271	296	357	388	359	456	421	354
HC660_RS17165	218	126	175	169	127	146	132	183	142	141	190	173
HC660_RS17170	64	11	13	41	29	49	31	30	27	41	31	19
HC660_RS17175	91	35	38	22	62	30	30	51	26	32	28	53
HC660_RS17180	58	31	53	44	62	48	26	44	35	42	72	98
HC660_RS17185	376	604	496	400	317	302	412	292	342	551	497	536
HC660_RS17190	6647	8590	4935	5071	4109	4670	2357	2081	2985	6272	3854	5732
HC660_RS17195	8772	7162	3795	4434	4565	5646	2268	1907	2354	5681	3114	5591
HC660_RS17200	2348	1600	1087	761	1197	1576	585	569	620	2089	906	1651
HC660_RS17205	0	1	8	1	0	0	0	0	0	0	0	1
HC660_RS17210	99	120	74	108	92	77	73	94	115	161	132	129
HC660_RS17215	250	126	149	128	126	154	121	132	114	243	161	183
HC660_RS17220	64	31	25	24	48	33	16	43	27	22	40	37
HC660_RS17225	77	21	23	97	50	38	22	67	24	46	41	55
HC660_RS17230	632	762	610	406	397	500	456	570	522	838	580	607
HC660_RS17235	1340	980	784	794	688	677	780	822	765	1298	790	936
HC660_RS17240	59	8	31	77	56	112	10	12	26	29	22	32
HC660_RS17245	208	78	164	245	283	380	45	70	51	87	50	171
HC660_RS17250	150	44	61	70	102	133	58	59	27	51	56	67
HC660_RS17255	286	48	99	125	167	271	35	75	53	102	58	114
HC660_RS17260	264	107	107	95	174	259	44	105	31	110	52	113
HC660_RS17265	134	73	55	111	105	91	47	75	76	113	90	111
HC660_RS17270	699	889	639	576	348	445	229	468	429	854	484	648
HC660_RS17275	3248	2014	792	398	838	1288	213	301	315	964	359	747
HC660_RS17280	1206	1408	1128	860	644	893	624	1039	855	1269	677	1009
HC660_RS17285	141	171	228	207	118	125	84	166	187	223	172	139
HC660_RS17290	137	78	80	146	146	107	100	106	88	112	161	176
HC660_RS17295	61	36	26	27	50	56	27	30	33	25	39	42
HC660_RS17300	45	6	12	19	38	14	4	6	10	7	7	18
HC660_RS17305	25	9	8	6	21	14	3	3	6	10	2	7
HC660_RS17310	60	9	1	9	42	21	5	5	8	25	10	17
HC660_RS17315	19	6	17	16	16	14	20	12	12	24	16	16
HC660_RS17320	44	4	3	9	23	13	1	4	6	12	4	4
HC660_RS17325	18	0	0	0	19	22	0	0	3	0	0	3
HC660_RS17330	22	3	2	0	28	14	3	0	4	5	0	1
HC660_RS17335	24	5	5	4	30	18	4	4	0	8	6	3
HC660_RS17340	36	26	4	23	21	29	18	7	2	15	3	23
HC660_RS17345	49	18	6	11	56	40	14	9	15	34	10	15
HC660_RS17350	107	31	31	26	94	60	32	11	16	38	27	29
HC660_RS17355	12	4	4	0	10	5	3	3	2	3	8	5
HC660_RS17360	20	0	4	0	5	1	6	1	0	1	0	0
HC660_RS17365	10	3	2	0	9	6	0	0	0	2	1	3
HC660_RS17370	118	77	83	98	85	111	33	37	73	79	85	76
HC660_RS17375	20	22	6	12	17	8	0	10	6	10	6	7
HC660_RS17380	21	30	31	10	16	13	14	19	14	28	17	28
HC660_RS17385	18	18	21	12	18	16	8	22	11	32	17	17
HC660_RS17390	691	715	608	234	257	538	152	336	301	685	203	409
HC660_RS17395	1582	1679	1415	541	628	1441	321	758	780	1911	380	971
HC660_RS17400	26	2	3	13	17	10	2	4	4	4	9	2
HC660_RS17405	1	0	0	0	0	0	1	0	0	0	0	0
HC660_RS17410	74	38	57	49	40	73	24	43	39	57	15	61
HC660_RS17415	141	50	67	75	97	71	34	64	61	38	26	83
HC660_RS17420	28	6	3	1	9	4	3	3	1	0	0	0
HC660_RS17425	116	44	25	51	35	27	17	47	38	29	23	32
HC660_RS17430	52	10	13	11	32	29	5	11	15	24	20	13
HC660_RS17435	104	13	17	8	52	22	8	9	13	30	30	18
HC660_RS17440	1314	864	1176	889	611	917	883	852	969	948	718	1228
HC660_RS17445	259	210	212	179	148	243	135	200	125	156	112	195
HC660_RS17450	124	64	68	115	68	112	74	79	61	84	45	126
HC660_RS17455	28	7	7	12	21	10	7	10	5	5	14	9
HC660_RS17460	10	0	1	1	1	0	0	0	0	0	0	1
HC660_RS17465	3827	6006	5102	2684	2245	2772	3200	7303	5107	7404	4637	5009
HC660_RS17470	13	3	7	21	4	11	9	6	3	9	1	12
HC660_RS17475	37	4	18	2	14	13	7	3	4	13	12	13
HC660_RS17480	114	65	66	81	78	65	29	56	134	92	86	112
HC660_RS17485	52	161	67	32	66	47	20	82	90	105	64	79
HC660_RS17490	132	40	63	66	84	74	17	53	41	68	44	47
HC660_RS17495	37	34	35	34	39	33	20	19	26	30	33	27
HC660_RS17500	1498	2325	1540	1649	938	1096	856	877	1439	1880	1287	1509
HC660_RS17505	270	180	209	288	235	206	183	239	197	280	208	301
HC660_RS17510	93	73	55	118	60	52	42	63	52	62	53	112
HC660_RS17515	120	36	41	113	74	53	56	75	40	67	115	95
HC660_RS17520	42	30	28	25	33	40	19	34	25	16	30	62
HC660_RS17525	23	2	9	8	9	12	18	9	2	6	18	13
HC660_RS17530	1105	691	961	969	829	1143	641	681	1088	1001	797	1164
HC660_RS17535	194	176	223	220	281	379	125	182	316	244	219	328
HC660_RS17540	984	424	545	673	746	763	424	487	602	708	605	722
HC660_RS17545	1535	659	618	853	1058	969	698	698	700	848	636	835
HC660_RS17550	886	378	418	450	552	628	368	457	434	572	431	563
HC660_RS17555	271	128	146	176	212	251	175	169	188	204	180	221
HC660_RS17560	1004	1329	826	1190	943	716	569	1002	570	1110	892	1497
HC660_RS17565	3333	3802	3770	5049	2712	1627	4295	1851	2866	3893	5976	6731
HC660_RS17570	676	595	899	877	585	456	398	515	479	643	1028	996
HC660_RS17575	600	344	297	287	324	355	248	214	238	425	299	435
HC660_RS17580	18	22	6	10	14	4	8	8	7	16	17	13
HC660_RS17585	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17590	135	66	55	110	45	39	56	48	38	68	84	64
HC660_RS17595	32	29	20	29	14	14	11	63	4	24	22	19
HC660_RS17600	40	13	12	18	33	22	12	56	4	29	21	27
HC660_RS17605	43	13	6	16	16	19	7	23	9	15	4	5
HC660_RS17610	16	8	4	4	23	9	1	11	1	12	6	1
HC660_RS17615	25	13	2	4	18	5	6	19	1	15	0	1
HC660_RS17620	51	2	4	4	35	31	7	41	12	10	2	7
HC660_RS17625	3	0	0	0	4	2	0	2	0	0	2	1
HC660_RS17630	29	4	0	3	34	9	2	3	1	5	7	0
HC660_RS17635	222	76	91	118	108	114	129	116	110	173	201	197
HC660_RS17640	116	126	99	134	136	110	69	126	108	115	141	126
HC660_RS17645	777	514	468	540	519	348	331	413	405	545	341	523
HC660_RS17650	813	531	463	542	536	425	377	348	367	489	415	575
HC660_RS17655	856	485	372	554	632	487	247	284	407	423	394	688
HC660_RS17660	368	123	95	168	237	193	95	61	119	111	127	273
HC660_RS17665	578	248	199	180	218	180	200	188	241	305	234	385
HC660_RS17670	375	179	113	81	210	201	98	144	71	202	108	141
HC660_RS17675	751	278	214	172	337	318	164	198	172	280	136	248
HC660_RS17680	443	178	131	117	231	263	97	115	91	127	91	145
HC660_RS17685	235	68	77	91	179	169	72	61	54	73	59	76
HC660_RS17690	87	42	56	12	18	16	44	20	23	38	49	43
HC660_RS17695	173	261	326	343	165	224	208	162	177	251	278	274
HC660_RS17700	41	11	12	30	36	50	19	23	19	24	12	29
HC660_RS17705	113	142	125	112	77	70	45	120	71	133	66	81
HC660_RS17710	370	267	317	295	271	289	194	492	309	441	272	300
HC660_RS17715	1414	1682	1834	892	645	1289	531	1302	1043	2877	728	1338
HC660_RS17720	936	712	831	393	342	761	217	593	479	1298	269	602
HC660_RS17725	4583	7266	6192	3016	2625	5343	1810	5512	4516	11573	2529	5167
HC660_RS17730	1143	630	846	260	431	850	364	900	958	2713	384	929
HC660_RS17735	70	20	21	38	21	21	22	15	7	25	52	33
HC660_RS17740	3703	1619	2235	1449	2462	2282	1048	926	1135	1814	1262	1836
HC660_RS17745	1362	680	1163	475	830	702	567	506	593	1060	741	857
HC660_RS17750	368	617	1049	175	199	202	270	273	342	970	311	289
HC660_RS17755	171	86	100	88	160	126	69	68	85	129	145	109
HC660_RS17760	121	58	69	80	100	90	55	53	41	86	80	106
HC660_RS17765	238	132	108	158	200	174	84	88	100	165	126	198
HC660_RS17770	1215	936	984	780	731	747	815	752	743	1653	1182	1339
HC660_RS17775	118	78	137	45	85	75	107	36	73	120	141	107
HC660_RS17780	47	7	5	15	39	28	6	6	6	17	2	16
HC660_RS17785	1149	1256	1062	2730	1591	1074	2275	1240	1719	1416	2367	2807
HC660_RS17790	389	376	411	687	407	397	560	394	557	451	941	922
HC660_RS17795	457	403	550	456	244	276	286	398	517	617	554	567
HC660_RS17800	271	122	126	73	122	101	79	54	106	105	105	121
HC660_RS17805	2961	2279	2617	3514	2725	2680	1863	1727	2383	3463	2893	4019
HC660_RS17810	7435	4656	5654	6300	6081	7352	5806	4286	5808	8083	5561	7534
HC660_RS17815	9823	23494	30663	6853	5566	5692	9146	7787	16991	29275	12340	10498
HC660_RS17820	185	134	243	256	181	183	217	125	148	348	300	254
HC660_RS17825	260	712	599	755	339	360	519	189	372	811	562	619
HC660_RS17830	354	550	585	613	360	346	420	192	273	730	454	521
HC660_RS17835	184	347	269	340	182	216	225	79	136	406	302	275
HC660_RS17840	101	89	228	64	86	104	175	61	95	392	222	203
HC660_RS17845	2459	6185	7515	3867	2210	2084	4150	776	2394	6573	3702	3701
HC660_RS17850	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17855	129	102	165	141	122	147	158	57	141	184	182	196
HC660_RS17860	91	142	118	153	102	72	74	36	81	146	104	116
HC660_RS17865	232	448	350	373	207	221	393	184	195	580	349	390
HC660_RS17870	404	436	509	363	338	304	464	151	296	762	517	573
HC660_RS17875	566	547	418	356	361	343	629	182	323	1147	651	817
HC660_RS17880	209	149	140	91	126	138	289	58	110	441	277	323
HC660_RS17885	276	171	195	175	154	161	325	148	188	385	303	391
HC660_RS17890	238	113	176	99	104	105	126	136	70	161	147	153
HC660_RS17895	71	43	85	15	28	30	42	25	30	121	41	69
HC660_RS17900	41	9	14	14	46	24	10	4	11	11	9	15
HC660_RS17905	460	611	426	493	342	353	560	451	597	917	609	788
HC660_RS17910	1519	1383	1283	1345	947	1080	1025	1150	1455	1894	1697	1866
HC660_RS17915	997	978	819	939	596	614	776	759	754	1335	1196	1220
HC660_RS17920	210	55	130	103	93	133	176	124	167	105	249	178
HC660_RS17925	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17930	2561	980	1703	1218	1146	1376	2171	1848	2098	1958	2258	2136
HC660_RS17935	71	53	38	39	45	45	32	42	30	46	42	45
HC660_RS17940	34	11	31	32	30	16	10	26	13	34	18	22
HC660_RS17945	38	31	11	18	27	22	29	21	23	28	15	21
HC660_RS17950	97	43	36	14	41	55	31	43	25	30	28	34
HC660_RS17955	45	31	17	21	45	29	16	4	13	15	12	24
HC660_RS17960	63	11	13	2	25	25	24	11	11	9	15	8
HC660_RS17965	37	11	9	11	41	29	16	3	13	16	13	2
HC660_RS17970	31	7	17	15	20	5	12	9	5	5	8	6
HC660_RS17975	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17980	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17985	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17990	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17995	128	295	215	240	136	190	157	120	135	359	282	292
HC660_RS18000	966	1087	922	929	570	623	680	841	744	1472	1005	1154
HC660_RS18005	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18010	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18015	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18020	3132	5385	5186	3296	1975	1358	2427	4466	3745	7277	4660	4239
HC660_RS18025	759	735	864	1368	843	539	1023	777	853	1179	1317	1638
HC660_RS18030	0	0	1	0	0	0	0	0	0	0	0	0
HC660_RS18035	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18040	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18045	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18050	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18055	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18060	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18065	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18070	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18075	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18080	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18085	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18090	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18095	926	701	740	925	611	524	744	275	418	1116	911	916
HC660_RS18100	553	533	480	444	428	587	234	261	409	793	333	495
HC660_RS18105	69	17	30	30	46	29	16	12	8	13	30	23
HC660_RS18110	40	31	33	17	33	13	9	15	4	27	34	17
HC660_RS18115	52	25	84	45	53	31	29	16	23	83	88	44
HC660_RS18120	366	684	781	172	186	145	165	250	313	1240	576	456
HC660_RS18125	3246	833	1189	1460	701	681	1438	577	883	1497	1523	1700
HC660_RS18130	389	470	190	159	152	127	116	212	184	340	205	362
HC660_RS18135	423	841	659	550	458	345	480	91	335	1030	605	685
HC660_RS18140	13	1	0	0	7	2	0	2	0	4	2	0
HC660_RS18145	46	19	15	10	22	27	8	18	15	23	20	27
HC660_RS18150	26	25	25	7	6	9	13	16	11	44	6	5
HC660_RS18155	75	48	35	8	43	17	21	19	26	50	33	19
HC660_RS18160	1315	854	1049	751	930	1058	427	1640	502	1393	846	755
HC660_RS18165	748	329	454	450	485	523	198	556	279	669	418	403
HC660_RS18170	200	34	122	101	128	115	38	100	47	84	96	100
HC660_RS18175	651	346	596	387	493	471	123	473	208	553	287	277
HC660_RS18180	483	214	452	270	283	305	78	253	174	365	221	222
HC660_RS18185	635	417	702	427	404	368	185	379	272	621	381	453
HC660_RS18190	527	2010	1987	407	238	179	536	440	1085	2443	992	904
HC660_RS18195	44	25	32	38	26	18	10	17	23	24	17	23
HC660_RS18200	416	183	237	104	145	176	164	268	205	393	228	294
HC660_RS18205	208	414	372	373	191	417	382	954	365	418	650	260
HC660_RS18210	292	437	450	481	293	785	434	1125	501	713	910	390
HC660_RS18215	278	255	306	177	129	128	133	347	229	273	254	231
HC660_RS18220	51	2	15	2	38	17	14	18	5	7	20	16
HC660_RS18225	34	26	16	6	16	11	4	5	2	6	18	1
HC660_RS18230	134	36	31	24	81	32	23	12	14	35	19	18
HC660_RS18235	38	5	4	5	36	3	4	6	1	6	10	4
HC660_RS18240	14	5	0	4	15	7	2	1	4	0	1	1
HC660_RS18245	392	618	551	213	160	151	193	466	333	533	260	362
HC660_RS18250	133	75	102	49	113	105	42	52	48	75	38	85
HC660_RS18255	10	2	1	2	10	7	0	1	0	9	6	2
HC660_RS18260	60	13	20	27	67	37	15	14	12	30	14	14
HC660_RS18265	74	39	30	45	51	35	16	25	17	27	18	28
HC660_RS18270	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18275	447	383	418	229	272	427	153	302	244	478	174	272
HC660_RS18280	85	55	69	22	55	59	37	31	35	95	103	100
HC660_RS18285	154	57	122	43	97	112	52	66	58	132	98	113
HC660_RS18290	113	99	185	77	62	104	41	97	50	135	81	108
HC660_RS18295	130	51	30	82	28	21	19	14	21	81	75	70
HC660_RS18300	16	4	3	1	11	6	2	0	0	3	5	6
HC660_RS18305	393	208	151	311	71	59	61	30	49	141	223	175
HC660_RS18310	700	635	510	443	370	359	274	239	310	675	775	771
HC660_RS18315	102	89	67	53	37	61	34	39	38	77	80	95
HC660_RS18320	201	129	138	58	59	68	73	60	64	204	199	224
HC660_RS18325	13	0	0	0	8	1	1	3	0	2	0	0
HC660_RS18330	307	152	243	200	169	187	127	235	130	213	272	279
HC660_RS18335	58	30	22	32	66	46	23	31	19	59	69	48
HC660_RS18340	182	131	108	88	89	79	85	121	97	105	217	163
HC660_RS18345	217	188	163	103	110	140	144	104	101	128	272	175
HC660_RS18350	45	22	22	36	31	15	47	14	26	24	24	39
HC660_RS18355	254	76	118	115	260	210	87	89	95	128	213	192
HC660_RS18360	1137	388	452	668	941	859	338	448	346	587	490	563
HC660_RS18365	164	144	136	165	119	93	67	72	121	90	194	350
HC660_RS18370	52	30	25	50	44	32	35	26	48	29	86	94
HC660_RS18375	33	48	37	37	23	23	10	34	39	42	37	48
HC660_RS18380	18	0	10	0	20	6	9	11	7	12	2	7
HC660_RS18385	551	209	258	93	154	120	165	67	311	468	438	838
HC660_RS18390	764	707	464	494	371	357	304	469	530	766	655	916
HC660_RS18395	26	7	21	23	23	20	6	12	30	18	24	21
HC660_RS18400	364	170	167	406	378	269	143	146	197	335	278	369
HC660_RS18405	202	97	158	60	97	88	121	125	100	168	144	141
HC660_RS21145	90	31	40	56	75	48	37	33	33	37	63	85
HC660_RS21150	51	26	29	56	39	47	11	15	14	42	39	68
HC660_RS18415	66	64	31	112	49	89	41	39	53	112	63	97
HC660_RS18420	176	68	77	141	133	267	152	194	213	182	266	287
HC660_RS18425	476	192	293	234	212	251	292	266	235	426	322	399
HC660_RS18430	603	840	855	906	678	663	983	452	686	1362	1133	1142
HC660_RS18435	490	323	453	354	416	442	692	201	496	850	730	791
HC660_RS18440	1326	692	674	1739	1053	919	1179	1278	1274	1158	1828	2756
HC660_RS18445	9	6	0	5	6	9	6	3	0	1	1	2
HC660_RS18450	4	0	0	0	3	3	0	0	0	2	0	1
HC660_RS18455	41	40	18	78	55	37	24	32	18	39	74	54
HC660_RS18460	118	101	107	224	161	88	147	158	101	175	255	202
HC660_RS18465	102	89	72	78	75	56	60	48	72	123	86	108
HC660_RS18470	41	3	7	3	33	22	3	7	6	8	2	11
HC660_RS18475	163	62	100	56	183	178	43	66	72	85	71	82
HC660_RS18480	94	32	69	34	76	66	14	39	39	37	28	40
HC660_RS18485	18	5	3	0	25	13	5	5	6	4	0	3
HC660_RS18490	166	85	195	190	252	317	135	89	74	116	115	356
HC660_RS18495	351	587	569	510	415	408	270	287	367	496	322	586
HC660_RS18500	755	270	353	465	401	457	508	315	525	702	538	913
HC660_RS18505	67	35	55	35	46	63	48	40	43	63	49	83
HC660_RS18510	169	66	68	64	69	73	66	56	73	67	84	104
HC660_RS18515	147	74	96	92	54	79	101	109	89	117	135	133
HC660_RS18520	190	211	160	294	206	178	204	242	270	306	406	338
HC660_RS18525	40	16	5	14	28	17	8	6	4	13	20	3
HC660_RS18530	42	16	2	12	32	13	8	3	6	6	16	9
HC660_RS18535	40	6	37	28	41	42	28	20	13	23	33	22
HC660_RS18540	54	18	17	26	28	27	10	11	8	27	34	13
HC660_RS18545	37	9	17	20	24	19	11	15	14	16	37	30
HC660_RS18550	44	17	43	27	19	15	8	18	21	14	16	14
HC660_RS18555	54	22	28	35	51	40	30	18	30	32	47	46
HC660_RS18560	256	365	469	113	100	121	141	108	144	428	171	242
HC660_RS18565	269	121	201	178	154	160	136	152	125	214	241	264
HC660_RS18570	172	195	225	242	197	166	136	362	157	336	307	239
HC660_RS18575	47	47	39	38	51	32	14	42	36	68	45	59
HC660_RS18580	252	178	266	290	196	210	193	250	295	442	372	422
HC660_RS18585	146	55	62	44	76	92	14	14	53	64	34	44
HC660_RS18590	25	4	1	6	6	10	7	4	1	8	9	9
HC660_RS18595	13	4	5	4	5	8	1	1	2	6	7	13
