Geneid	Ctrl13-1	Ctrl13-2	Ctrl13-3	Ctrl19_5-1	Ctrl19_5-2	Ctrl19_5-3	Ctrl-1	Ctrl-2	Ctrl-3	Ctrl6_5-1	Ctrl6_5-2	Ctrl6_5-3
HC660_RS16290	720	516	518	502	315	667	481	328	350	409	322	452
HC660_RS16295	450	290	282	252	170	266	242	193	232	258	172	248
HC660_RS16300	276	155	196	124	123	154	127	131	218	293	120	138
HC660_RS16305	90	36	64	55	32	56	31	46	51	15	4	21
HC660_RS16310	26	35	16	21	27	45	49	23	18	3	8	32
HC660_RS16315	544	320	357	355	497	614	618	632	476	505	493	670
HC660_RS16320	198	143	107	125	215	222	330	251	271	164	236	267
HC660_RS16325	234	191	111	118	223	208	266	190	189	92	180	300
HC660_RS16330	383	337	248	277	436	536	337	373	401	143	375	597
HC660_RS16335	98	105	66	71	129	178	81	93	126	26	72	164
HC660_RS16340	25	26	12	17	25	44	26	21	28	10	26	34
HC660_RS16345	20	18	14	11	11	25	16	16	26	14	7	21
HC660_RS21295	20	12	16	14	15	14	6	15	28	23	12	17
HC660_RS16350	16	19	7	9	11	11	7	7	11	3	5	13
HC660_RS16355	22	33	15	19	16	16	63	11	16	20	7	26
HC660_RS16360	7	3	0	0	4	4	7	2	2	2	0	5
HC660_RS16365	2	4	1	7	1	7	5	3	1	2	3	3
HC660_RS16370	7	3	3	4	0	3	3	2	3	5	5	3
HC660_RS16375	54	66	61	42	44	64	36	38	37	46	25	52
HC660_RS16380	13	13	10	7	7	18	21	13	13	21	10	29
HC660_RS16385	245	202	136	140	133	146	100	105	70	123	149	102
HC660_RS16390	112	117	65	125	80	145	74	74	67	61	46	72
HC660_RS16395	247	115	114	135	111	151	143	118	184	154	115	130
HC660_RS16400	56	27	38	24	30	36	41	24	31	34	20	40
HC660_RS16405	13	6	6	2	6	9	7	3	5	12	8	8
HC660_RS16410	24	9	7	16	10	13	6	11	5	25	4	9
HC660_RS16415	62	16	34	40	33	44	14	42	66	97	39	30
HC660_RS16420	86	47	47	51	43	44	40	97	135	158	46	38
HC660_RS16425	114	114	84	120	62	124	183	87	108	110	99	119
HC660_RS16430	271	164	209	217	198	306	237	190	220	151	143	267
HC660_RS16435	8	5	15	17	9	17	9	7	11	8	7	11
HC660_RS16440	66	29	47	34	29	46	44	47	28	27	27	59
HC660_RS16445	24722	13976	17787	17683	18615	28113	12449	14168	13876	11266	14283	17748
HC660_RS16450	4300	1614	3305	2962	3378	5013	1515	2392	2338	1993	2423	3451
HC660_RS16455	12540	5244	9468	9217	10128	16063	5700	7130	7501	5767	7094	10150
HC660_RS16460	14680	5787	10915	11308	11041	19156	6331	8810	9185	6085	8809	12205
HC660_RS16465	4371	1318	3533	3463	2807	4946	1675	2657	3846	1494	1804	3586
HC660_RS16470	42	32	55	49	70	35	31	34	97	41	26	37
HC660_RS16475	17	21	32	21	21	37	15	27	19	18	26	33
HC660_RS16480	1348	1859	1771	1188	1347	2296	1571	1094	654	863	1464	1937
HC660_RS16485	525	246	648	354	432	677	274	405	333	437	496	762
HC660_RS16490	675	385	744	504	465	768	433	517	424	593	583	877
HC660_RS16495	371	149	216	251	168	323	153	194	230	294	263	275
HC660_RS16500	247	118	221	256	133	262	72	182	138	106	200	234
HC660_RS16505	502	195	330	399	224	504	142	260	262	165	305	379
HC660_RS16510	866	714	531	636	458	873	530	376	410	415	627	608
HC660_RS16515	954	465	862	723	495	748	402	534	885	912	490	631
HC660_RS16520	228	118	216	100	64	122	45	137	97	274	112	129
HC660_RS16525	1663	7237	1730	751	1924	2005	1673	985	894	719	889	4570
HC660_RS16530	538	2805	776	297	782	831	596	314	403	170	216	1924
HC660_RS16535	754	3057	1513	583	1392	1564	520	512	818	310	460	3019
HC660_RS16540	3	2	3	1	1	5	2	2	5	5	4	2
HC660_RS16545	9	6	0	5	6	7	4	7	7	9	3	4
HC660_RS16550	2	1	2	3	0	1	0	1	4	0	3	0
HC660_RS16555	3	3	1	1	0	1	8	0	0	0	3	0
HC660_RS16560	35	35	48	46	39	39	54	59	82	11	28	29
HC660_RS16565	240	253	204	252	229	312	235	263	363	228	227	214
HC660_RS16570	30	59	26	25	33	44	32	25	23	24	29	47
HC660_RS16575	12	18	20	14	11	21	17	15	13	7	13	22
HC660_RS16580	122	128	89	112	85	158	129	109	99	102	120	149
HC660_RS16585	67	115	52	85	61	94	88	43	54	57	82	93
HC660_RS16590	637	797	370	578	327	496	599	303	471	605	469	644
HC660_RS16595	11	5	11	7	8	7	9	14	9	7	12	7
HC660_RS16600	1398	1072	1457	1271	1173	1357	637	817	936	851	738	816
HC660_RS16605	34	35	45	41	37	52	24	41	39	50	48	56
HC660_RS16610	9293	5261	4089	5578	4525	5284	8820	8281	19017	4377	6138	4697
HC660_RS16615	1344	1130	2406	1400	1051	1450	1148	1421	3311	889	801	1476
HC660_RS16620	623	274	339	298	271	368	327	378	844	242	238	488
HC660_RS16625	1775	921	1151	1041	884	1180	774	985	1557	884	768	1176
HC660_RS16630	147	80	119	101	72	71	69	84	148	109	105	71
HC660_RS16635	737	382	637	625	454	741	232	414	432	564	602	568
HC660_RS16640	5016	3543	3765	3857	2846	4903	1955	2722	2070	4260	3684	2906
HC660_RS16645	70	33	79	39	22	50	21	50	59	73	44	58
HC660_RS16650	3	2	6	2	2	4	1	10	11	12	3	10
HC660_RS16655	13	5	11	7	11	15	7	11	15	10	8	9
HC660_RS16660	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS16665	185	130	107	118	83	180	155	94	126	143	77	147
HC660_RS16670	288	208	222	229	176	317	202	203	263	189	193	312
HC660_RS16675	141	65	99	122	50	133	91	115	113	100	132	109
HC660_RS16680	96	32	83	76	50	59	48	94	185	100	25	59
HC660_RS16685	126	63	76	69	59	75	71	69	97	58	48	60
HC660_RS16690	30	8	27	12	4	15	10	19	36	21	13	15
HC660_RS16695	48	29	136	27	38	23	46	28	54	70	32	55
HC660_RS16700	37	42	39	37	49	50	42	32	36	37	23	29
HC660_RS16705	240	199	230	174	198	312	193	134	140	140	108	182
HC660_RS16710	188	165	169	195	171	291	213	120	109	130	105	162
HC660_RS16715	151	158	253	168	137	192	119	104	102	150	103	133
HC660_RS16720	336	208	306	440	278	407	348	311	239	160	110	131
HC660_RS16725	11503	4733	6405	9773	4967	7314	6486	5449	6979	4672	1436	1051
HC660_RS16730	402	202	344	458	275	588	109	276	222	358	223	358
HC660_RS16735	17	25	25	27	14	10	8	14	15	32	8	9
HC660_RS16740	14	3	4	3	4	3	16	4	11	7	5	1
HC660_RS16745	9	5	8	7	5	2	3	4	10	8	6	6
HC660_RS16750	4	1	8	1	5	9	4	4	1	1	3	8
HC660_RS16755	80	43	86	76	95	100	60	68	42	137	56	82
HC660_RS16760	22	13	23	14	22	25	6	14	6	9	19	24
HC660_RS16765	2087	2544	1900	1428	1779	3212	1407	1208	1072	918	1057	2775
HC660_RS16770	936	930	964	867	822	1808	534	643	499	507	671	1473
HC660_RS16775	1049	918	1254	1004	812	1775	541	824	524	645	857	1595
HC660_RS16780	162	159	94	90	67	93	94	75	70	218	76	127
HC660_RS16785	71	73	43	44	45	56	68	56	78	47	22	110
HC660_RS16790	39	54	48	26	29	35	63	29	45	39	17	54
HC660_RS16795	516	565	237	300	266	361	218	265	181	666	213	450
HC660_RS16800	52	58	28	32	22	37	77	32	39	85	34	60
HC660_RS16805	5	1	4	2	3	1	2	2	4	0	3	0
HC660_RS16810	29	27	26	9	13	15	19	28	29	39	37	42
HC660_RS16815	428	386	419	412	304	626	339	291	338	375	256	379
HC660_RS16820	339	143	214	212	151	194	240	195	483	341	199	229
HC660_RS16825	273	181	209	178	179	295	226	190	256	97	89	274
HC660_RS16830	318	235	217	231	216	330	292	237	242	67	59	335
HC660_RS16835	5928	3793	4279	4322	2926	5203	2504	2522	2250	3271	3882	3243
HC660_RS16840	2208	763	1416	1780	1186	1242	916	1828	2007	467	494	252
HC660_RS16845	592	398	465	574	372	604	391	427	441	338	300	317
HC660_RS16850	3160	1691	1288	1521	1478	2292	1637	2604	4035	1231	1486	3233
HC660_RS16855	1694	730	646	948	700	1339	926	1420	2511	420	674	1855
HC660_RS16860	182	164	171	178	168	257	103	167	150	174	146	234
HC660_RS16865	909	1074	1370	804	552	902	866	939	1753	720	604	768
HC660_RS16870	160	158	59	109	56	110	310	165	204	104	108	163
HC660_RS16875	1423	844	714	677	536	800	886	726	737	772	1036	978
HC660_RS16880	2439	1194	1341	1095	899	1172	1217	1389	1717	1302	1550	1191
HC660_RS16885	7998	7028	7985	5057	6946	8509	6309	3351	3818	4037	2268	3534
HC660_RS16890	31875	29584	27119	20160	28862	40145	20981	15708	18804	7360	11067	18154
HC660_RS16895	1324	952	988	497	517	624	1038	693	1667	473	342	524
HC660_RS16900	419	242	527	207	164	203	374	325	1858	314	94	86
HC660_RS16905	8029	4086	5406	8039	4176	7135	4776	3733	3543	4831	1897	1268
HC660_RS16910	188	177	205	149	110	219	136	124	165	196	132	143
HC660_RS16915	8	7	4	8	5	5	5	3	3	13	3	4
HC660_RS16920	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS16925	34	40	47	25	34	41	37	29	64	42	28	43
HC660_RS16930	13	18	24	17	13	12	22	18	10	15	2	20
HC660_RS16935	21	42	19	15	7	28	30	12	24	33	10	24
HC660_RS16940	64	58	40	32	14	37	36	14	45	46	15	18
HC660_RS16945	473	420	271	338	244	394	434	348	337	373	199	159
HC660_RS16950	276929	551935	94578	265824	220341	278445	645756	156323	180876	554136	251804	280451
HC660_RS16955	1471	442	1066	1418	927	1631	557	1145	1507	600	555	712
HC660_RS16960	29206	5602	18856	24668	14312	21820	7997	18776	24356	7068	4736	4727
HC660_RS16965	4279	980	3109	2274	1556	2025	1177	2431	5042	1339	664	728
HC660_RS16970	236	154	225	144	183	171	274	181	458	250	108	218
HC660_RS16975	5	4	7	9	2	14	7	13	16	10	4	15
HC660_RS16980	6	1	1	4	11	2	4	0	13	4	0	3
HC660_RS16985	250	127	92	89	80	96	163	106	270	54	57	81
HC660_RS16990	124	72	64	84	36	47	64	70	90	42	52	68
HC660_RS16995	77	42	35	33	26	42	62	42	95	56	45	38
HC660_RS17000	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17005	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17010	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17015	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17020	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17025	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17030	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17035	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17040	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17045	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17050	100	71	150	55	38	57	69	73	411	100	39	53
HC660_RS17055	195	105	303	123	83	92	179	148	756	219	33	26
HC660_RS17060	129	26	107	65	42	67	85	67	281	84	26	10
HC660_RS17065	142	21	125	110	77	104	136	98	246	80	27	21
HC660_RS17070	53	53	45	48	29	63	60	46	102	68	28	34
HC660_RS17075	166	113	74	129	73	129	150	79	97	141	41	43
HC660_RS17080	197	98	90	163	85	179	97	114	130	121	48	45
HC660_RS17085	100	55	68	139	52	126	55	63	122	80	27	32
HC660_RS17090	181	114	135	175	96	213	85	112	155	145	56	30
HC660_RS17095	40	47	42	48	22	36	38	28	96	51	28	22
HC660_RS17100	766	532	411	505	285	527	323	426	445	451	535	494
HC660_RS17105	21	15	30	17	22	14	25	25	34	59	10	38
HC660_RS17110	286	223	212	243	194	289	124	169	190	286	162	315
HC660_RS17115	54	54	45	16	23	29	30	29	46	21	43	20
HC660_RS17120	11873	3803	8015	9948	9772	12351	15031	16276	9736	9094	6172	5965
HC660_RS17125	12858	2588	8695	9637	9194	12907	8462	13220	7692	7766	5861	6118
HC660_RS17130	5047	1274	3379	3773	3474	4895	4080	4594	2577	3182	2533	2514
HC660_RS17135	7445	1869	5278	5545	5581	7402	5812	6588	3786	4586	3910	3779
HC660_RS17140	1030	327	756	836	923	1133	1290	1169	616	556	589	596
HC660_RS17145	15520	7706	8395	11743	10042	13090	45935	26650	16412	21965	8159	6461
HC660_RS17150	4351	3175	2033	2695	3747	5238	25935	8465	4675	11194	3208	3552
HC660_RS17155	618	347	242	182	246	286	424	300	333	115	195	292
HC660_RS17160	175	156	146	157	119	227	148	153	152	222	148	215
HC660_RS17165	195	113	130	156	97	229	190	142	119	124	137	176
HC660_RS17170	27	17	16	18	18	30	35	21	32	24	27	28
HC660_RS17175	56	24	23	26	30	46	57	31	27	33	40	29
HC660_RS17180	25	35	42	24	11	40	39	15	29	38	18	29
HC660_RS17185	1301	711	856	947	695	1094	524	750	565	1106	896	908
HC660_RS17190	10989	12169	6118	7750	7248	11066	5621	4840	6078	6015	5608	7747
HC660_RS17195	11420	10774	7355	9155	7809	14267	4815	5603	6694	5002	5957	10180
HC660_RS17200	2151	2092	1521	2066	1504	2852	1213	1220	1469	967	1227	2468
HC660_RS17205	0	1	1	0	0	0	0	1	0	0	2	5
HC660_RS17210	187	105	75	95	91	131	134	92	123	72	225	229
HC660_RS17215	153	82	121	74	77	119	101	83	150	123	269	251
HC660_RS17220	39	24	35	23	39	49	15	46	41	26	167	157
HC660_RS17225	33	19	40	37	26	25	15	32	22	27	212	210
HC660_RS17230	991	482	622	706	569	915	580	658	768	488	547	739
HC660_RS17235	1253	601	856	924	837	1279	633	820	997	739	878	1047
HC660_RS17240	448	179	192	255	246	508	65	96	166	101	192	404
HC660_RS17245	3055	1254	1045	1719	1319	2628	375	621	802	560	936	1985
HC660_RS17250	556	265	213	232	196	405	103	134	205	153	235	439
HC660_RS17255	1234	710	375	574	458	1050	233	303	513	371	554	926
HC660_RS17260	1443	677	340	709	546	1188	242	466	719	481	497	1049
HC660_RS17265	116	116	101	96	104	162	113	88	113	114	87	144
HC660_RS17270	884	469	564	561	578	854	410	494	723	474	530	718
HC660_RS17275	7469	9611	4381	3471	4119	4504	4666	2917	4415	3522	4046	4980
HC660_RS17280	3215	1949	1884	1926	1895	2535	1419	1813	2653	1127	1723	2282
HC660_RS17285	81	93	50	67	49	78	104	57	56	51	93	82
HC660_RS17290	261	60	177	115	153	197	144	238	83	128	156	158
HC660_RS17295	210	39	158	91	123	98	106	164	46	64	104	68
HC660_RS17300	117	12	64	21	58	46	63	52	14	22	37	22
HC660_RS17305	87	19	48	17	46	29	29	38	6	24	30	31
HC660_RS17310	189	27	116	23	65	46	53	81	22	51	69	28
HC660_RS17315	208	24	112	44	99	96	99	133	24	55	67	44
HC660_RS17320	149	28	71	32	65	58	51	77	9	37	71	24
HC660_RS17325	49	7	28	8	41	22	18	21	6	3	19	7
HC660_RS17330	56	20	36	10	27	24	17	17	11	24	35	11
HC660_RS17335	129	30	62	26	55	36	39	47	16	32	49	32
HC660_RS17340	108	33	81	50	78	74	50	76	23	44	67	54
HC660_RS17345	184	50	127	65	110	100	79	69	33	78	83	73
HC660_RS17350	188	91	144	78	95	111	123	105	67	105	129	128
HC660_RS17355	33	21	40	12	27	25	17	15	8	12	14	12
HC660_RS17360	8	8	44	4	8	0	10	8	3	10	6	7
HC660_RS17365	3	2	8	5	2	5	5	5	1	0	2	1
HC660_RS17370	600	598	463	515	442	784	427	352	287	218	314	397
HC660_RS17375	55	62	51	38	65	73	42	40	29	26	37	32
HC660_RS17380	248	190	193	157	277	235	133	169	55	57	158	205
HC660_RS17385	179	118	127	77	189	186	61	102	75	58	98	141
HC660_RS17390	9491	7321	7333	5020	10237	10471	4183	6556	3737	2026	5039	8362
HC660_RS17395	26545	21349	19898	13636	28726	27895	13568	19784	12119	4560	10976	23152
HC660_RS17400	10	5	11	6	2	5	8	11	10	16	9	7
HC660_RS17405	0	0	0	0	0	1	0	0	2	0	0	0
HC660_RS17410	94	147	53	44	57	102	130	54	51	37	70	151
HC660_RS17415	208	238	121	83	85	201	234	97	121	52	65	230
HC660_RS17420	11	6	15	4	9	14	19	13	15	0	4	6
HC660_RS17425	135	99	80	110	93	102	122	89	109	44	47	42
HC660_RS17430	13	7	14	7	12	11	8	10	9	11	11	10
HC660_RS17435	15	19	13	19	21	15	23	20	14	10	8	8
HC660_RS17440	13428	9833	7357	5988	8925	11699	8040	7958	6991	4832	7435	14038
HC660_RS17445	4761	3221	2704	1710	2569	3395	3217	2648	2118	1679	2737	5180
HC660_RS17450	2465	2180	1070	765	1342	1760	2111	1195	1093	916	1477	2526
HC660_RS17455	69	76	57	21	69	82	91	28	40	54	77	181
HC660_RS17460	1	0	1	0	2	4	2	0	0	0	0	4
HC660_RS17465	8043	8050	4302	5910	3566	6637	9860	3803	3740	5854	6331	7858
HC660_RS17470	46	12	26	20	30	29	7	21	31	9	20	18
HC660_RS17475	21	9	14	14	7	15	6	19	17	9	3	12
HC660_RS17480	72	70	77	23	23	42	22	24	32	77	41	38
HC660_RS17485	91	66	162	62	63	53	27	43	49	43	41	33
HC660_RS17490	296	181	166	180	174	261	182	195	200	69	150	117
HC660_RS17495	143	105	76	98	79	107	111	98	97	59	73	65
HC660_RS17500	2437	1438	1435	1784	1176	1970	985	1314	1304	1202	949	980
HC660_RS17505	298	295	234	171	187	348	212	183	167	312	192	307
HC660_RS17510	105	52	65	89	57	163	82	85	55	82	58	126
HC660_RS17515	70	53	73	51	34	118	45	66	33	108	56	106
HC660_RS17520	39	27	17	21	13	35	24	23	26	40	32	28
HC660_RS17525	6	11	3	2	0	2	11	1	9	15	6	9
HC660_RS17530	2396	1366	1404	1304	1329	2195	1378	1300	1348	1098	888	1662
HC660_RS17535	851	403	616	512	601	858	369	521	548	297	273	644
HC660_RS17540	1892	714	1278	1091	1187	1799	643	1053	1065	672	577	1493
HC660_RS17545	2041	819	1354	1330	1299	2024	927	1345	1442	855	1046	1679
HC660_RS17550	1505	644	910	1086	849	1481	710	970	953	561	853	1030
HC660_RS17555	473	216	315	319	272	418	313	339	608	162	161	372
HC660_RS17560	1398	998	1287	1538	1136	2934	836	1029	744	738	866	1375
HC660_RS17565	3535	1644	2939	2687	1493	3342	1717	2594	7222	5419	2499	1793
HC660_RS17570	861	590	710	489	476	793	685	592	1510	1090	577	725
HC660_RS17575	1026	781	615	647	720	1118	543	628	680	471	715	934
HC660_RS17580	10	8	7	6	12	12	19	3	1	11	6	14
HC660_RS17585	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17590	58	112	45	54	51	92	72	46	27	32	41	102
HC660_RS17595	20	22	20	20	15	16	12	12	12	17	7	24
HC660_RS17600	21	11	11	22	30	29	18	18	20	5	7	16
HC660_RS17605	21	7	15	18	12	29	9	12	11	10	16	24
HC660_RS17610	12	10	11	9	11	25	8	6	8	5	4	10
HC660_RS17615	7	3	11	7	5	12	7	6	3	9	6	7
HC660_RS17620	18	10	12	4	21	16	16	14	5	17	3	20
HC660_RS17625	3	0	3	1	0	1	3	0	2	1	0	3
HC660_RS17630	10	4	2	2	2	3	3	2	3	5	3	5
HC660_RS17635	238	139	109	137	87	174	300	178	265	122	161	159
HC660_RS17640	382	202	158	173	158	236	236	224	239	139	164	254
HC660_RS17645	608	570	479	471	361	604	323	292	277	446	341	481
HC660_RS17650	591	415	527	484	419	765	304	383	363	488	340	506
HC660_RS17655	916	796	868	677	694	1175	663	613	540	610	461	973
HC660_RS17660	450	447	496	449	419	799	378	340	261	189	233	652
HC660_RS17665	442	369	382	424	241	568	213	244	201	235	339	505
HC660_RS17670	566	409	327	379	304	419	363	271	321	95	106	386
HC660_RS17675	636	424	368	432	339	510	429	283	316	225	235	318
HC660_RS17680	457	337	269	253	262	293	282	206	231	188	184	235
HC660_RS17685	226	128	175	110	134	139	130	126	136	126	97	144
HC660_RS17690	149	67	175	68	78	65	54	80	292	135	57	84
HC660_RS17695	1334	7403	1076	663	2290	3412	1570	1070	816	802	6663	11183
HC660_RS17700	421	3029	406	145	1180	1807	576	336	163	159	3907	6098
HC660_RS17705	174	1516	103	72	200	604	127	95	104	91	1003	1839
HC660_RS17710	583	5869	468	286	1008	2151	442	408	350	436	3479	6398
HC660_RS17715	4491	3670	2828	2414	4094	4838	2888	2672	2146	1833	3242	4734
HC660_RS17720	2182	1752	1414	1184	2146	2598	1209	1445	1123	942	1709	2238
HC660_RS17725	19091	13228	13543	10946	19209	24157	9342	14813	10001	7305	12951	20761
HC660_RS17730	1414	778	1174	820	1366	1569	669	1065	1348	944	876	1723
HC660_RS17735	11	5	26	13	6	7	23	8	21	42	18	21
HC660_RS17740	13802	7498	9769	12748	10934	18102	8668	7482	7948	3182	3112	4933
HC660_RS17745	5537	2383	3988	6110	3629	6545	3729	3525	3468	1721	1338	1936
HC660_RS17750	587	302	456	271	153	167	434	247	1229	674	115	70
HC660_RS17755	127	71	132	116	136	202	92	102	108	130	74	106
HC660_RS17760	105	82	80	57	56	86	96	105	103	72	54	67
HC660_RS17765	235	182	194	177	168	314	237	133	130	141	129	160
HC660_RS17770	849	767	666	741	495	865	927	430	545	1138	657	817
HC660_RS17775	149	90	157	79	51	66	95	82	188	205	89	101
HC660_RS17780	5	11	8	4	3	7	15	13	5	15	7	11
HC660_RS17785	1575	2149	898	1533	1061	2840	2323	1497	1085	1684	1740	2517
HC660_RS17790	483	549	362	681	401	911	625	496	456	585	534	802
HC660_RS17795	528	408	431	352	284	384	676	448	498	270	296	466
HC660_RS17800	241	209	143	194	155	265	203	153	109	134	102	215
HC660_RS17805	4067	2287	2821	3125	3412	5887	2392	2762	2658	2618	2322	4099
HC660_RS17810	12606	6477	8317	10603	9546	16326	6426	9084	9284	6243	8335	11617
HC660_RS17815	102851	29820	45386	53813	35810	41561	33191	35234	55451	37652	25729	11630
HC660_RS17820	159	62	171	104	74	139	35	85	82	493	136	152
HC660_RS17825	1458	1134	1054	1145	981	1678	734	986	640	1258	874	1253
HC660_RS17830	1084	487	788	897	665	1094	270	723	496	1116	690	1048
HC660_RS17835	614	232	489	471	362	653	100	452	295	529	457	559
HC660_RS17840	108	51	81	104	49	63	26	88	99	247	87	72
HC660_RS17845	16206	11807	8799	12400	8926	11559	14709	9905	10527	12629	11545	7626
HC660_RS17850	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17855	425	274	317	339	274	481	142	285	268	323	240	372
HC660_RS17860	477	135	370	335	292	452	68	290	203	262	224	379
HC660_RS17865	1165	1014	869	796	589	1019	753	565	537	921	605	997
HC660_RS17870	1770	693	1167	1170	650	1421	468	901	1120	1164	885	1336
HC660_RS17875	1954	884	1298	1189	664	1500	612	976	1152	1369	804	1406
HC660_RS17880	467	222	368	338	200	364	170	272	384	415	257	346
HC660_RS17885	500	204	365	468	298	544	156	350	387	317	307	547
HC660_RS17890	149	47	149	138	93	150	44	121	152	141	92	143
HC660_RS17895	19	7	27	12	28	29	8	22	38	28	10	19
HC660_RS17900	40	16	25	28	17	34	10	32	41	20	18	34
HC660_RS17905	419	474	300	383	248	402	475	277	373	361	361	398
HC660_RS17910	2195	2677	2335	1737	1231	2014	1771	1416	1908	1529	1297	1861
HC660_RS17915	1408	711	1089	1222	696	1173	511	812	974	747	860	854
HC660_RS17920	347	232	268	230	165	261	226	244	359	236	234	336
HC660_RS17925	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17930	1301	856	1134	699	642	905	1242	919	1621	1692	827	1181
HC660_RS17935	44	45	37	56	48	62	31	44	44	42	36	32
HC660_RS17940	52	6	35	31	19	35	9	21	18	23	4	16
HC660_RS17945	44	17	16	23	18	33	13	12	16	28	18	19
HC660_RS17950	68	30	36	30	32	49	28	39	33	46	22	25
HC660_RS17955	43	25	50	51	52	84	36	34	35	22	13	24
HC660_RS17960	19	10	11	19	20	28	9	18	13	12	8	15
HC660_RS17965	27	10	18	10	16	29	18	6	11	20	17	9
HC660_RS17970	2	3	10	5	1	6	4	2	8	8	0	2
HC660_RS17975	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17980	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17985	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17990	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS17995	744	722	408	751	457	787	650	486	402	316	596	645
HC660_RS18000	1001	1034	668	780	588	1059	826	577	555	621	701	870
HC660_RS18005	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18010	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18015	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18020	9822	5507	6337	9426	5004	8466	5582	4822	3529	5421	3116	2484
HC660_RS18025	800	1069	506	585	492	1103	1277	571	534	923	572	1068
HC660_RS18030	0	0	0	0	0	0	1	0	0	0	0	0
HC660_RS18035	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18040	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18045	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18050	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18055	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18060	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18065	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18070	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18075	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18080	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18085	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18090	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS18095	1311	660	1117	1010	867	1449	485	907	643	1186	931	1782
HC660_RS18100	1816	1341	1191	1523	1186	1780	934	1187	1134	729	864	1169
HC660_RS18105	41	11	37	30	23	46	14	45	79	34	20	9
HC660_RS18110	53	18	75	54	32	55	46	62	118	34	25	18
HC660_RS18115	271	99	336	348	178	270	263	325	243	99	40	42
HC660_RS18120	3508	1623	3070	3762	1994	2746	2501	2345	2032	1200	445	270
HC660_RS18125	462	699	343	309	243	544	1117	346	337	418	719	851
HC660_RS18130	261	155	184	216	128	272	108	146	124	132	160	139
HC660_RS18135	4327	2121	2139	3097	2311	3418	2494	2464	2814	2092	1942	2599
HC660_RS18140	1	0	2	4	2	0	3	2	1	0	1	0
HC660_RS18145	18	12	14	24	15	21	14	23	20	29	6	16
HC660_RS18150	19	6	41	9	2	3	7	9	62	17	4	3
HC660_RS18155	74	26	129	39	24	34	22	44	205	58	17	11
HC660_RS18160	1472	579	922	830	861	911	862	1171	1314	856	876	1030
HC660_RS18165	580	202	389	416	419	449	390	607	547	441	332	450
HC660_RS18170	170	39	97	137	132	125	98	156	142	106	94	123
HC660_RS18175	1009	241	548	724	671	721	586	1014	626	426	501	607
HC660_RS18180	671	192	387	562	455	515	414	721	395	275	349	406
HC660_RS18185	804	257	461	757	570	730	549	806	457	292	455	468
HC660_RS18190	14552	4979	8752	7845	3732	5396	4706	5137	5815	5053	1570	824
HC660_RS18195	214	110	182	350	160	232	95	202	162	60	59	69
HC660_RS18200	224	171	182	149	84	195	138	84	137	218	137	207
HC660_RS18205	93	44	31	65	30	49	374	85	102	609	36	28
HC660_RS18210	79	28	29	70	27	65	184	100	127	499	32	31
HC660_RS18215	256	154	215	134	139	181	96	141	182	171	170	123
HC660_RS18220	35	48	41	50	23	50	35	28	25	29	35	52
HC660_RS18225	13	11	12	5	2	13	13	6	11	15	3	8
HC660_RS18230	64	21	44	65	29	45	34	29	46	33	15	22
HC660_RS18235	18	4	19	16	8	15	4	10	14	3	6	11
HC660_RS18240	6	3	7	0	2	8	8	3	5	2	2	2
HC660_RS18245	532	464	392	318	253	457	214	160	224	396	299	238
HC660_RS18250	352	113	160	155	180	164	85	188	134	151	179	187
