Geneid	Ctrl-1	Ctrl-2	Ctrl-3	SMG-1	SMG-2	SMG-3
HC660_RS06305	13	31	30	18	20	26
HC660_RS06310	1706	2327	4336	836	2154	1706
HC660_RS06315	11223	5552	9982	1588	3289	4347
HC660_RS06320	136	199	227	53	151	174
HC660_RS06325	18	32	18	3	8	15
HC660_RS06330	4557	2226	4405	707	1749	1724
HC660_RS06335	57	42	66	56	79	38
HC660_RS06340	692	1503	1017	1985	2408	875
HC660_RS06345	12	16	13	16	11	9
HC660_RS06350	435	363	504	235	457	244
HC660_RS06355	73	53	137	7	28	22
HC660_RS06360	847	479	609	272	1011	487
HC660_RS06365	32	27	41	16	67	22
HC660_RS06370	9	24	38	13	22	4
HC660_RS06375	184	292	238	131	220	142
HC660_RS06380	404	541	426	329	297	191
HC660_RS06385	522	404	371	397	541	260
HC660_RS06390	12	9	21	10	17	5
HC660_RS06395	118	104	70	109	187	98
HC660_RS06400	18	28	23	9	17	9
HC660_RS06405	29	27	23	13	9	17
HC660_RS06410	27	23	42	7	9	10
HC660_RS06415	4	1	2	0	2	0
HC660_RS06420	30	13	20	6	2	2
HC660_RS06425	68	33	30	13	9	13
HC660_RS06430	52	19	14	16	21	17
HC660_RS06435	4069	1783	1787	1319	4206	2637
HC660_RS06440	32	57	50	35	140	86
HC660_RS06445	5	0	1	1	7	2
HC660_RS06450	30	39	43	27	33	36
HC660_RS06455	4	17	13	2	5	4
HC660_RS06460	0	0	0	0	0	0
HC660_RS06465	19	9	22	5	14	6
HC660_RS06470	55	38	33	24	77	40
HC660_RS06475	4	0	0	0	3	2
HC660_RS06480	3	0	1	0	2	0
HC660_RS06485	1	1	1	0	0	3
HC660_RS06490	62	105	54	130	209	88
HC660_RS06495	1655	1115	3070	134	367	197
HC660_RS06500	1654	2196	2177	575	738	494
HC660_RS06505	1240	1708	2038	554	772	526
HC660_RS06510	371	707	1599	387	540	357
HC660_RS06515	132	128	130	97	108	75
HC660_RS06520	222	167	203	207	129	122
HC660_RS06525	25	31	25	21	19	14
HC660_RS06530	27	27	48	15	23	10
HC660_RS06535	0	0	0	2	2	0
HC660_RS06540	22	20	25	11	31	10
HC660_RS06545	53	14	23	8	31	19
HC660_RS06550	8	22	44	32	23	17
HC660_RS21010	0	0	0	0	0	0
HC660_RS06555	0	0	0	0	0	0
HC660_RS21015	0	0	0	0	0	0
HC660_RS06565	0	0	0	0	0	0
HC660_RS06570	0	0	0	0	0	0
HC660_RS06575	0	0	0	0	0	0
HC660_RS06580	0	0	0	0	0	0
HC660_RS06585	8	13	5	8	10	3
HC660_RS21020	23	17	27	17	21	0
HC660_RS06590	22	19	16	11	23	14
HC660_RS06595	10	3	13	7	9	4
HC660_RS06600	260	116	76	93	132	50
HC660_RS06605	0	0	0	0	0	0
HC660_RS06610	0	0	0	0	0	0
HC660_RS06615	0	0	0	0	0	0
HC660_RS06620	0	0	0	0	0	0
HC660_RS06625	18	28	27	17	14	8
HC660_RS06630	72	97	187	31	114	58
HC660_RS06635	166	357	460	217	223	245
HC660_RS06640	258	527	861	286	363	339
HC660_RS06645	17	5	18	4	7	5
HC660_RS06650	2	1	4	0	3	0
HC660_RS06655	140	141	144	46	37	31
HC660_RS06660	627	236	418	88	219	96
HC660_RS06665	4	15	10	12	12	7
HC660_RS06670	214	124	103	195	156	88
HC660_RS06675	1	1	1	0	7	0
HC660_RS06680	645	611	773	433	956	348
HC660_RS06685	280	462	505	288	279	195
HC660_RS06690	344	216	321	153	158	93
HC660_RS06695	30	40	21	12	17	19
HC660_RS06700	86	78	66	36	59	66
HC660_RS06705	387	337	309	138	288	208
HC660_RS06710	3755	4111	3715	1233	809	2478
HC660_RS06715	879	1006	1030	476	323	805
HC660_RS06720	54	80	50	22	64	8
HC660_RS06725	116	75	93	80	96	69
HC660_RS06730	2	4	6	1	2	0
HC660_RS06735	151	205	182	120	89	92
HC660_RS06740	205	210	213	171	124	158
HC660_RS06745	9	8	7	5	6	4
HC660_RS06750	225	171	197	134	153	138
HC660_RS06755	167	134	167	122	168	97
HC660_RS06760	119	100	115	81	131	62
HC660_RS06765	96	43	62	57	155	40
HC660_RS06770	457	1005	1143	250	312	402
HC660_RS06775	2028	1844	1952	793	2941	981
HC660_RS06780	6997	7747	5867	5455	9794	6057
HC660_RS06785	237	400	576	239	100	275
HC660_RS06790	57	91	137	28	13	52
HC660_RS06795	35	41	53	13	4	20
HC660_RS06800	66	47	64	8	5	17
HC660_RS06805	47	42	48	17	3	17
HC660_RS06810	45	31	55	12	6	23
HC660_RS06815	54	64	63	18	2	65
HC660_RS06820	135	97	125	72	157	103
HC660_RS06825	67	37	82	11	28	25
HC660_RS06830	109	85	90	33	27	46
HC660_RS06835	11	6	7	8	22	3
HC660_RS06840	2552	1841	1427	1525	1349	1021
HC660_RS06845	337	897	1604	433	328	413
HC660_RS06850	4	4	4	5	0	0
HC660_RS06855	43	49	59	21	44	8
HC660_RS06860	9	8	7	2	8	11
HC660_RS06865	16	20	26	7	22	8
HC660_RS06870	115	70	93	46	139	50
HC660_RS06875	30	22	35	13	60	10
HC660_RS06880	72	25	51	11	35	19
HC660_RS06885	0	0	1	0	0	0
HC660_RS06890	5	5	8	5	7	1
HC660_RS06895	29	19	17	1	20	14
HC660_RS06900	8	0	7	3	7	2
HC660_RS06905	20	6	17	5	15	8
HC660_RS06910	6	8	7	0	4	0
HC660_RS06915	4	7	6	1	2	2
HC660_RS06920	27	32	75	22	37	17
HC660_RS06925	49	44	80	23	57	42
HC660_RS06930	88	66	110	23	72	37
HC660_RS06935	193	172	342	69	83	70
HC660_RS06940	146	131	288	51	65	71
HC660_RS06945	95	61	154	13	37	28
HC660_RS06950	70	56	99	17	24	31
HC660_RS06955	67	47	97	11	38	18
HC660_RS06960	45	29	63	4	13	4
HC660_RS06965	11	20	37	2	2	1
HC660_RS06970	175	159	337	54	90	62
HC660_RS06975	61	78	114	33	34	42
HC660_RS06980	37	42	103	12	28	20
HC660_RS06985	2	9	11	0	5	2
HC660_RS06990	172	258	542	85	294	90
HC660_RS06995	20	32	45	7	35	8
HC660_RS07000	25	36	71	12	25	4
HC660_RS07005	3	9	17	1	8	3
HC660_RS07010	12	3	38	0	27	3
HC660_RS07015	36	29	59	8	36	12
HC660_RS07020	42	29	42	16	48	34
HC660_RS07025	21	12	19	7	17	1
HC660_RS07030	0	0	0	0	0	0
HC660_RS07035	0	1	1	0	0	0
HC660_RS07040	0	0	0	0	0	0
HC660_RS07045	46	38	75	3	34	21
HC660_RS07050	39	30	63	9	11	17
HC660_RS07055	23	14	36	2	10	11
HC660_RS07060	93	83	164	28	59	42
HC660_RS07065	2	1	7	4	2	0
HC660_RS07070	98	81	178	53	115	48
HC660_RS07075	389	297	674	270	560	223
HC660_RS07080	651	474	396	480	1444	386
HC660_RS07085	871	436	390	257	678	292
HC660_RS07090	103	74	101	63	210	68
HC660_RS07095	182	180	165	179	160	170
HC660_RS07100	83	42	43	42	45	31
HC660_RS07105	39	33	37	16	62	40
HC660_RS07110	118	66	58	53	105	67
HC660_RS07115	543	845	2209	376	795	668
HC660_RS07120	220	122	135	113	238	110
HC660_RS07125	129	193	196	96	154	79
HC660_RS07130	190	172	159	80	90	83
HC660_RS07135	214	143	180	41	23	20
HC660_RS07140	183	190	206	79	39	45
HC660_RS07145	345	650	602	573	348	295
HC660_RS07150	72	68	70	47	39	26
HC660_RS07155	94	65	51	81	55	33
HC660_RS07160	53	67	56	62	49	21
HC660_RS07165	72	76	68	60	38	24
HC660_RS07170	1482	1523	1367	1453	1941	1313
HC660_RS07175	832	893	1290	681	1230	782
HC660_RS07180	84	43	57	28	80	33
HC660_RS07185	1596	1124	1624	188	339	599
HC660_RS07190	83	35	84	14	13	43
HC660_RS07195	225	154	201	36	80	167
HC660_RS07200	109	115	124	51	77	55
HC660_RS07205	120	95	150	45	84	43
HC660_RS07210	48	25	30	5	12	15
HC660_RS07215	70	23	39	20	21	18
HC660_RS07220	821	435	439	258	816	337
HC660_RS07225	138	90	70	32	75	12
HC660_RS07230	309	230	111	255	396	171
HC660_RS07235	151	105	105	18	47	10
HC660_RS07240	83	42	102	32	66	28
HC660_RS07245	3614	2404	5409	998	2641	1375
HC660_RS07250	370	547	602	77	316	428
HC660_RS07255	98	45	91	16	47	58
HC660_RS07260	125	85	89	32	46	20
HC660_RS07265	222	240	204	347	267	169
HC660_RS07270	310	555	715	277	140	310
HC660_RS07275	713	515	492	658	1106	335
HC660_RS07280	33	25	21	27	35	22
HC660_RS07285	52	55	70	44	56	42
HC660_RS07290	16	27	24	15	23	11
HC660_RS07295	22	11	22	10	8	12
HC660_RS07300	11	25	19	16	18	12
HC660_RS07305	69	76	69	40	36	39
HC660_RS07310	35	92	76	23	41	16
HC660_RS07315	379	307	137	155	156	132
HC660_RS07320	1	0	1	0	1	0
HC660_RS21220	470	275	298	142	274	145
HC660_RS07325	650	626	557	263	335	379
HC660_RS07330	42	11	34	12	46	6
HC660_RS07335	2	3	19	4	6	8
HC660_RS07340	1	0	0	0	0	0
HC660_RS07345	347	366	836	648	626	262
HC660_RS07350	24	16	26	3	20	15
HC660_RS07355	4	5	12	2	7	3
HC660_RS07360	17	8	18	1	9	3
HC660_RS07365	22	20	40	25	30	14
HC660_RS07370	25	18	17	15	21	15
HC660_RS07375	44	30	43	62	74	27
HC660_RS07380	10	7	25	18	28	16
HC660_RS07385	480	424	529	215	856	293
HC660_RS07390	185	102	86	69	159	72
HC660_RS07395	736	404	405	246	245	316
HC660_RS07400	344	217	389	112	223	137
HC660_RS07405	72	131	193	90	140	72
HC660_RS07410	69	75	55	62	102	63
HC660_RS07415	182	191	179	129	236	140
HC660_RS07420	2328	1345	1763	945	1621	1314
HC660_RS07425	220	103	138	44	159	77
HC660_RS07430	0	0	3	0	2	1
HC660_RS07435	0	1	1	1	0	2
HC660_RS07440	87	91	125	26	48	80
HC660_RS07445	83	213	170	213	280	116
HC660_RS07450	61	113	92	111	189	49
HC660_RS07455	8	9	14	15	11	5
HC660_RS07460	103	89	80	101	101	83
HC660_RS07465	46	57	69	51	68	27
HC660_RS07470	140	123	122	79	115	93
HC660_RS07475	299	279	317	163	225	131
HC660_RS07480	280	274	314	131	227	214
HC660_RS07485	177	237	154	118	152	122
HC660_RS07490	166	271	241	142	227	165
HC660_RS07495	158	221	260	194	241	124
HC660_RS07500	58	32	68	24	41	29
HC660_RS07505	410	101	163	62	152	112
HC660_RS07510	84	40	35	14	38	33
HC660_RS07515	377	499	813	206	552	257
HC660_RS07520	767	189	308	109	283	127
HC660_RS07525	2017	2053	1783	1292	3121	1590
HC660_RS07530	1245	1113	1159	577	2008	882
HC660_RS07535	4997	6120	3753	4507	3177	6487
HC660_RS07540	8	7	16	7	17	7
HC660_RS07545	92	38	66	36	153	29
HC660_RS07550	77	32	51	45	137	36
HC660_RS07555	196	192	133	191	467	127
HC660_RS07560	303	141	146	212	587	173
HC660_RS07565	17	7	16	15	33	5
HC660_RS07570	40	27	72	30	30	28
HC660_RS07575	63	24	28	16	27	5
HC660_RS07580	49	18	20	26	43	11
HC660_RS07585	18	8	27	12	36	9
HC660_RS07590	9	5	11	7	13	1
HC660_RS07595	5697	5178	4830	2408	1435	2510
HC660_RS07600	39	36	44	28	34	15
HC660_RS07605	849	936	759	1071	1006	717
HC660_RS21225	19	51	56	21	9	15
HC660_RS07610	166	452	309	171	92	113
HC660_RS07615	545	419	407	327	499	231
HC660_RS07620	4904	1726	1283	486	4126	719
HC660_RS07625	1174	738	673	840	2427	305
HC660_RS07630	5991	5449	3524	7164	16275	3499
HC660_RS07635	69	97	153	67	60	69
HC660_RS07640	329	561	837	354	340	371
HC660_RS07645	595	726	1102	476	405	465
HC660_RS07650	1886	3734	3672	2825	6531	3449
HC660_RS07655	472	468	324	572	611	276
HC660_RS07660	26	34	52	39	66	32
HC660_RS07665	519	982	1256	746	1569	527
HC660_RS07670	249	401	362	327	496	262
HC660_RS07675	540	575	721	357	862	422
HC660_RS07680	31	12	29	23	48	6
HC660_RS07685	1125	905	884	485	1787	789
HC660_RS07690	237	135	246	53	181	153
HC660_RS07695	673	344	479	241	572	344
HC660_RS07700	43	35	39	18	33	45
HC660_RS07705	24	40	46	23	44	34
HC660_RS07710	321	145	172	182	214	204
HC660_RS07715	716	435	796	420	937	379
HC660_RS07720	1	1	9	2	0	0
HC660_RS07725	149	118	146	69	333	76
HC660_RS07730	230	292	359	249	764	199
HC660_RS07735	123	111	144	134	160	72
HC660_RS07740	79	66	142	56	82	33
HC660_RS07745	68	110	219	50	33	23
HC660_RS07750	4	7	10	3	21	7
HC660_RS07755	30	41	33	48	181	64
HC660_RS07760	18	19	23	25	85	23
HC660_RS07765	821	557	475	684	1103	366
HC660_RS07770	302	370	293	383	341	217
HC660_RS07775	67	64	40	77	69	49
HC660_RS07780	83	96	111	119	207	88
HC660_RS07785	2207	1712	1906	1595	2939	1355
HC660_RS07790	693	963	877	476	503	525
HC660_RS07795	722	776	1154	484	533	675
HC660_RS07800	26	25	27	22	18	18
HC660_RS07805	37	37	56	13	32	19
HC660_RS07810	61	89	133	58	86	55
HC660_RS07815	193	254	235	285	290	195
HC660_RS07820	137	145	148	195	157	135
HC660_RS07825	324	268	247	318	283	186
HC660_RS07830	102	71	51	78	55	31
HC660_RS07835	33	55	85	41	49	28
HC660_RS07840	40	71	99	71	50	53
HC660_RS07845	10524	4521	5343	1198	2810	2408
HC660_RS07850	3365	3912	3372	1644	3042	2201
HC660_RS07855	1077	1737	1468	628	1166	725
HC660_RS07860	2359	3334	2446	1298	1927	962
HC660_RS07865	353	599	441	121	140	176
HC660_RS07870	879	1095	686	245	316	436
HC660_RS07875	4006	3370	1791	818	884	1455
HC660_RS07880	912	711	911	344	624	404
HC660_RS07885	215	81	289	62	76	50
HC660_RS07890	4474	4244	4867	2921	4703	3421
HC660_RS07895	424	358	373	175	307	149
HC660_RS07900	888	844	685	654	700	554
HC660_RS07905	68	64	49	41	58	60
HC660_RS07910	735	473	564	316	543	550
HC660_RS07915	1056	467	409	308	851	176
HC660_RS07920	105	166	292	119	218	76
HC660_RS07925	137	215	208	203	319	138
HC660_RS07930	683	483	484	370	561	312
HC660_RS07935	438	325	289	231	565	263
HC660_RS07940	2726	3286	3775	3252	7123	2743
HC660_RS07945	414	249	527	121	333	87
HC660_RS07950	72	81	98	99	187	92
HC660_RS07955	114	37	54	33	127	64
HC660_RS07960	1	1	5	7	4	7
HC660_RS07965	222	89	131	50	174	32
HC660_RS07970	3234	6607	5113	7465	8545	4859
HC660_RS07975	3427	7690	5268	10374	9137	6358
HC660_RS07980	6289	15224	10939	22642	21408	12102
HC660_RS07985	11882	17990	12997	27463	28449	16992
HC660_RS07990	22	13	21	20	25	24
HC660_RS07995	21	16	81	25	46	27
HC660_RS08000	194	191	340	128	347	147
HC660_RS08005	13	27	38	37	60	14
HC660_RS08010	316	220	234	199	289	196
HC660_RS08015	89	65	591	19	32	16
HC660_RS08020	229	271	474	102	297	219
HC660_RS08025	204	150	170	119	194	140
HC660_RS08030	56	75	70	36	122	52
HC660_RS21365	3	7	6	2	2	4
HC660_RS08040	81	101	97	141	203	53
HC660_RS08045	1	0	2	0	1	0
HC660_RS08050	0	0	0	0	0	0
HC660_RS08055	1	0	1	0	0	0
HC660_RS08060	3	4	3	0	2	0
HC660_RS08065	74	65	71	55	69	52
HC660_RS08070	29	9	15	8	30	4
HC660_RS08075	6659	6584	6612	3824	7020	5098
HC660_RS08080	512	551	507	382	587	451
HC660_RS08085	8	7	25	6	10	7
HC660_RS08090	14	28	21	3	13	3
HC660_RS08095	99	110	151	47	74	52
HC660_RS08100	423	413	468	438	601	269
HC660_RS08105	7	14	42	6	36	4
HC660_RS08110	657	487	1725	287	581	219
HC660_RS08115	607	464	486	257	447	319
HC660_RS08120	4460	6131	5232	7250	9489	4277
HC660_RS08125	6023	3309	4400	1440	2360	1639
HC660_RS08130	8627	3583	5282	2315	3642	2342
HC660_RS08135	1006	1783	2475	1265	699	508
HC660_RS08140	2544	3204	3623	2905	884	1493
HC660_RS08145	851	1000	1040	1074	360	549
HC660_RS08150	513	579	648	689	311	370
HC660_RS08155	790	723	872	858	449	602
HC660_RS08160	1018	1041	1140	828	674	544
HC660_RS08165	19	23	34	11	18	13
HC660_RS08170	430	434	431	186	326	355
HC660_RS08175	23	12	23	12	16	14
HC660_RS08180	10	0	3	2	9	2
HC660_RS08185	2342	962	1998	162	177	315
HC660_RS08190	81	63	65	32	81	23
HC660_RS08195	76	107	110	47	150	27
HC660_RS08200	368	235	250	111	258	88
HC660_RS08205	40	29	35	35	62	26
HC660_RS08210	24	19	38	35	36	22
HC660_RS08215	226	162	118	136	225	145
HC660_RS08220	48	49	82	55	132	62
HC660_RS20925	2	0	0	0	0	0
HC660_RS08225	8177	3646	5457	1432	6938	1834
HC660_RS08230	2750	901	1272	760	2054	571
HC660_RS08235	252	229	267	149	212	189
HC660_RS08240	654	707	1518	510	431	335
HC660_RS08245	38	41	54	43	78	26
HC660_RS08250	378	377	289	414	655	321
HC660_RS08255	1707	1960	3963	928	1896	439
HC660_RS08260	868	1776	3273	1084	2462	692
HC660_RS08265	660	703	1017	540	993	456
HC660_RS08270	1359	1937	1890	1365	1792	1026
HC660_RS08275	43	43	41	24	62	20
HC660_RS08280	350	403	394	443	899	299
HC660_RS08285	516	528	380	660	1142	434
HC660_RS08290	818	901	657	1318	2572	695
HC660_RS08295	151	123	126	70	401	70
HC660_RS08300	378	359	269	350	546	211
HC660_RS08305	643	794	596	890	1275	480
HC660_RS08310	187	409	593	318	568	215
HC660_RS08315	115	314	391	267	655	177
HC660_RS08320	119	267	290	192	533	109
HC660_RS08325	16	59	77	58	139	25
HC660_RS08330	536	1489	1844	960	1103	531
HC660_RS08335	3030	3902	3748	3110	2627	1683
HC660_RS08340	97	166	113	204	93	61
HC660_RS08345	3	4	7	8	20	0
HC660_RS08350	5	11	9	9	10	10
HC660_RS08355	3	7	10	7	15	2
HC660_RS08360	89	83	96	43	98	40
HC660_RS08365	26	30	32	14	16	11
HC660_RS08370	2	6	7	3	5	1
HC660_RS08375	385	533	737	290	576	276
HC660_RS08380	495	626	887	389	687	405
HC660_RS08385	1353	890	1298	674	984	758
HC660_RS08390	874	299	436	481	659	437
HC660_RS08395	112	119	209	167	513	84
HC660_RS08400	2170	1119	1513	870	1843	945
HC660_RS08405	898	1116	788	1777	2448	787
HC660_RS08410	10	12	3	14	22	4
HC660_RS08415	17	22	43	24	52	26
HC660_RS08420	552	345	279	341	588	438
HC660_RS08425	1007	200	186	95	269	177
HC660_RS08430	4635	1249	1107	700	1832	1625
HC660_RS08435	534	267	263	137	556	377
HC660_RS08440	539	392	316	301	710	303
HC660_RS08445	807	579	526	691	976	425
HC660_RS08450	2990	2748	2631	3574	3916	2460
HC660_RS08455	1012	747	763	832	965	619
HC660_RS08460	1613	1069	1148	930	1621	841
HC660_RS08465	1150	997	1037	789	1343	634
HC660_RS08470	1313	937	968	871	1442	737
HC660_RS08475	271	227	399	107	372	105
HC660_RS08480	292	161	235	48	171	48
HC660_RS08485	104	99	145	81	323	53
HC660_RS08490	130	98	97	100	321	41
HC660_RS08495	171	211	196	102	322	80
HC660_RS08500	213	201	160	132	292	78
HC660_RS08505	101	76	82	67	138	63
HC660_RS08510	431	505	322	337	470	382
HC660_RS08515	32	22	18	20	50	18
HC660_RS08520	334	413	817	367	909	257
HC660_RS08525	136	206	364	191	506	140
HC660_RS08530	557	556	771	361	974	338
HC660_RS08535	293	170	202	112	249	83
HC660_RS08540	160	177	168	134	179	118
HC660_RS08545	327	358	332	318	521	202
HC660_RS08550	39	60	75	39	42	11
HC660_RS08555	294	373	288	231	283	236
HC660_RS08560	672	709	669	640	668	499
HC660_RS08565	980	885	771	1019	1123	620
HC660_RS08570	242	397	291	395	582	234
HC660_RS08575	289	640	612	731	1624	325
HC660_RS08580	411	596	617	659	1128	473
HC660_RS08585	475	546	387	629	805	435
HC660_RS08590	102	129	97	102	348	60
HC660_RS08595	2	4	4	5	7	0
HC660_RS08600	5759	1653	1977	1287	2787	504
HC660_RS08605	55	146	256	81	193	40
HC660_RS08610	1744	2111	2124	2166	2456	1516
HC660_RS08615	562	327	474	103	111	189
HC660_RS08620	874	614	766	384	297	528
HC660_RS08625	748	648	945	591	508	590
HC660_RS08630	636	498	1412	204	1125	244
HC660_RS08635	896	604	1011	401	1892	560
HC660_RS08640	442	602	522	655	1891	594
HC660_RS08645	1153	1283	958	1748	3710	1430
HC660_RS08650	2772	1808	1389	1790	2780	825
HC660_RS08655	1269	914	676	1015	2457	778
HC660_RS08660	381	882	889	472	837	373
HC660_RS08665	791	870	726	820	1132	584
HC660_RS08670	3704	1540	1827	1612	3556	1711
HC660_RS08675	2716	1963	3270	622	2446	902
HC660_RS08680	8172	7195	11611	3398	8276	6001
HC660_RS08685	4943	3142	4610	2697	6437	2166
HC660_RS08690	4682	2386	3753	2239	2524	2233
HC660_RS08695	18	48	93	83	308	21
HC660_RS08700	213	383	493	388	643	216
HC660_RS08705	366	635	721	532	1009	569
HC660_RS08710	47883	27375	44336	33147	37641	23142
HC660_RS08715	386	275	291	164	363	229
HC660_RS08720	124	181	342	80	284	68
HC660_RS08725	225	251	326	183	540	185
HC660_RS08730	3	3	11	0	24	3
HC660_RS08735	6316	12502	10061	8701	7205	4221
HC660_RS08740	10598	17053	12239	15106	8605	8826
HC660_RS08745	234	610	541	372	241	338
HC660_RS08750	1538	2932	2431	2569	3240	2415
HC660_RS08755	352	817	474	647	716	485
HC660_RS08760	777	819	907	899	1973	546
HC660_RS08765	172	431	371	403	834	244
HC660_RS08770	772	3335	2407	3211	4698	1990
HC660_RS08775	2922	3176	2198	3104	4351	2208
HC660_RS08780	139	124	249	29	205	64
HC660_RS08785	426	420	267	106	411	258
HC660_RS08790	169	168	125	78	207	72
HC660_RS08795	358	1377	1226	751	2706	742
HC660_RS08800	481	917	871	907	2493	806
HC660_RS08805	275	947	874	980	2119	679
HC660_RS08810	473	1436	1394	1343	3136	967
HC660_RS08815	148	420	397	425	856	252
HC660_RS08820	189	491	560	474	1105	305
HC660_RS08825	334	968	917	1105	3375	644
HC660_RS08830	99	241	236	284	905	172
HC660_RS08835	848	1046	907	1739	2896	904
HC660_RS08840	110	158	146	216	322	97
HC660_RS08845	83	208	138	231	402	111
HC660_RS08850	470	629	482	953	1521	390
HC660_RS08855	282	348	295	357	1410	158
HC660_RS08860	178	163	102	134	555	99
HC660_RS08865	242	246	155	155	1062	163
HC660_RS08870	172	212	140	149	969	159
HC660_RS08875	78	74	69	76	420	58
HC660_RS08880	148	144	108	237	1005	122
HC660_RS08885	114	119	111	185	1099	86
HC660_RS08890	179	190	113	219	1170	86
HC660_RS08895	93	84	70	104	624	42
HC660_RS08900	98	52	44	101	345	42
HC660_RS08905	85	75	41	184	458	65
HC660_RS08910	504	674	363	1895	2545	672
HC660_RS08915	177	283	109	568	794	248
HC660_RS08920	220	276	170	585	975	259
HC660_RS08925	109	259	131	482	797	202
HC660_RS08930	164	506	434	735	1621	442
HC660_RS08935	78	283	207	387	820	287
HC660_RS08940	20462	11942	19030	8303	17445	10173
HC660_RS08945	4898	3483	2494	4734	11420	3197
HC660_RS08950	686	946	753	844	2073	661
HC660_RS08955	2060	1380	1020	1417	2819	963
HC660_RS08960	406	536	611	295	748	215
HC660_RS08965	506	359	561	241	715	159
HC660_RS08970	227	284	466	293	880	187
HC660_RS08975	884	1451	1572	1166	2420	1159
HC660_RS08980	1767	2260	2175	3114	4131	2027
HC660_RS08985	1359	2219	2089	2135	2724	1826
HC660_RS08990	477	526	906	356	1049	245
HC660_RS08995	1264	2928	2808	1793	3787	2148
HC660_RS09000	241	955	850	532	1141	517
HC660_RS09005	247	1019	928	531	1412	430
HC660_RS09010	3609	12023	9550	10922	14587	8179
HC660_RS09015	1754	1993	2332	2039	2248	1447
HC660_RS09020	2586	2673	2693	2712	2879	2013
HC660_RS09025	98	192	122	218	327	125
HC660_RS09030	389	485	380	429	685	391
HC660_RS09035	37183	16102	30962	12637	16221	9143
HC660_RS09040	4199	6297	5138	6862	11882	6302
HC660_RS09045	53	149	175	122	345	97
HC660_RS09050	323	396	320	570	847	327
HC660_RS09055	3	1	4	4	7	9
HC660_RS09060	4	5	14	4	3	0
HC660_RS09065	4	8	6	3	9	7
HC660_RS09070	1424	1489	1297	1010	1983	1168
HC660_RS09075	1408	1531	1140	1414	1836	1140
HC660_RS09080	1753	1778	1581	1781	2466	1398
HC660_RS09085	2728	2844	3126	1904	4222	1921
HC660_RS09090	36	43	21	19	41	35
HC660_RS09095	8	14	8	6	3	6
HC660_RS09100	874	1022	1358	588	1052	653
HC660_RS09105	918	635	1168	442	1023	362
HC660_RS09110	40	31	33	34	43	10
HC660_RS09115	480	1160	820	825	736	818
HC660_RS09120	1142	2387	1886	2070	1727	1656
HC660_RS09125	161	178	105	223	174	102
HC660_RS09130	30	24	19	43	39	30
HC660_RS09135	472	452	823	356	712	312
HC660_RS09140	1181	898	875	829	1689	727
HC660_RS09145	380	380	265	262	285	269
HC660_RS09150	1231	1208	945	1129	948	953
HC660_RS09155	8669	6099	5980	3585	3700	4744
HC660_RS09160	88	108	90	46	158	44
HC660_RS09165	8363	13393	22920	7549	12447	6408
HC660_RS09170	464	637	700	413	524	330
HC660_RS09175	630	614	1131	523	458	189
HC660_RS09180	1136	2857	5039	448	352	487
HC660_RS09185	1857	5666	8450	2519	1084	1734
HC660_RS09190	1864	7006	9010	5045	3947	4115
HC660_RS09195	1267	2747	3150	2596	2013	1555
HC660_RS09200	8	10	8	3	20	0
HC660_RS09205	448	603	537	476	667	498
HC660_RS09210	439	663	582	837	926	432
HC660_RS09215	0	0	0	0	0	0
HC660_RS09220	0	0	0	0	0	0
HC660_RS09225	0	0	0	0	0	0
HC660_RS09230	0	0	0	0	0	0
HC660_RS09235	0	0	0	0	0	0
HC660_RS09240	0	0	0	0	0	0
HC660_RS09245	0	0	0	0	0	0
HC660_RS09250	0	0	0	0	0	0
HC660_RS21025	0	0	0	0	0	0
HC660_RS09260	0	0	0	0	0	0
HC660_RS09265	0	6	3	7	3	1
HC660_RS09270	0	0	0	0	0	0
HC660_RS09275	22	30	26	38	85	12
HC660_RS09280	39	43	76	22	29	65
HC660_RS09285	58	99	146	19	51	63
HC660_RS09290	784	490	1894	162	674	295
HC660_RS09295	21	11	14	3	26	13
HC660_RS21030	1	0	8	0	9	0
HC660_RS09305	15	18	15	15	33	14
HC660_RS09310	79	89	73	96	139	29
HC660_RS09315	29	9	7	5	4	4
HC660_RS09320	28	7	19	15	27	4
HC660_RS09325	3	3	0	0	3	0
HC660_RS09330	0	3	1	1	0	0
HC660_RS09335	76	67	72	47	136	67
HC660_RS09340	196	88	189	203	205	69
HC660_RS09345	97	147	90	100	68	51
HC660_RS09350	19	43	24	24	19	27
HC660_RS09355	438	163	154	170	174	144
HC660_RS09360	194	59	72	84	159	65
HC660_RS09365	458	925	572	1282	2215	871
HC660_RS09370	827	845	559	1304	2342	650
HC660_RS09375	186	226	129	382	524	152
HC660_RS09380	3	16	7	12	8	2
HC660_RS09385	30	21	35	19	41	21
HC660_RS09390	131	246	196	158	212	156
HC660_RS09395	183	300	272	306	347	234
HC660_RS09400	409	588	581	233	548	304
HC660_RS09405	6866	11230	8147	7336	10068	11369
HC660_RS09410	0	0	0	0	0	0
HC660_RS09415	0	0	0	0	0	0
HC660_RS09420	65	45	32	30	86	20
HC660_RS09425	44	21	68	27	53	11
HC660_RS09430	204	116	158	51	145	53
HC660_RS09435	29	25	19	3	19	7
HC660_RS09440	31	32	35	14	24	12
HC660_RS09445	15	6	21	9	22	7
HC660_RS09450	1669	1505	2033	1382	1245	950
