Geneid	Ctrl-1	Ctrl-2	Ctrl-3	SMG-1	SMG-2	SMG-3
HC660_RS03095	186	41	62	25	139	10
HC660_RS03100	0	1	2	1	0	0
HC660_RS03105	14	22	49	21	55	9
HC660_RS03110	28	20	25	24	40	21
HC660_RS03115	0	0	2	0	2	0
HC660_RS03120	7	9	1	3	4	3
HC660_RS03125	2	10	4	3	2	0
HC660_RS03130	24	42	24	11	11	9
HC660_RS03135	15	19	3	4	8	7
HC660_RS03140	16	7	5	6	9	4
HC660_RS03145	22	13	14	30	16	9
HC660_RS03150	203	346	604	176	178	227
HC660_RS03155	742	451	491	350	658	390
HC660_RS03160	88	72	77	31	79	29
HC660_RS03165	3	1	10	3	4	1
HC660_RS03170	114	84	85	155	220	92
HC660_RS03175	2	0	1	0	0	0
HC660_RS03180	155	185	126	186	155	138
HC660_RS03185	51	80	67	75	67	51
HC660_RS03190	204	143	327	79	107	81
HC660_RS03195	515	420	578	190	163	116
HC660_RS03200	150	95	126	91	59	54
HC660_RS03205	233	121	107	101	230	94
HC660_RS03210	403	156	128	37	68	126
HC660_RS03215	253	181	245	101	198	163
HC660_RS03220	14	12	19	10	21	18
HC660_RS03225	161	199	132	138	175	188
HC660_RS03230	21	20	11	15	9	7
HC660_RS03235	11	7	12	17	18	24
HC660_RS03240	5	10	5	6	30	9
HC660_RS03245	77	95	99	52	81	47
HC660_RS03250	1180	1453	2072	184	244	662
HC660_RS03255	525	227	168	139	389	136
HC660_RS03260	18	20	60	13	10	13
HC660_RS03265	11	18	30	10	10	18
HC660_RS03270	66	85	116	39	14	87
HC660_RS03275	57	100	162	41	39	85
HC660_RS03280	75	101	175	40	54	91
HC660_RS03285	51	50	67	32	14	51
HC660_RS03290	14	37	43	14	19	10
HC660_RS03295	39	35	56	27	27	34
HC660_RS03300	8	9	10	9	21	6
HC660_RS03305	4	5	18	2	11	5
HC660_RS03310	3	0	2	2	2	2
HC660_RS03315	23	22	34	6	0	5
HC660_RS03320	161	26	77	14	6	10
HC660_RS03325	0	4	1	0	0	0
HC660_RS03330	16	5	9	4	8	1
HC660_RS03335	10	3	10	4	7	3
HC660_RS03340	103	139	223	51	80	78
HC660_RS03345	68	113	119	21	22	37
HC660_RS03350	142	183	214	15	32	33
HC660_RS03355	127	173	168	61	71	81
HC660_RS03360	447	416	444	263	397	246
HC660_RS03365	425	684	664	474	488	491
HC660_RS03370	320	271	596	188	303	156
HC660_RS03375	474	589	861	323	562	367
HC660_RS03380	1462	1837	1525	754	590	676
HC660_RS03385	5904	6604	5884	3261	2866	3255
HC660_RS03390	148	83	44	45	82	67
HC660_RS03395	302	254	224	161	289	228
HC660_RS03400	660	1191	1399	1469	1119	420
HC660_RS03405	21304	30447	19254	24823	13634	27173
HC660_RS20975	0	3	0	3	3	7
HC660_RS20980	24	20	32	15	45	11
HC660_RS03415	354	508	739	318	335	410
HC660_RS03420	93	101	100	50	48	41
HC660_RS03425	35	62	101	47	28	29
HC660_RS03430	407	423	618	260	399	222
HC660_RS03435	174	343	324	58	54	251
HC660_RS03440	199	239	402	116	119	141
HC660_RS03445	10472	10301	11015	8633	8206	11978
HC660_RS03450	21	27	45	9	39	22
HC660_RS03455	154	125	105	106	372	120
HC660_RS03460	40	24	31	9	8	22
HC660_RS03465	5793	5577	4940	2283	3005	3459
HC660_RS03470	7432	13020	9421	3567	4906	8033
HC660_RS03475	1947	3929	4122	1134	2427	2498
HC660_RS03480	32	35	63	26	30	34
HC660_RS03485	316	389	436	265	385	211
HC660_RS03490	1753	951	1099	230	288	553
HC660_RS03495	178	150	183	82	128	112
HC660_RS03500	359	257	304	200	269	191
HC660_RS03505	240	312	287	283	426	169
HC660_RS03510	1579	1579	997	1793	2504	1282
HC660_RS03515	1972	748	661	414	738	773
HC660_RS03520	513	344	541	87	263	285
HC660_RS03525	17	5	19	11	2	5
HC660_RS03530	259	495	627	113	72	208
HC660_RS03535	459	491	584	113	63	274
HC660_RS03540	254	283	359	86	155	136
HC660_RS03545	427	484	557	194	393	423
HC660_RS03550	823	1134	1024	688	1061	869
HC660_RS03555	251	397	397	314	388	257
HC660_RS03560	60	143	134	80	80	73
HC660_RS03565	199	346	398	241	280	162
HC660_RS03570	665	986	870	591	647	472
HC660_RS03575	727	783	691	717	640	589
HC660_RS03580	284	347	300	161	277	174
HC660_RS03585	112	208	140	111	186	84
HC660_RS03590	488	731	573	505	567	307
HC660_RS03595	783	934	662	722	834	480
HC660_RS03600	60	37	71	39	48	29
HC660_RS03605	20	19	12	9	18	6
HC660_RS03610	1	0	1	1	2	1
HC660_RS03615	3833	6696	8381	3917	2176	4590
HC660_RS03620	3361	4774	5806	2992	1768	2751
HC660_RS03625	1057	1117	1391	652	316	658
HC660_RS03630	1081	553	595	184	96	448
HC660_RS03635	74	62	63	25	47	23
HC660_RS03640	724	937	728	840	936	593
HC660_RS03645	903	1422	1213	1528	1829	922
HC660_RS03650	837	1832	1420	1701	2110	1027
HC660_RS03655	55	56	62	70	76	32
HC660_RS03660	0	0	0	0	0	0
HC660_RS20985	0	0	0	0	0	0
HC660_RS03670	175	456	167	385	242	115
HC660_RS03675	301	87	111	31	95	67
HC660_RS03680	640	238	316	112	753	396
HC660_RS03685	76	82	115	100	237	46
HC660_RS03690	1084	1098	821	890	1232	731
HC660_RS03695	2785	3005	2059	1242	1204	783
HC660_RS03700	24	27	34	19	48	13
HC660_RS03705	1250	2583	2096	2291	4502	1866
HC660_RS03710	1270	342	487	336	751	481
HC660_RS03715	213	132	95	96	148	149
HC660_RS03720	0	0	0	0	0	0
HC660_RS03725	0	0	0	0	0	0
HC660_RS03730	0	0	0	0	0	0
HC660_RS03735	0	0	0	0	0	0
HC660_RS03740	0	0	0	0	0	0
HC660_RS03750	0	0	0	0	0	0
HC660_RS03755	0	0	0	0	0	0
HC660_RS03760	0	0	0	0	0	0
HC660_RS03765	0	0	0	0	0	0
HC660_RS03770	0	0	0	0	0	0
HC660_RS03775	11751	6126	5838	3821	2369	4585
HC660_RS03780	45	73	106	35	126	24
HC660_RS03785	22	14	20	8	18	5
HC660_RS03790	0	0	0	0	0	0
HC660_RS03795	0	0	0	0	0	0
HC660_RS03800	0	0	0	0	0	0
HC660_RS03805	0	0	0	0	0	0
HC660_RS03810	0	0	0	0	0	0
HC660_RS03815	106	278	235	232	333	167
HC660_RS03820	7	10	14	8	4	4
HC660_RS03825	404	614	516	500	770	395
HC660_RS03830	2	16	15	2	6	7
HC660_RS03835	767	392	491	191	332	169
HC660_RS03840	1	2	0	0	1	3
HC660_RS03845	361	329	361	150	201	144
HC660_RS03850	24	34	27	8	13	3
HC660_RS03855	28	25	19	12	10	5
HC660_RS03860	60	97	146	55	83	68
HC660_RS03865	17	22	13	7	13	7
HC660_RS03870	5	11	3	2	11	6
HC660_RS03875	12	10	6	2	5	2
HC660_RS03880	27	16	12	9	19	16
HC660_RS03885	247	135	310	38	61	21
HC660_RS03890	6	1	9	6	4	0
HC660_RS03895	21	45	58	20	4	6
HC660_RS03900	81	125	183	84	55	48
HC660_RS03905	45	54	64	80	27	34
HC660_RS03910	19	34	23	10	14	19
HC660_RS03915	25	21	23	14	3	5
HC660_RS03920	11	7	10	8	0	3
HC660_RS03925	12	11	12	2	0	2
HC660_RS03930	37	31	33	29	12	14
HC660_RS03935	21	14	11	2	5	8
HC660_RS03940	9	2	4	3	0	6
HC660_RS03945	7	13	11	6	8	4
HC660_RS03950	40	33	12	16	10	16
HC660_RS03955	24	20	24	12	6	8
HC660_RS03960	14	17	12	3	8	2
HC660_RS03965	22	12	13	8	3	2
HC660_RS03970	53	58	32	14	13	17
HC660_RS03975	28	15	14	10	13	8
HC660_RS03980	31	60	42	40	18	19
HC660_RS03985	18	17	12	4	9	11
HC660_RS03990	21	18	19	7	9	7
HC660_RS03995	97	69	42	40	35	43
HC660_RS04000	19	11	9	12	20	11
HC660_RS04005	17	14	21	4	44	5
HC660_RS04010	0	0	0	0	0	0
HC660_RS20920	66	20	30	21	32	15
HC660_RS04020	533	167	264	145	252	246
HC660_RS04025	0	0	2	1	5	0
HC660_RS04030	912	579	606	737	1792	352
HC660_RS04035	12	1	7	1	15	10
HC660_RS04040	24	26	16	24	19	14
HC660_RS04045	0	0	0	0	0	0
HC660_RS04050	74	56	57	51	102	68
HC660_RS04055	212	117	141	52	65	93
HC660_RS04060	2468	2307	2358	1730	3632	1451
HC660_RS04065	2	6	7	1	4	4
HC660_RS04070	11	9	5	5	9	6
HC660_RS04075	15	12	17	10	16	8
HC660_RS04080	8	23	21	17	15	11
HC660_RS04085	25	31	32	16	40	28
HC660_RS04090	84	74	79	38	61	57
HC660_RS04095	63	73	126	23	75	78
HC660_RS04100	101	74	64	54	79	52
HC660_RS04105	1973	1979	1762	1073	1919	811
HC660_RS21335	1166	812	672	1043	1396	928
HC660_RS04115	600	661	573	480	618	540
HC660_RS04120	46	36	28	26	21	11
HC660_RS04125	264	264	570	33	85	41
HC660_RS04130	394	188	202	51	65	124
HC660_RS04135	9	7	24	1	8	9
HC660_RS04140	5	0	3	1	7	0
HC660_RS04145	635	431	423	274	242	234
HC660_RS04150	371	198	141	143	288	189
HC660_RS04155	60	43	60	18	53	31
HC660_RS04160	874	706	657	736	740	629
HC660_RS04165	1326	752	958	497	744	714
HC660_RS04170	550	311	448	220	365	263
HC660_RS04175	245	147	167	91	124	110
HC660_RS04180	261	272	336	258	519	226
HC660_RS04185	11	39	67	11	23	32
HC660_RS04190	6098	4553	11091	3307	5459	1981
HC660_RS04195	339	617	496	224	291	480
HC660_RS04200	677	300	431	23	102	107
HC660_RS21340	0	0	0	0	0	0
HC660_RS04210	24	21	19	19	14	17
HC660_RS04215	17	16	11	9	14	14
HC660_RS04220	16	20	12	17	5	16
HC660_RS04225	13	14	26	10	25	13
HC660_RS04230	170	161	321	89	66	54
HC660_RS04235	108	102	170	41	19	39
HC660_RS04240	185	206	279	91	47	83
HC660_RS04245	43	43	33	15	14	24
HC660_RS04250	46	34	26	18	13	13
HC660_RS04255	64	44	44	35	80	38
HC660_RS04260	21	17	25	23	27	20
HC660_RS04265	106	72	67	83	113	60
HC660_RS04270	7	3	5	10	9	3
HC660_RS04275	4	3	3	9	21	0
HC660_RS04280	501	323	391	229	484	196
HC660_RS04285	426	433	465	295	655	372
HC660_RS04290	1390	912	982	739	590	641
HC660_RS04295	3641	3807	2996	2188	4481	3264
HC660_RS04300	33	29	52	12	23	15
HC660_RS04305	2541	2212	1779	741	673	2364
HC660_RS04310	4201	1445	1627	474	795	1588
HC660_RS04315	2108	1397	1339	267	598	715
HC660_RS04320	1982	1064	1173	363	653	780
HC660_RS04325	407	355	375	193	384	233
HC660_RS04330	694	1640	1503	1201	548	594
HC660_RS04335	17997	24487	43619	10032	7290	11558
HC660_RS04340	246	201	290	165	283	182
HC660_RS04345	64	28	49	29	45	28
HC660_RS04350	856	747	1898	99	138	225
HC660_RS04355	628	684	1202	117	90	321
HC660_RS04360	3702	4267	4383	661	427	2153
HC660_RS04365	414	283	557	128	281	131
HC660_RS04370	2135	2022	1640	474	627	1893
HC660_RS04375	1328	1596	1259	453	442	1514
HC660_RS04380	208	139	114	130	202	88
HC660_RS04385	287	239	289	174	281	152
HC660_RS04390	4	2	8	0	3	2
HC660_RS04395	10	8	7	1	13	6
HC660_RS04400	62	37	51	47	57	55
HC660_RS04405	243	200	303	166	321	144
HC660_RS04410	85	84	139	55	63	49
HC660_RS04415	540	324	331	242	354	300
HC660_RS04420	219	158	109	139	248	137
HC660_RS04425	22	15	33	15	31	24
HC660_RS04430	6	1	4	2	3	1
HC660_RS04435	749	1002	945	583	349	414
HC660_RS04440	623	595	567	375	227	289
HC660_RS04445	1085	1154	1197	516	327	279
HC660_RS04450	1814	2106	2098	1415	891	951
HC660_RS04455	496	961	1160	508	251	781
HC660_RS04460	40	66	78	44	29	41
HC660_RS04465	47	26	35	34	34	17
HC660_RS04470	82	109	89	128	74	30
HC660_RS04475	34	75	67	108	66	20
HC660_RS04480	51	100	99	171	64	44
HC660_RS04485	11	16	24	32	10	5
HC660_RS04490	1754	9396	10690	3492	277	5784
HC660_RS04495	651	3157	3494	1381	86	2162
HC660_RS04500	1024	3840	4132	1171	105	2260
HC660_RS04505	161	137	153	130	109	117
HC660_RS04510	400	510	449	511	466	371
HC660_RS04515	11	9	12	16	13	9
HC660_RS04520	90	90	91	92	116	72
HC660_RS04525	72	69	61	39	50	44
HC660_RS04530	208	180	97	128	154	103
HC660_RS04535	7	6	0	1	4	1
HC660_RS04540	13	3	3	6	14	2
HC660_RS04545	42	23	21	14	21	11
HC660_RS04550	139	50	84	35	78	61
HC660_RS04555	683	330	339	314	1020	266
HC660_RS21345	6	13	6	6	16	10
HC660_RS04560	128	100	81	59	126	82
HC660_RS04565	175	145	108	209	359	64
HC660_RS04570	169	93	80	113	117	70
HC660_RS04575	77	49	86	41	69	35
HC660_RS04580	1358	842	767	632	762	691
HC660_RS04585	232	187	147	628	1596	243
HC660_RS04590	48	25	38	25	62	24
HC660_RS04595	25	9	14	17	36	8
HC660_RS04600	88	190	278	34	55	19
HC660_RS04605	271	382	441	437	1049	357
HC660_RS04610	51	49	28	27	23	19
HC660_RS04615	34	50	37	11	32	22
HC660_RS04620	299	246	364	97	138	229
HC660_RS04625	178	280	383	134	232	137
HC660_RS04630	88	172	149	80	114	103
HC660_RS04635	946	339	173	177	286	288
HC660_RS04640	48	22	18	7	19	15
HC660_RS04645	147	143	249	61	153	91
HC660_RS04650	204	124	100	35	117	74
HC660_RS04655	0	0	0	0	0	0
HC660_RS04660	2601	3987	5328	799	1418	2409
HC660_RS04665	2260	2914	2832	662	722	2521
HC660_RS04670	8068	10242	10443	2531	2643	7531
HC660_RS04675	2757	2467	2706	504	1402	1930
HC660_RS04680	1666	1595	1550	1194	2580	1642
HC660_RS04685	901	680	1037	358	527	625
HC660_RS04690	193	194	190	151	235	126
HC660_RS04695	127	64	70	139	279	54
HC660_RS04700	194	400	268	411	667	227
HC660_RS04705	163	180	112	185	176	112
HC660_RS04710	15	9	10	28	20	3
HC660_RS04715	330	300	585	223	361	147
HC660_RS04720	747	498	400	284	582	395
HC660_RS04725	388	248	374	153	404	196
HC660_RS04730	1064	1086	1099	758	917	850
HC660_RS04735	53	74	95	60	98	55
HC660_RS04740	3216	1971	5046	605	1333	1217
HC660_RS04745	739	432	804	173	245	110
HC660_RS04750	693	600	528	484	842	343
HC660_RS04755	12	11	31	0	1	7
HC660_RS04760	14	4	6	2	0	0
HC660_RS04765	92	20	22	2	0	0
HC660_RS04770	17	1	5	0	0	0
HC660_RS04775	5	1	19	1	25	2
HC660_RS04780	5	3	10	3	16	0
HC660_RS04785	7	3	4	2	15	3
HC660_RS04790	32	12	50	13	68	14
HC660_RS04795	39	17	63	27	84	31
HC660_RS04800	21	6	40	6	58	6
HC660_RS04805	10	1	10	5	28	6
HC660_RS04810	13	5	7	15	64	11
HC660_RS04815	47	5	36	22	51	20
HC660_RS04820	243	84	234	142	423	118
HC660_RS04825	166	75	245	115	277	115
HC660_RS04830	113	44	137	70	232	72
HC660_RS04835	51	15	51	29	163	19
HC660_RS04840	31	21	51	15	52	14
HC660_RS04845	4	5	2	2	0	2
HC660_RS04850	0	0	0	0	0	0
HC660_RS21000	0	0	0	0	0	0
HC660_RS04860	0	0	0	0	0	0
HC660_RS04865	0	0	0	0	0	0
HC660_RS21350	0	0	0	0	0	0
HC660_RS04875	0	0	0	0	0	0
HC660_RS04880	0	0	0	0	0	0
HC660_RS04885	0	0	0	0	0	0
HC660_RS04890	0	0	0	0	0	0
HC660_RS04895	10675	6958	6600	3337	5848	3972
HC660_RS04900	2	0	0	0	0	0
HC660_RS04905	1	5	4	5	2	9
HC660_RS04910	4	4	4	2	0	1
HC660_RS04915	0	2	1	0	2	0
HC660_RS04920	9	6	6	2	4	0
HC660_RS04925	102	87	139	23	32	48
HC660_RS04930	2	6	4	2	0	0
HC660_RS04935	8125	11418	16518	3815	2836	8870
HC660_RS04940	0	0	2	0	0	0
HC660_RS04945	3	3	2	0	0	1
HC660_RS04950	3	1	1	0	2	1
HC660_RS04955	18	10	9	8	5	1
HC660_RS04960	73	58	56	30	45	28
HC660_RS04965	11	9	6	12	5	8
HC660_RS04970	270	188	201	53	78	113
HC660_RS04975	23	22	36	4	17	3
HC660_RS04980	5	1	7	7	15	10
HC660_RS04985	150	73	94	47	114	76
HC660_RS04990	370	252	222	113	172	192
HC660_RS04995	32	43	44	17	35	38
HC660_RS05000	410	152	240	114	289	145
HC660_RS05005	5	14	19	4	20	10
HC660_RS05010	48	49	77	19	26	11
HC660_RS05015	116	81	116	51	89	34
HC660_RS05020	9	26	35	31	77	20
HC660_RS05025	7	14	11	4	17	1
HC660_RS05030	69	55	70	6	54	10
HC660_RS05035	176	220	161	63	137	171
HC660_RS05040	646	583	571	235	576	590
HC660_RS05045	327	336	363	163	271	250
HC660_RS05050	224	154	182	96	155	173
HC660_RS05055	171	138	170	45	164	57
HC660_RS05060	81	77	78	19	86	18
HC660_RS05065	108	143	152	67	185	60
HC660_RS05070	128	172	173	284	512	114
HC660_RS05075	330	282	193	487	575	210
HC660_RS05080	19662	1307	2773	1604	8160	1667
HC660_RS05085	40	82	68	50	117	58
HC660_RS05090	35	44	37	28	95	33
HC660_RS05095	177	87	84	96	275	100
HC660_RS05100	0	0	0	0	0	0
HC660_RS05105	0	0	0	0	0	0
HC660_RS05110	650	291	636	195	299	228
HC660_RS05115	16	9	7	8	16	4
HC660_RS05120	3	0	1	0	2	1
HC660_RS05125	3	6	7	6	6	11
HC660_RS05130	248	631	608	296	178	196
HC660_RS05135	37	57	57	39	29	23
HC660_RS05140	126	113	107	96	137	77
HC660_RS05145	14	20	27	15	42	8
HC660_RS05150	48	32	37	64	55	64
HC660_RS05155	123	212	231	127	228	166
HC660_RS05160	1069	1344	1191	1303	1342	1237
HC660_RS05165	46	30	49	12	38	20
HC660_RS05170	1281	1636	1896	972	546	1144
HC660_RS05175	1171	1251	1346	997	580	957
HC660_RS05180	6481	8450	7764	4564	907	5313
HC660_RS05185	27596	42212	42365	24862	4681	30140
HC660_RS05190	25560	39722	25599	25786	14558	33763
HC660_RS05195	4871	5501	4405	4543	4995	4357
HC660_RS05200	88	96	151	30	71	53
HC660_RS05205	49	92	107	49	89	59
HC660_RS05210	41	50	67	49	60	14
HC660_RS05215	6	12	2	11	13	7
HC660_RS05220	15	17	6	6	14	10
HC660_RS05225	559	770	781	793	2641	679
HC660_RS05230	132	61	111	48	105	48
HC660_RS05235	28	31	30	12	11	11
HC660_RS05240	28	28	29	32	43	22
HC660_RS05245	791	1113	946	1128	2005	1086
HC660_RS05250	51	79	60	45	98	44
HC660_RS05255	49	61	137	32	74	38
HC660_RS05260	773	1023	1355	449	808	665
HC660_RS05265	385	319	658	135	254	143
HC660_RS05270	361	248	340	178	297	207
HC660_RS05275	65	49	62	49	76	37
HC660_RS05280	12	8	7	6	5	4
HC660_RS05285	147	100	84	122	256	64
HC660_RS05290	437	485	356	477	967	380
HC660_RS05295	92	59	57	60	169	27
HC660_RS05300	4318	3641	3684	1284	1902	4151
HC660_RS05305	360	272	279	101	459	289
HC660_RS05310	1244	910	944	491	1416	928
HC660_RS05315	28	33	28	12	61	13
HC660_RS05320	1171	1122	1663	498	745	784
HC660_RS05325	411	426	1106	162	380	265
HC660_RS05330	93	77	73	67	91	38
HC660_RS05335	722	685	2391	543	908	563
HC660_RS05340	33	22	24	15	40	23
HC660_RS05345	38	15	35	11	53	25
HC660_RS05350	94	65	99	38	118	33
HC660_RS05355	8	2	8	1	2	0
HC660_RS05360	644	454	553	217	339	406
HC660_RS05365	202	117	147	54	192	104
HC660_RS05370	417	413	722	580	937	312
HC660_RS05375	785	1103	1038	489	428	261
HC660_RS05380	543	420	887	83	239	421
HC660_RS05385	10612	10960	32057	8394	3385	7687
HC660_RS05390	693	479	583	175	167	215
HC660_RS05395	538	658	651	229	269	186
HC660_RS05400	369	261	349	199	260	187
HC660_RS05405	1	0	1	0	2	0
HC660_RS05410	23	19	7	20	2	3
HC660_RS05415	12	11	22	6	5	4
HC660_RS05420	53	54	57	17	25	27
HC660_RS05425	6	13	13	10	22	5
HC660_RS05430	717	588	752	406	504	498
HC660_RS05435	3355	1079	1041	1668	1509	778
HC660_RS05440	112	85	116	54	68	71
HC660_RS05445	21	20	39	14	21	8
HC660_RS05450	250	178	154	102	337	79
HC660_RS05455	248	229	315	145	185	226
HC660_RS05460	100	129	183	80	68	82
HC660_RS05465	144	94	154	81	100	69
HC660_RS05470	447	544	478	553	269	219
HC660_RS05475	21	25	23	28	22	14
HC660_RS05480	220	192	127	221	286	99
HC660_RS05485	212	190	115	306	460	137
HC660_RS05490	137	154	262	113	217	113
HC660_RS05495	610	1198	1146	755	911	625
HC660_RS05500	837	786	1102	699	916	598
HC660_RS05505	15	4	3	11	10	11
HC660_RS05510	6136	3623	3739	3101	6029	2591
HC660_RS05515	2	2	4	1	2	1
HC660_RS05520	3	1	0	0	1	0
HC660_RS05525	48	11	22	6	19	9
HC660_RS05530	46	29	47	18	86	21
HC660_RS05535	124	69	174	66	198	80
HC660_RS05540	1344	1059	1518	741	1192	795
HC660_RS05545	591	286	712	185	466	118
HC660_RS05550	9	7	26	6	22	4
HC660_RS05555	619	532	955	634	1094	460
HC660_RS05560	335	453	447	497	650	287
HC660_RS05565	169	140	214	152	188	104
HC660_RS05570	176	153	210	108	151	120
HC660_RS05575	399	332	301	272	417	206
HC660_RS05580	209	132	132	183	204	121
HC660_RS05585	402	289	338	175	291	205
HC660_RS05590	313	214	135	126	159	111
HC660_RS05595	149	116	75	67	43	65
HC660_RS05600	654	694	544	412	509	308
HC660_RS05605	280	273	163	109	167	104
HC660_RS05610	2036	1844	1597	1344	1429	1374
HC660_RS05615	3065	2787	2237	2171	2068	1704
HC660_RS05620	2738	2521	2283	2144	2512	1668
HC660_RS05625	824	402	443	218	845	258
HC660_RS05630	3629	2597	2060	2128	4062	2086
HC660_RS05635	1026	478	367	536	1278	825
HC660_RS05640	85	61	77	77	90	49
HC660_RS21005	8	13	24	9	7	6
HC660_RS05650	632	658	482	429	359	275
HC660_RS05655	295	282	203	160	130	127
HC660_RS05660	3346	3861	4058	2577	4250	3324
HC660_RS05665	191	78	142	28	64	49
HC660_RS05670	104	223	195	32	68	44
HC660_RS05675	539	805	569	176	117	148
HC660_RS05680	831	730	619	262	163	202
HC660_RS05685	784	690	1011	803	598	453
HC660_RS05690	43	26	15	19	24	13
HC660_RS05695	71	88	89	51	95	62
HC660_RS05700	286	481	378	1216	323	328
HC660_RS05705	3	14	3	8	29	3
HC660_RS05710	797	583	582	457	576	369
HC660_RS05715	125	85	169	78	261	131
HC660_RS05720	319	219	275	142	158	148
HC660_RS05725	233	215	185	164	100	170
HC660_RS05730	154	149	165	92	71	102
HC660_RS05735	2	1	0	1	1	0
HC660_RS21355	499	636	421	382	1201	736
HC660_RS21360	156	241	220	81	472	176
HC660_RS05745	17	24	24	10	24	18
HC660_RS05750	18	17	13	12	23	17
HC660_RS05755	481	651	856	107	131	318
HC660_RS05760	811	1490	1236	201	229	932
HC660_RS05765	2584	3137	3018	1157	1564	3195
HC660_RS05770	1320	934	893	727	666	412
HC660_RS05775	148	167	186	68	85	55
HC660_RS05780	24	12	27	10	25	14
HC660_RS05785	17	20	13	11	4	7
HC660_RS05790	273	200	233	247	415	198
HC660_RS05795	217	185	170	130	246	132
HC660_RS05800	48	17	17	30	21	19
HC660_RS05805	47	23	47	16	12	15
HC660_RS05810	23	13	25	6	9	14
HC660_RS05815	67	58	73	42	94	49
HC660_RS05820	65	38	58	56	71	37
HC660_RS05825	26	33	18	18	41	16
HC660_RS05830	27	31	25	16	26	9
HC660_RS05835	118	57	108	54	131	53
HC660_RS05840	1056	359	574	113	273	205
HC660_RS05845	13	5	9	6	12	8
HC660_RS05850	39	61	75	25	32	27
HC660_RS05855	11	17	35	9	33	8
HC660_RS05860	0	0	0	0	0	0
HC660_RS05865	725	741	590	357	261	402
HC660_RS05870	1151	1178	917	693	451	467
HC660_RS05875	158	218	130	173	164	121
HC660_RS05880	582	920	580	763	600	526
HC660_RS05885	82	88	80	57	49	30
HC660_RS05890	7	7	7	5	1	14
HC660_RS05895	20	11	9	9	16	14
HC660_RS05900	5	7	10	2	2	5
HC660_RS05905	25	25	28	29	14	11
HC660_RS05910	7	4	2	3	2	5
HC660_RS05915	1	6	4	1	6	3
HC660_RS05920	14	19	40	33	22	6
HC660_RS05925	2	8	7	3	0	3
HC660_RS05930	293	497	643	541	515	213
HC660_RS05935	292	169	143	271	347	120
HC660_RS05940	4195	7926	3437	12647	12582	3935
HC660_RS05945	1	8	6	1	12	4
HC660_RS05950	35	33	30	31	30	17
HC660_RS05955	54	39	44	24	45	27
HC660_RS05960	724	296	216	98	179	161
HC660_RS05965	59	84	97	42	52	42
HC660_RS05970	219	221	248	133	150	145
HC660_RS05975	70	83	113	27	40	41
HC660_RS05980	321	219	313	240	176	82
HC660_RS05985	16	20	30	12	9	9
HC660_RS05990	228	221	247	109	119	96
HC660_RS05995	100	56	89	63	87	36
HC660_RS06000	14	15	7	6	15	4
HC660_RS06005	5	10	8	2	5	7
HC660_RS06010	9	5	16	2	4	2
HC660_RS06015	2	2	0	2	3	2
HC660_RS06020	2	4	4	0	4	5
HC660_RS06025	5	3	4	2	7	1
HC660_RS06030	3	10	1	1	7	0
HC660_RS06035	31	17	6	4	12	19
HC660_RS06040	9	9	9	2	12	2
HC660_RS06045	468	313	305	320	327	410
HC660_RS06050	29	37	68	31	53	36
HC660_RS06055	139	66	107	50	50	49
HC660_RS06060	75	65	102	35	183	18
HC660_RS06065	312	157	122	136	326	193
HC660_RS06070	92	65	23	28	66	48
HC660_RS06075	11	4	2	3	2	7
HC660_RS06080	2	0	2	0	0	0
HC660_RS06085	14	12	38	5	9	8
HC660_RS06090	79	79	137	31	39	44
HC660_RS06095	74	29	52	24	28	22
HC660_RS06100	34	34	54	23	26	15
HC660_RS06105	727	537	625	313	525	521
HC660_RS06110	1994	3137	4687	757	823	1484
HC660_RS06115	1561	2096	3354	629	508	1107
HC660_RS06120	58	44	39	42	32	30
HC660_RS06125	89	69	53	71	39	42
HC660_RS06130	222	166	161	170	232	119
HC660_RS06135	274	192	144	215	205	127
HC660_RS06140	390	274	359	216	380	123
HC660_RS06145	86	62	67	41	77	71
HC660_RS06150	35	36	53	56	95	43
HC660_RS06155	45	8	15	26	29	17
HC660_RS06160	40	75	14	66	18	14
HC660_RS06165	36	115	5	36	6	9
HC660_RS06170	29	107	11	39	4	4
HC660_RS06175	69	111	2	82	3	2
HC660_RS06180	28	82	4	121	10	8
HC660_RS06185	192	178	17	503	44	34
HC660_RS06190	71	56	16	372	18	16
HC660_RS06195	4	8	2	5	2	5
HC660_RS06200	144	31	82	63	105	52
HC660_RS06205	18	17	27	8	21	22
HC660_RS06210	5	8	8	1	7	2
HC660_RS06215	701	682	1040	220	517	381
HC660_RS06220	131	88	126	37	56	41
HC660_RS06225	40	34	51	6	23	23
HC660_RS06230	1465	1317	1223	796	2215	1183
HC660_RS06235	7636	5286	3909	5183	7441	5477
HC660_RS06240	23	13	18	15	14	26
HC660_RS06245	219	372	440	234	218	265
HC660_RS06250	415	575	918	411	410	325
HC660_RS06255	19	47	109	73	51	17
HC660_RS06260	0	0	0	0	0	0
HC660_RS06265	2	1	0	0	0	0
HC660_RS06270	9	13	32	14	37	10
HC660_RS06275	254	230	243	332	942	206
HC660_RS06280	6460	12404	13889	13161	13094	6942
HC660_RS06285	393	623	731	758	872	414
HC660_RS06290	482	662	676	743	643	337
HC660_RS06295	1062	1231	1118	1468	887	752
HC660_RS06300	1347	1513	1176	1942	1518	970
