Geneid	Ctrl-1	Ctrl-2	Ctrl-3	SMG13-1	SMG13-2	SMG13-3	SMG19_5-1	SMG19_5-2	SMG19_5-3	SMG6_5-1	SMG6_5-2	SMG6_5-3
HC660_RS10655	1	10	5	2	1	18	1	11	14	5	16	2
HC660_RS10660	18	15	11	6	7	20	17	16	34	4	34	9
HC660_RS10665	1	1	5	4	1	16	6	1	10	2	2	9
HC660_RS10670	0	0	0	1	0	9	3	7	11	3	1	6
HC660_RS10675	11	5	4	15	9	34	8	10	20	9	8	3
HC660_RS21375	1	0	0	0	0	0	0	0	0	2	0	0
HC660_RS10680	9	3	3	3	5	3	3	5	4	3	1	5
HC660_RS10685	38	23	32	42	53	66	24	26	58	44	32	48
HC660_RS10690	10	10	18	8	16	16	4	10	20	3	1	4
HC660_RS10695	0	0	1	0	0	3	0	0	2	0	0	1
HC660_RS10700	9	8	7	6	9	14	4	11	19	1	8	1
HC660_RS10705	12	22	10	27	21	13	11	18	30	14	11	11
HC660_RS10710	29	46	37	51	38	49	21	44	34	51	52	47
HC660_RS10720	343	419	430	546	478	504	428	716	429	277	409	325
HC660_RS10725	197	211	343	319	234	277	156	302	237	131	265	187
HC660_RS10730	535	229	867	241	901	673	116	315	404	479	246	415
HC660_RS10735	268	212	236	204	162	165	195	378	197	284	370	179
HC660_RS10740	92	78	104	68	94	85	51	114	66	84	83	112
HC660_RS10745	275	257	350	249	233	258	205	395	195	312	281	160
HC660_RS10750	249	413	522	430	289	287	294	539	228	298	515	195
HC660_RS10755	47	150	180	118	73	73	99	169	80	82	156	68
HC660_RS10760	200	163	219	144	255	175	132	269	195	136	123	214
HC660_RS10765	630	601	918	463	705	647	519	985	508	414	525	505
HC660_RS10770	918	961	1087	850	661	805	816	1590	830	894	1167	707
HC660_RS10775	1484	1047	1045	1079	869	1171	1016	1795	1343	1286	1208	1213
HC660_RS10780	499	498	477	522	407	418	572	1041	501	493	856	432
HC660_RS10785	266	288	317	283	225	239	377	694	281	290	558	225
HC660_RS10790	461	491	478	563	319	382	627	1064	383	486	957	338
HC660_RS10795	826	878	1254	979	906	789	485	828	725	801	872	872
HC660_RS10800	283	485	1056	413	439	340	185	486	240	183	509	226
HC660_RS10805	337	249	248	377	320	313	289	477	406	369	328	223
HC660_RS10810	300	246	304	374	444	470	241	428	345	321	282	318
HC660_RS10815	954	778	925	812	1185	1329	960	1757	948	369	731	730
HC660_RS10820	465	680	570	798	846	836	689	1290	651	584	747	583
HC660_RS10825	76	96	93	183	114	154	124	207	115	71	138	89
HC660_RS10830	23	35	32	42	40	30	22	47	37	20	45	19
HC660_RS10835	98	166	155	210	173	192	83	157	138	148	114	169
HC660_RS10840	840	1073	1080	1158	1209	1148	984	1911	966	1028	1351	867
HC660_RS10845	18	2	13	1	6	0	2	6	6	14	7	6
HC660_RS10850	25895	7959	15168	5054	9952	7636	2045	5270	9555	9882	3829	14107
HC660_RS10855	335	149	298	133	244	240	48	138	189	249	148	198
HC660_RS10860	79	34	75	29	38	35	15	42	35	93	81	47
HC660_RS10865	27	10	7	9	19	24	10	14	15	16	5	13
HC660_RS10870	103	125	98	122	152	170	69	161	142	178	144	135
HC660_RS10875	56	37	89	30	82	99	21	54	47	47	54	56
HC660_RS10880	67	53	45	72	107	99	40	92	63	80	63	77
HC660_RS10885	27	12	9	15	20	40	11	16	27	26	25	31
HC660_RS10890	566	299	330	330	376	365	237	436	381	500	342	349
HC660_RS10895	17	10	13	29	52	28	13	20	47	35	24	33
HC660_RS10900	34	48	76	106	110	114	44	78	71	42	66	90
HC660_RS10905	216	893	947	1141	539	564	899	1520	455	351	1062	367
HC660_RS10910	0	0	0	0	1	1	0	0	0	0	0	0
HC660_RS10915	4	1	0	5	4	7	1	1	2	2	0	4
HC660_RS10920	8	5	5	5	3	4	13	18	16	7	8	8
HC660_RS10925	571	192	136	272	262	199	494	1344	429	360	194	267
HC660_RS10930	50	23	28	57	36	15	64	156	52	39	22	22
HC660_RS10935	1000	1438	1111	1979	1816	1678	1385	2047	1643	929	1254	1488
HC660_RS10940	389	386	423	186	215	263	292	300	474	270	331	438
HC660_RS10945	256	323	387	171	155	171	193	245	325	197	318	276
HC660_RS10950	452	477	553	243	217	216	325	430	439	278	455	363
HC660_RS10955	510	614	620	308	193	259	357	466	514	422	612	426
HC660_RS10960	1098	1131	1093	763	545	558	832	912	1245	889	1166	1056
HC660_RS10965	942	911	721	546	489	561	588	731	908	801	917	883
HC660_RS10970	939	978	813	940	757	880	1162	2203	1001	1113	1626	668
HC660_RS10975	55	60	39	49	30	35	54	101	44	76	102	38
HC660_RS10980	31	30	33	22	34	45	37	65	25	54	72	20
HC660_RS10985	1239	922	761	854	873	958	860	1633	890	1638	1599	838
HC660_RS10990	57296	27051	33525	43310	60172	52312	56103	33583	64641	53037	11903	54864
HC660_RS10995	1020	795	1364	1943	2467	2063	480	1148	1191	1486	1121	1764
HC660_RS11000	10	20	14	26	29	29	14	20	21	22	30	19
HC660_RS11005	48	39	44	91	91	72	35	76	51	80	35	65
HC660_RS11010	9	14	12	17	24	28	15	26	15	24	21	15
HC660_RS11015	85	149	133	226	119	153	226	318	148	78	197	121
HC660_RS11020	188	287	294	425	290	292	303	564	266	165	384	234
HC660_RS11025	880	544	663	1161	1655	1694	419	817	1124	1074	447	1256
HC660_RS11030	1	3	3	3	1	2	0	2	0	3	0	1
HC660_RS11035	0	2	7	1	3	14	3	2	5	3	4	4
HC660_RS11040	87	29	58	94	135	81	15	36	55	74	39	109
HC660_RS11045	144	49	111	113	160	139	38	101	106	146	50	174
HC660_RS11050	8	7	16	22	45	30	3	23	21	11	17	35
HC660_RS11055	0	1	4	5	6	2	0	3	2	3	4	0
HC660_RS11060	180	175	288	190	131	126	73	237	116	150	181	106
HC660_RS11065	182	275	387	228	146	137	118	269	121	192	282	121
HC660_RS11070	1052	1712	1503	1446	1214	1229	1963	2842	1419	1329	2300	1353
HC660_RS11075	216	298	270	234	262	211	266	526	228	273	366	194
HC660_RS11080	660	1029	1107	879	737	762	1124	2080	694	736	1672	549
HC660_RS11085	402	690	786	580	515	473	698	1330	453	435	1014	408
HC660_RS11090	2062	2542	2719	3053	3113	2906	2874	5386	2610	3036	3371	2845
HC660_RS11095	504	774	749	1312	1350	1117	856	1332	837	662	902	1027
HC660_RS11100	135	305	362	439	294	250	230	417	196	192	428	238
HC660_RS11105	31	45	87	57	50	33	34	89	44	31	66	42
HC660_RS11110	727	706	869	904	918	894	720	1325	967	704	852	736
HC660_RS11115	251	291	266	345	286	258	478	701	353	356	428	358
HC660_RS11120	493	735	604	878	483	457	1096	1497	597	550	1050	539
HC660_RS11125	444	541	541	758	397	441	911	1196	535	359	868	452
HC660_RS11130	117	213	153	313	248	297	288	470	202	164	256	212
HC660_RS11135	215	325	260	544	409	484	468	689	445	276	439	398
HC660_RS11140	180	307	228	510	331	341	448	694	331	239	403	335
HC660_RS11145	101	174	158	272	130	164	215	363	160	127	242	160
HC660_RS11150	133	236	137	312	155	183	289	511	193	142	207	122
HC660_RS11155	119	214	147	332	149	177	233	518	195	155	256	131
HC660_RS11160	64	61	84	116	91	129	23	93	71	111	94	93
HC660_RS11165	78	74	82	96	92	112	71	107	96	101	77	106
HC660_RS11170	171	142	128	116	155	183	102	175	150	191	231	163
HC660_RS11175	111	80	88	54	56	69	39	88	76	71	113	74
HC660_RS11180	2045	1838	1734	1443	1667	2387	1691	1684	2695	2332	2181	3094
HC660_RS11185	1275	1184	1192	874	1008	1546	883	1024	1345	1311	1675	2004
HC660_RS11190	1185	1222	1252	1099	885	1356	641	764	1376	1325	1551	1548
HC660_RS11195	39	51	94	92	135	100	32	34	49	45	63	86
HC660_RS11200	1346	1252	1837	2048	3359	2445	813	1613	1857	1542	1061	2176
HC660_RS11205	743	1285	1181	1983	1391	1468	1148	1973	1172	904	1249	828
HC660_RS11210	317	281	260	387	446	446	359	619	455	308	291	373
HC660_RS11215	140	135	185	209	231	219	123	235	156	157	150	160
HC660_RS11220	454	498	664	550	520	544	425	822	498	307	475	324
HC660_RS11225	99	194	246	124	136	131	165	242	174	97	206	104
HC660_RS11230	123	202	205	155	77	97	204	319	174	132	271	116
HC660_RS11235	27	63	107	43	8	30	48	98	39	28	112	32
HC660_RS11240	28	53	55	35	24	25	47	102	53	32	94	21
HC660_RS11245	71	108	119	81	34	49	77	174	77	78	160	56
HC660_RS11250	74	127	254	132	115	131	103	299	111	118	253	89
HC660_RS11255	192	243	241	277	282	274	281	423	236	234	342	246
HC660_RS11260	309	418	399	368	388	365	547	840	428	249	590	386
HC660_RS11265	340	501	454	494	448	385	547	992	401	298	584	373
HC660_RS11270	157	107	93	146	214	180	86	216	142	159	124	147
HC660_RS11275	4506	3637	4292	5863	7336	7644	2210	3404	6651	8588	4003	14118
HC660_RS11280	393	506	401	628	770	785	609	1242	506	638	775	534
HC660_RS11285	639	691	551	939	909	1157	938	1715	798	1067	1118	661
HC660_RS11290	235	324	276	465	349	392	360	685	300	423	553	211
HC660_RS11295	192	118	94	191	269	308	196	360	255	278	186	227
HC660_RS11300	203	224	191	354	272	296	237	483	246	400	301	282
HC660_RS11305	16621	5784	5442	12609	19006	18386	6709	7937	21391	15461	5125	31802
HC660_RS11310	116	189	209	212	244	603	145	255	305	200	300	157
HC660_RS11315	189	288	312	332	276	322	147	265	271	285	270	320
HC660_RS11320	16	29	83	19	58	49	6	23	25	13	39	37
HC660_RS11325	1805	1978	1747	1514	1154	1289	2365	3759	1935	1542	2714	1330
HC660_RS11330	1406	1454	1239	1428	896	1086	1832	3175	1291	1334	2612	963
HC660_RS11335	0	1	3	1	5	2	1	1	0	2	1	1
HC660_RS11340	11	2	3	3	9	17	4	7	16	4	8	4
HC660_RS11345	14	10	18	2	8	12	5	10	7	4	4	6
HC660_RS11350	1	3	1	3	4	7	2	2	3	3	0	0
HC660_RS11355	991	893	908	1268	1927	1808	978	1611	1375	881	936	1091
HC660_RS11360	5701	7042	6497	9768	10682	10119	7689	11928	7501	4077	6322	5657
HC660_RS11365	103	74	120	146	211	276	52	166	131	221	143	207
HC660_RS11370	4	2	1	5	6	2	2	3	4	2	5	2
HC660_RS11375	12	18	8	18	26	26	20	15	33	19	6	19
HC660_RS11380	14	37	15	29	18	20	16	33	23	24	49	8
HC660_RS11385	3	9	17	4	5	15	12	15	18	4	5	5
HC660_RS11390	146	77	147	75	304	280	51	93	177	190	63	193
HC660_RS11395	412	337	412	639	920	827	392	767	550	642	412	598
HC660_RS11400	2960	4655	4097	5700	4821	4582	4126	6926	3881	3160	4872	4021
HC660_RS11405	585	304	508	422	567	513	202	365	460	575	291	523
HC660_RS11410	91	106	115	100	54	42	89	135	84	70	117	78
HC660_RS11415	28	45	68	37	39	48	25	55	35	26	64	31
HC660_RS11420	257	386	439	521	414	449	439	780	398	296	547	357
HC660_RS11425	129	186	206	257	192	191	210	389	160	132	281	133
HC660_RS11430	357	575	627	662	501	490	628	1085	462	393	853	378
HC660_RS11435	41	106	171	126	87	109	60	141	92	51	81	89
HC660_RS11440	1036	315	634	500	895	692	111	321	536	620	214	767
HC660_RS11445	1316	614	840	619	1100	1129	365	757	902	1881	471	1150
HC660_RS11450	641	618	658	1034	1400	1228	738	1519	752	571	607	928
HC660_RS11455	103	174	171	199	254	214	84	224	162	199	250	180
HC660_RS11460	833	1607	1557	1523	1526	1412	1158	2430	1220	1526	2528	1093
HC660_RS11465	353	564	693	580	632	596	254	681	405	585	778	443
HC660_RS11470	1793	3376	2789	4051	2360	2345	3941	5531	2763	1961	4802	2099
HC660_RS11475	735	1275	1091	1546	863	960	1334	1929	1063	787	1814	842
HC660_RS11480	1030	988	938	959	842	1040	912	1329	1032	893	1282	978
HC660_RS11485	661	867	858	1059	666	821	719	1049	743	711	1114	761
HC660_RS11490	111	147	262	200	193	232	39	153	188	177	211	288
HC660_RS11495	732	803	746	888	1151	1019	652	1514	828	878	886	847
HC660_RS11500	6	2	3	2	13	2	4	6	19	3	0	2
HC660_RS11505	5	6	12	5	12	21	9	9	10	4	12	1
HC660_RS11510	7	10	16	4	17	18	18	27	31	12	19	7
HC660_RS11515	200	122	104	130	216	196	157	363	194	296	218	200
HC660_RS11520	108	135	97	134	151	142	150	359	94	225	240	146
HC660_RS11525	67	82	153	146	111	130	86	170	99	105	145	78
HC660_RS11530	1	0	0	0	0	0	0	1	1	0	0	0
HC660_RS11535	37	16	32	15	23	18	9	21	33	25	27	12
HC660_RS11540	1801	1156	1982	1465	1970	1641	1214	2122	1669	1317	1142	1303
HC660_RS11545	454	968	1020	1325	1024	972	1545	2411	1037	866	1559	708
HC660_RS11550	779	1696	1867	2250	1028	1358	2868	4596	1187	967	3196	718
HC660_RS11555	315	795	964	984	392	508	1270	2206	439	542	1572	341
HC660_RS11560	926	1772	2399	1873	988	1288	2278	4473	1165	1422	3159	824
HC660_RS11565	172	82	164	100	250	168	57	96	143	258	113	230
HC660_RS11570	325	220	372	436	899	900	219	421	515	606	257	541
HC660_RS11575	53	47	95	100	167	144	8	48	75	67	46	72
HC660_RS11580	478	514	573	873	1044	1125	401	789	802	682	455	764
HC660_RS11585	2445	1782	1644	1605	2580	2045	1127	2252	2149	2286	1536	2528
HC660_RS11590	614	511	536	588	677	565	502	1053	589	510	566	497
HC660_RS11595	29	38	44	27	26	31	27	22	48	19	45	24
HC660_RS11600	7	5	0	7	2	8	10	7	9	3	9	4
HC660_RS11605	3	1	2	1	7	10	5	5	8	2	6	4
HC660_RS11610	2	3	3	2	8	18	4	7	5	10	7	6
HC660_RS11615	0	2	0	0	0	4	1	2	7	2	1	0
HC660_RS11620	1	0	2	2	0	1	0	3	2	1	1	1
HC660_RS11625	0	1	1	2	2	5	0	0	5	0	0	6
HC660_RS11630	135	231	215	284	329	264	148	291	281	149	234	175
HC660_RS11635	70	133	119	137	219	129	90	135	135	76	122	123
HC660_RS11640	46	50	69	74	157	117	25	54	56	32	67	61
HC660_RS11645	5	10	6	3	11	52	8	13	34	6	16	5
HC660_RS11650	937	952	905	1012	1285	1352	1448	2104	1228	941	1454	995
HC660_RS11655	683	715	587	964	983	1017	888	1448	973	750	1096	822
HC660_RS11660	278	229	420	281	546	443	126	375	282	266	249	305
HC660_RS11665	26	18	15	16	16	16	12	21	14	22	24	7
HC660_RS11670	3282	1543	2727	1335	2920	2113	479	1486	1756	1499	769	1545
HC660_RS11675	26	15	32	28	33	26	17	34	25	37	34	24
HC660_RS11680	37	8	13	18	18	17	8	17	8	13	6	13
HC660_RS11685	2295	1737	1599	1230	1528	1407	1541	2147	2100	1353	1768	1552
HC660_RS11690	1158	1009	1080	759	725	691	803	1151	897	675	1053	686
HC660_RS11695	984	790	584	416	380	338	656	1452	569	488	649	344
HC660_RS11700	373	349	370	237	160	177	305	643	256	183	378	165
HC660_RS11705	111	96	112	87	89	78	97	179	89	64	102	64
HC660_RS11710	717	718	795	686	620	633	790	1342	743	481	785	441
HC660_RS11715	281	382	428	409	242	289	356	594	315	177	387	187
HC660_RS11720	1	1	2	0	1	1	0	0	1	0	1	0
HC660_RS11725	323	401	269	691	682	711	305	531	445	381	229	376
HC660_RS11730	6	16	8	10	20	7	7	15	10	2	8	9
HC660_RS11735	254	253	407	230	328	324	126	248	258	197	227	216
HC660_RS11740	225	142	187	197	209	204	143	217	187	214	143	200
HC660_RS11745	128	176	172	169	211	173	156	257	173	194	197	151
HC660_RS11750	60	162	233	163	88	84	151	273	92	77	203	74
HC660_RS11755	41	42	55	59	47	33	52	70	33	32	69	47
HC660_RS11760	26	54	57	55	46	34	32	52	46	30	61	31
HC660_RS11765	6	0	2	3	5	5	5	3	9	3	11	11
HC660_RS11770	18	6	12	7	43	15	14	21	41	43	29	20
HC660_RS11775	84	88	119	65	88	61	22	86	55	46	60	68
HC660_RS11780	159	197	225	197	118	147	105	266	116	126	245	102
HC660_RS11785	98	62	70	68	125	124	73	103	151	99	72	135
HC660_RS11790	307	219	209	277	497	547	200	379	390	386	246	468
HC660_RS11795	312	235	230	313	421	382	271	488	360	308	256	282
HC660_RS11800	84	59	66	86	95	110	95	124	106	64	70	80
HC660_RS11805	157	94	109	147	155	171	144	165	216	173	125	199
HC660_RS11810	58	46	61	95	79	86	46	93	75	55	41	43
HC660_RS11815	75	84	84	95	82	100	72	137	88	76	83	68
HC660_RS11820	154	215	243	345	371	346	171	346	263	168	239	229
HC660_RS11825	707	1004	574	1015	966	1042	829	1235	1164	742	752	963
HC660_RS11830	365	244	260	313	309	261	185	328	337	500	312	441
HC660_RS11835	14	12	10	10	24	16	11	12	16	5	6	14
HC660_RS11840	69	78	80	105	158	130	106	193	100	94	102	71
HC660_RS11845	1788	1561	1354	2493	2549	2544	1895	3101	2063	1631	1496	1670
HC660_RS11850	22	23	42	74	73	64	10	45	21	27	34	25
HC660_RS11855	2338	3371	2847	5017	4712	4282	3717	6221	3253	2174	2934	2444
HC660_RS11860	143	180	272	186	180	165	133	269	138	118	202	109
HC660_RS11865	281	202	814	433	667	628	196	427	367	348	486	491
HC660_RS11870	1667	1670	2643	2265	2468	2286	1721	2919	2273	1940	2436	1862
HC660_RS11875	549	579	579	689	441	618	574	684	723	571	583	624
HC660_RS11880	1732	2389	1993	2415	2768	2556	1948	3230	2187	1823	2159	1901
HC660_RS11885	622	911	1095	1120	977	1125	468	880	763	671	957	680
HC660_RS11890	0	0	0	2	1	1	5	0	1	4	4	0
HC660_RS11895	1	0	0	0	0	0	0	3	2	2	0	1
HC660_RS11900	36	49	96	87	65	83	29	66	47	52	76	58
HC660_RS11905	384	240	363	317	370	355	148	322	254	435	331	319
HC660_RS11910	203	272	128	146	167	348	106	438	195	190	289	332
HC660_RS11915	66	133	57	63	43	94	25	156	68	52	136	87
HC660_RS11920	150	290	73	161	169	320	56	425	252	191	223	388
HC660_RS11925	457	192	371	364	533	620	144	278	477	592	154	682
HC660_RS11930	808	908	3488	1159	1931	1677	906	1157	927	1041	1863	1234
HC660_RS11935	2098	2110	3860	1576	1553	2228	1812	2379	2170	1817	2740	1863
HC660_RS11940	62	81	191	120	113	101	48	86	93	55	110	98
HC660_RS11945	856	1330	1099	1296	1592	1019	1652	2872	1119	554	1333	762
HC660_RS11950	608	969	895	978	1043	739	1322	2030	737	325	1139	488
HC660_RS11955	641	651	735	754	1006	698	1024	1667	748	421	802	548
HC660_RS11960	564	736	738	1015	1127	764	1013	1708	744	426	751	514
HC660_RS11965	356	492	620	467	654	473	533	1053	459	240	537	329
HC660_RS11970	606	997	1217	1076	1064	724	1194	1899	742	371	1002	529
HC660_RS11975	360	520	844	655	829	547	466	789	434	278	561	404
HC660_RS11980	447	558	579	702	595	558	704	1265	615	448	701	489
HC660_RS11985	10	5	10	1	13	27	0	5	14	4	3	19
HC660_RS11990	49	55	39	49	98	81	31	62	99	61	43	50
HC660_RS11995	75	71	60	56	98	112	47	47	129	34	61	64
HC660_RS12000	34	24	41	38	31	57	26	37	66	22	29	28
HC660_RS12005	30	55	38	35	51	63	22	42	54	40	27	26
HC660_RS12010	39	25	17	26	38	36	20	20	45	17	33	31
HC660_RS12015	63	66	67	46	67	120	40	38	89	32	56	46
HC660_RS12020	415	350	486	447	721	706	303	468	412	397	359	376
HC660_RS12025	55	49	53	56	30	60	38	90	42	84	104	73
HC660_RS12030	43	18	41	31	27	29	30	49	44	42	48	36
HC660_RS12035	8	7	3	4	6	2	2	8	2	3	12	2
HC660_RS12040	907	751	582	1003	1076	1137	925	1624	1281	989	917	744
HC660_RS12045	74	91	136	109	95	95	28	96	86	82	68	80
HC660_RS12050	556	715	769	856	1583	1095	323	817	576	689	499	615
HC660_RS12055	8	7	21	20	11	37	12	26	21	18	25	9
HC660_RS12060	766	801	719	830	892	928	1097	1873	888	774	1124	704
HC660_RS12065	94	92	122	111	90	115	142	272	128	99	216	92
HC660_RS12070	1901	1650	1824	1679	2386	2596	2221	3485	2583	1933	2166	1885
HC660_RS12075	3234	3108	3322	3141	3674	4059	3969	5971	3899	2829	4015	2719
HC660_RS12080	338	406	349	328	270	340	577	928	407	301	623	321
HC660_RS12085	66	192	187	146	94	97	239	395	105	120	319	87
HC660_RS12090	322	610	505	519	296	384	714	1308	389	463	998	272
HC660_RS12095	906	938	810	1198	1169	1297	1157	2294	998	1216	1315	846
HC660_RS12100	69	108	187	140	111	133	101	268	94	104	231	91
HC660_RS12105	1496	1212	2079	2303	2616	2634	1515	2289	2050	2288	2023	2712
HC660_RS12110	1229	1811	2703	2644	2199	2321	2066	3329	1721	1410	2965	1681
HC660_RS12115	111	121	166	144	185	241	110	251	148	135	159	146
HC660_RS12120	28	38	45	47	40	134	43	43	107	30	61	42
HC660_RS12125	25	36	65	17	28	51	26	53	43	50	49	17
HC660_RS12130	3	22	21	6	2	31	15	13	17	7	28	13
HC660_RS12135	10	19	21	4	4	18	6	16	21	9	20	11
HC660_RS12140	4	9	8	2	4	1	2	9	4	0	4	5
HC660_RS12145	2	0	3	0	2	1	0	0	3	0	0	0
HC660_RS12150	1	5	10	2	6	4	4	8	15	3	10	3
HC660_RS12155	17	7	13	8	6	18	12	25	23	7	16	6
HC660_RS12160	1	1	2	3	1	3	0	5	6	4	2	0
HC660_RS12165	2293	645	572	1246	1680	1786	878	1452	1878	1890	837	1902
HC660_RS12170	748	586	718	1079	1031	1248	616	845	886	699	714	946
HC660_RS12175	122	77	156	135	189	222	55	140	105	140	132	129
HC660_RS12180	9	8	4	8	16	20	2	3	17	3	1	8
HC660_RS12185	740	646	1463	711	750	675	491	932	702	547	816	479
HC660_RS12190	850	656	876	526	685	688	530	673	726	894	555	745
HC660_RS12195	90	41	52	51	32	64	46	62	60	76	97	53
HC660_RS12200	466	304	683	406	1049	700	169	454	435	472	298	481
HC660_RS12205	53	65	58	148	100	118	78	178	57	68	87	72
HC660_RS12210	235	65	188	89	201	182	35	55	164	221	49	164
HC660_RS12215	1617	1174	1433	1369	2612	2250	1476	1748	2298	1087	1111	1604
HC660_RS12220	1046	747	989	1016	1748	1622	1141	1316	1544	816	1006	1154
HC660_RS12225	624	672	832	960	1253	1109	773	1113	941	650	862	837
HC660_RS12230	43	25	37	30	29	32	9	30	25	11	38	26
HC660_RS12235	16	9	22	13	23	28	8	12	16	8	10	18
HC660_RS12240	14	11	21	26	39	38	2	12	21	19	9	27
HC660_RS12245	1069	251	634	426	783	763	230	432	664	847	292	799
HC660_RS12250	675	1294	191	810	993	1193	799	726	1897	731	318	3094
HC660_RS12255	47	105	21	65	71	72	39	65	71	40	35	96
HC660_RS12260	28	71	23	35	61	48	15	39	48	16	18	44
HC660_RS12265	1	3	0	5	3	11	2	4	4	2	1	2
HC660_RS12270	1	1	0	3	3	6	2	2	4	1	3	1
HC660_RS12275	3	10	6	3	4	3	3	7	2	6	4	7
HC660_RS12280	0	3	5	4	6	5	2	9	11	0	3	4
HC660_RS12285	3	4	3	1	2	5	3	2	5	1	7	1
HC660_RS12290	0	9	9	1	2	1	4	7	8	1	6	3
HC660_RS12295	2	1	2	0	1	3	6	2	7	0	4	0
HC660_RS12300	3	6	5	5	3	4	13	11	6	3	13	8
HC660_RS12305	12	15	14	11	4	7	9	36	5	8	19	1
HC660_RS21095	988	859	678	821	991	1058	749	1260	860	745	561	866
HC660_RS12315	1446	1700	1455	1741	1929	2032	1655	2316	1813	1674	1402	1644
HC660_RS12320	2834	3561	5004	2909	2792	3249	1443	2441	2808	2720	2420	2855
HC660_RS12325	1165	627	926	1066	1314	1386	580	829	1043	1342	663	871
HC660_RS12330	0	0	4	4	7	6	0	1	2	2	2	2
HC660_RS12335	1686	809	3481	2036	5448	3683	762	1065	2143	1741	704	1872
HC660_RS12340	453	482	926	526	1170	859	137	289	614	567	351	1055
HC660_RS12345	423	400	450	733	786	903	403	395	589	569	381	845
HC660_RS12350	144	257	318	306	297	253	80	149	283	274	213	303
HC660_RS12355	448	338	380	343	372	385	202	340	362	600	558	506
HC660_RS12360	652	957	1131	787	693	770	315	716	672	1008	1198	867
HC660_RS12365	44	70	94	52	42	38	32	72	64	46	68	43
HC660_RS12370	979	1231	1643	1222	1436	1296	1069	2002	1014	1234	1861	1096
HC660_RS12375	317	386	433	353	419	420	544	824	404	336	623	304
HC660_RS12380	11	41	38	37	31	27	17	55	24	29	41	24
HC660_RS12385	196	120	136	236	294	278	204	360	213	233	235	219
HC660_RS12390	78	29	20	56	80	81	43	57	63	113	43	62
HC660_RS12395	219	140	129	174	246	284	139	299	217	366	242	264
HC660_RS12400	557	71	119	229	328	286	71	158	324	358	99	467
HC660_RS12405	14	6	28	31	26	21	7	22	20	16	16	22
HC660_RS12410	10	12	17	13	18	21	5	10	7	9	9	10
HC660_RS12415	1830	698	831	944	964	1000	472	847	1003	1605	692	1380
HC660_RS12420	3002	957	848	1108	1470	1489	738	1313	1854	2230	986	2008
HC660_RS12425	90	111	83	121	78	70	89	147	89	97	130	60
HC660_RS12430	44	83	66	61	32	28	69	124	33	38	105	34
HC660_RS12435	15	24	24	23	24	11	23	54	26	23	27	21
HC660_RS12440	16	8	9	8	3	6	10	23	9	6	7	5
HC660_RS12445	30	17	16	18	10	6	19	56	16	7	14	15
HC660_RS12450	1856	3215	2742	3855	2634	3077	3843	6929	2797	3172	5254	2388
HC660_RS12455	89	97	64	192	188	190	112	202	171	96	83	89
HC660_RS12460	20037	8495	10182	26852	40096	40600	10701	14888	29262	27930	10065	45154
HC660_RS12465	271	312	255	428	499	543	290	394	377	318	233	389
HC660_RS12470	225	166	153	357	428	434	184	373	331	258	150	347
HC660_RS12475	3	10	5	5	3	14	3	14	5	7	7	5
HC660_RS12480	1254	1046	728	1600	1997	2102	1170	2109	1731	1641	1075	1268
HC660_RS12485	8	8	7	8	12	84	4	28	52	24	12	13
HC660_RS12490	464	253	375	443	673	563	208	399	458	489	292	397
HC660_RS12495	313	145	293	228	292	312	104	175	256	421	182	357
HC660_RS12500	472	327	550	360	424	459	189	343	412	501	327	457
HC660_RS12505	16	17	9	4	11	18	10	19	9	17	27	8
HC660_RS12510	2357	2693	2562	2053	2160	1998	2635	5477	2608	2498	3799	1833
HC660_RS12515	2085	3052	3133	2567	1757	1871	2843	6365	2083	2350	4752	1468
HC660_RS12520	4	2	0	7	8	5	4	9	14	9	9	7
HC660_RS12525	959	622	593	701	1046	1202	599	1106	1011	1430	710	877
HC660_RS12530	1013	749	604	758	859	1017	962	1430	1094	1374	1175	1366
HC660_RS12535	107	126	102	216	139	177	193	335	122	172	277	145
HC660_RS12540	1257	927	1219	1001	1764	1681	540	902	1935	2521	1159	2352
HC660_RS12545	2652	2747	3449	3747	5592	4233	2830	5502	3299	3033	3328	3285
HC660_RS12550	807	1677	2352	2109	1461	1418	1261	2544	1051	926	2023	793
HC660_RS12555	236	307	362	351	329	336	246	552	299	274	424	193
HC660_RS12560	644	614	575	946	790	1061	606	1053	814	812	723	792
HC660_RS12565	102	191	249	321	203	253	154	257	183	153	267	149
HC660_RS12570	675	1003	482	779	583	596	1393	1945	974	477	1056	811
HC660_RS12575	134	166	129	195	123	150	274	358	195	122	224	183
HC660_RS12580	213	454	767	556	425	442	384	958	206	236	698	206
HC660_RS12585	45	103	136	142	82	90	91	244	54	53	177	50
HC660_RS12590	331	830	974	1043	559	537	784	1655	446	357	1032	326
HC660_RS12595	251	338	471	422	326	336	260	543	283	257	366	254
HC660_RS12600	80	132	134	180	148	155	173	297	137	110	158	123
HC660_RS12605	200	246	252	387	392	380	322	488	315	180	224	281
HC660_RS12610	588	984	1127	1335	943	942	876	1643	762	639	1001	631
HC660_RS12615	961	1457	2129	2545	2751	2188	869	2165	1218	1169	1377	1119
HC660_RS12620	50	71	65	65	29	43	55	111	47	48	162	32
HC660_RS12625	9	12	6	19	5	12	14	29	20	9	41	12
