time_min,rep,relative_OD,group,treatment,time_h
500,SMG-1,-0.5825232812159133,SMG+0,DDAC,8.333333333333334
500,SMG-2,-0.624330607089887,SMG+0,DDAC,8.333333333333334
500,SMG-3,-0.5691386962637558,SMG+0,DDAC,8.333333333333334
520,SMG-1,-0.596439163710169,SMG+0,DDAC,8.666666666666666
520,SMG-2,-0.6558553025458117,SMG+0,DDAC,8.666666666666666
520,SMG-3,-0.5775591145399657,SMG+0,DDAC,8.666666666666666
540,SMG-1,-0.5504962591421896,SMG+0,DDAC,9
540,SMG-2,-0.6489845379038134,SMG+0,DDAC,9
540,SMG-3,-0.6056609475959259,SMG+0,DDAC,9
560,SMG-1,-0.6087178853518397,SMG+0,DDAC,9.333333333333334
560,SMG-2,-0.6571688390512624,SMG+0,DDAC,9.333333333333334
560,SMG-3,-0.6053566053277609,SMG+0,DDAC,9.333333333333334
580,SMG-1,-0.6005320810889091,SMG+0,DDAC,9.666666666666666
580,SMG-2,-0.6353440359914,SMG+0,DDAC,9.666666666666666
580,SMG-3,-0.6001826053608988,SMG+0,DDAC,9.666666666666666
600,SMG-1,-0.5939834071840158,SMG+0,DDAC,10
600,SMG-2,-0.6625240124446452,SMG+0,DDAC,10
600,SMG-3,-0.604139206020426,SMG+0,DDAC,10
620,SMG-1,-0.6015552951863197,SMG+0,DDAC,10.333333333333334
620,SMG-2,-0.6617156730220668,SMG+0,DDAC,10.333333333333334
620,SMG-3,-0.6190524609153298,SMG+0,DDAC,10.333333333333334
640,SMG-1,-0.5667655584561291,SMG+0,DDAC,10.666666666666666
640,SMG-2,-0.6329190779486247,SMG+0,DDAC,10.666666666666666
640,SMG-3,-0.6185452137234958,SMG+0,DDAC,10.666666666666666
660,SMG-1,-0.6054435636466678,SMG+0,DDAC,11
660,SMG-2,-0.6557542751742294,SMG+0,DDAC,11
660,SMG-3,-0.616414727142311,SMG+0,DDAC,11
680,SMG-1,-0.5956205680366017,SMG+0,DDAC,11.333333333333334
680,SMG-2,-0.6304940897933692,SMG+0,DDAC,11.333333333333334
680,SMG-3,-0.5915593123956983,SMG+0,DDAC,11.333333333333334
700,SMG-1,-0.5793512687226622,SMG+0,DDAC,11.666666666666666
700,SMG-2,-0.6578761209897784,SMG+0,DDAC,11.666666666666666
700,SMG-3,-0.6210814799173403,SMG+0,DDAC,11.666666666666666
720,SMG-1,-0.589071924626257,SMG+0,DDAC,12
720,SMG-2,-0.662928152043454,SMG+0,DDAC,12
720,SMG-3,-0.5937912060867004,SMG+0,DDAC,12
740,SMG-1,-0.585388305084301,SMG+0,DDAC,12.333333333333334
740,SMG-2,-0.6384763060851725,SMG+0,DDAC,12.333333333333334
740,SMG-3,-0.6249365827630168,SMG+0,DDAC,12.333333333333334
760,SMG-1,-0.6078993201728211,SMG+0,DDAC,12.666666666666666
760,SMG-2,-0.6534303445030364,SMG+0,DDAC,12.666666666666666
760,SMG-3,-0.6009942250555742,SMG+0,DDAC,12.666666666666666
780,SMG-1,-0.5701422198677724,SMG+0,DDAC,13
780,SMG-2,-0.6380721363738826,SMG+0,DDAC,13
780,SMG-3,-0.6139799285276399,SMG+0,DDAC,13
800,SMG-1,-0.5873324545617494,SMG+0,DDAC,13.333333333333334
800,SMG-2,-0.6543397112971973,SMG+0,DDAC,13.333333333333334
800,SMG-3,-0.5933854264740407,SMG+0,DDAC,13.333333333333334
820,SMG-1,-0.611378290796385,SMG+0,DDAC,13.666666666666666
820,SMG-2,-0.6565626145968078,SMG+0,DDAC,13.666666666666666
820,SMG-3,-0.5971390919752203,SMG+0,DDAC,13.666666666666666
840,SMG-1,-0.6238616613564477,SMG+0,DDAC,14
840,SMG-2,-0.6498939046979744,SMG+0,DDAC,14
840,SMG-3,-0.6362990770804092,SMG+0,DDAC,14
860,SMG-1,-0.6073876826295665,SMG+0,DDAC,14.333333333333334
860,SMG-2,-0.6648479431158382,SMG+0,DDAC,14.333333333333334
860,SMG-3,-0.6005884152082369,SMG+0,DDAC,14.333333333333334
880,SMG-1,-0.5856952632146147,SMG+0,DDAC,14.666666666666666
880,SMG-2,-0.6662625069928712,SMG+0,DDAC,14.666666666666666
880,SMG-3,-0.6014000349029124,SMG+0,DDAC,14.666666666666666
900,SMG-1,-0.57679320298458725,SMG+0,DDAC,15
900,SMG-2,-0.6206931399132434,SMG+0,DDAC,15
900,SMG-3,-0.6242264306475146,SMG+0,DDAC,15
920,SMG-1,-0.6027831582021216,SMG+0,DDAC,15.333333333333334
920,SMG-2,-0.6728301594076425,SMG+0,DDAC,15.333333333333334
920,SMG-3,-0.6326468489237245,SMG+0,DDAC,15.333333333333334
940,SMG-1,-0.6188478390922185,SMG+0,DDAC,15.666666666666666
940,SMG-2,-0.6627260973002901,SMG+0,DDAC,15.666666666666666
940,SMG-3,-0.6424875714309384,SMG+0,DDAC,15.666666666666666
960,SMG-1,-0.6080016293847428,SMG+0,DDAC,16
960,SMG-2,-0.6279680742665305,SMG+0,DDAC,16
960,SMG-3,-0.595008635628714,SMG+0,DDAC,16
980,SMG-1,-0.6217128629606073,SMG+0,DDAC,16.333333333333332
980,SMG-2,-0.6742447232846744,SMG+0,DDAC,16.333333333333332
980,SMG-3,-0.6330526587710616,SMG+0,DDAC,16.333333333333332
1000,SMG-1,-0.6206896488631966,SMG+0,DDAC,16.666666666666668
1000,SMG-2,-0.6643427460329671,SMG+0,DDAC,16.666666666666668
1000,SMG-3,-0.6350816777730732,SMG+0,DDAC,16.666666666666668
1020,SMG-1,-0.6204849999448045,SMG+0,DDAC,17
1020,SMG-2,-0.6641406611773221,SMG+0,DDAC,17
1020,SMG-3,-0.6476615713978018,SMG+0,DDAC,17
1040,SMG-1,-0.6172106782396327,SMG+0,DDAC,17.333333333333332
1040,SMG-2,-0.6726280745519975,SMG+0,DDAC,17.333333333333332
1040,SMG-3,-0.6352845826967423,SMG+0,DDAC,17.333333333333332
1060,SMG-1,-0.6292847509629113,SMG+0,DDAC,17.666666666666668
1060,SMG-2,-0.6643427460329671,SMG+0,DDAC,17.666666666666668
1060,SMG-3,-0.6378208488905867,SMG+0,DDAC,17.666666666666668
1080,SMG-1,-0.6324567634561624,SMG+0,DDAC,18
1080,SMG-2,-0.6644437734045494,SMG+0,DDAC,18
1080,SMG-3,-0.6228061264165095,SMG+0,DDAC,18
1100,SMG-1,-0.6289777928325975,SMG+0,DDAC,18.333333333333332
1100,SMG-2,-0.6595938272065177,SMG+0,DDAC,18.333333333333332
1100,SMG-3,-0.6231104989193519,SMG+0,DDAC,18.333333333333332
1120,SMG-1,-0.6273406319800116,SMG+0,DDAC,18.666666666666668
1120,SMG-2,-0.6739416110574471,SMG+0,DDAC,18.666666666666668
1120,SMG-3,-0.619458270762667,SMG+0,DDAC,18.666666666666668
1140,SMG-1,-0.6312289004403596,SMG+0,DDAC,19
1140,SMG-2,-0.6672729312710947,SMG+0,DDAC,19
1140,SMG-3,-0.6484731608577986,SMG+0,DDAC,19
1160,SMG-1,-0.6259081200458178,SMG+0,DDAC,19.333333333333332
1160,SMG-2,-0.6731332716348686,SMG+0,DDAC,19.333333333333332
1160,SMG-3,-0.6472557615504635,SMG+0,DDAC,19.333333333333332
1180,SMG-1,-0.6317405074890645,SMG+0,DDAC,19.666666666666668
1180,SMG-2,-0.6820248547208327,SMG+0,DDAC,19.666666666666668
1180,SMG-3,-0.6512123319753121,SMG+0,DDAC,19.666666666666668
1200,SMG-1,-0.6245779173235446,SMG+0,DDAC,20
1200,SMG-2,-0.6582802907010671,SMG+0,DDAC,20
1200,SMG-3,-0.57532719061428506,SMG+0,DDAC,20
1220,SMG-1,-0.6429960150333245,SMG+0,DDAC,20.333333333333332
1220,SMG-2,-0.6720218199850629,SMG+0,DDAC,20.333333333333332
1220,SMG-3,-0.654357312940164,SMG+0,DDAC,20.333333333333332
0,SMG+SR（6.5 Gy）-1,0,SMG+6.5,DDAC,0
0,SMG+SR（6.5 Gy）-2,0,SMG+6.5,DDAC,0
0,SMG+SR（6.5 Gy）-3,0,SMG+6.5,DDAC,0
20,SMG+SR（6.5 Gy）-1,-0.13009222130642112,SMG+6.5,DDAC,0.3333333333333333
20,SMG+SR（6.5 Gy）-2,-0.13035459144826583,SMG+6.5,DDAC,0.3333333333333333
20,SMG+SR（6.5 Gy）-3,-0.14801480584408114,SMG+6.5,DDAC,0.3333333333333333
40,SMG+SR（6.5 Gy）-1,-0.2100134816354429,SMG+6.5,DDAC,0.6666666666666666
40,SMG+SR（6.5 Gy）-2,-0.2094691613147396,SMG+6.5,DDAC,0.6666666666666666
40,SMG+SR（6.5 Gy）-3,-0.23452344717647802,SMG+6.5,DDAC,0.6666666666666666
60,SMG+SR（6.5 Gy）-1,-0.2866175923603246,SMG+6.5,DDAC,1
60,SMG+SR（6.5 Gy）-2,-0.26880504290245594,SMG+6.5,DDAC,1
60,SMG+SR（6.5 Gy）-3,-0.32013202795642104,SMG+6.5,DDAC,1
80,SMG+SR（6.5 Gy）-1,-0.3468435549503302,SMG+6.5,DDAC,1.3333333333333333
80,SMG+SR（6.5 Gy）-2,-0.3143062084548804,SMG+6.5,DDAC,1.3333333333333333
80,SMG+SR（6.5 Gy）-3,-0.3908390896315818,SMG+6.5,DDAC,1.3333333333333333
100,SMG+SR（6.5 Gy）-1,-0.3870633142580348,SMG+6.5,DDAC,1.6666666666666667
100,SMG+SR（6.5 Gy）-2,-0.3566304549200307,SMG+6.5,DDAC,1.6666666666666667
100,SMG+SR（6.5 Gy）-3,-0.4252425168122771,SMG+6.5,DDAC,1.6666666666666667
120,SMG+SR（6.5 Gy）-1,-0.4197159341562367,SMG+6.5,DDAC,2
120,SMG+SR（6.5 Gy）-2,-0.37579422213646196,SMG+6.5,DDAC,2
120,SMG+SR（6.5 Gy）-3,-0.47484748328190757,SMG+6.5,DDAC,2
140,SMG+SR（6.5 Gy）-1,-0.4453197965026835,SMG+6.5,DDAC,2.3333333333333335
140,SMG+SR（6.5 Gy）-2,-0.4124820485135884,SMG+6.5,DDAC,2.3333333333333335
140,SMG+SR（6.5 Gy）-3,-0.5188518842137878,SMG+6.5,DDAC,2.3333333333333335
160,SMG+SR（6.5 Gy）-1,-0.467502832873442,SMG+6.5,DDAC,2.6666666666666665
160,SMG+SR（6.5 Gy）-2,-0.4118671885341135,SMG+6.5,DDAC,2.6666666666666665
160,SMG+SR（6.5 Gy）-3,-0.5087508668872495,SMG+6.5,DDAC,2.6666666666666665
180,SMG+SR（6.5 Gy）-1,-0.47942363845985575,SMG+6.5,DDAC,3
180,SMG+SR（6.5 Gy）-2,-0.4344127467205074,SMG+6.5,DDAC,3
180,SMG+SR（6.5 Gy）-3,-0.5301530120822359,SMG+6.5,DDAC,3
200,SMG+SR（6.5 Gy）-1,-0.4907225093883347,SMG+6.5,DDAC,3.3333333333333335
200,SMG+SR（6.5 Gy）-2,-0.4544988649890018,SMG+6.5,DDAC,3.3333333333333335
200,SMG+SR（6.5 Gy）-3,-0.532653259764307,SMG+6.5,DDAC,3.3333333333333335
220,SMG+SR（6.5 Gy）-1,-0.504820148063204,SMG+6.5,DDAC,3.6666666666666665
220,SMG+SR（6.5 Gy）-2,-0.4540889379750677,SMG+6.5,DDAC,3.6666666666666665
220,SMG+SR（6.5 Gy）-3,-0.5401540028105214,SMG+6.5,DDAC,3.6666666666666665
240,SMG+SR（6.5 Gy）-1,-0.5143567987109032,SMG+6.5,DDAC,4
240,SMG+SR（6.5 Gy）-2,-0.442918594823216,SMG+6.5,DDAC,4
240,SMG+SR（6.5 Gy）-3,-0.5699569814094789,SMG+6.5,DDAC,4
260,SMG+SR（6.5 Gy）-1,-0.512179934729607,SMG+6.5,DDAC,4.333333333333333
260,SMG+SR（6.5 Gy）-2,-0.46618157109613223,SMG+6.5,DDAC,4.333333333333333
260,SMG+SR（6.5 Gy）-3,-0.5477547724549875,SMG+6.5,DDAC,4.333333333333333
280,SMG+SR（6.5 Gy）-1,-0.5248263513455068,SMG+6.5,DDAC,4.666666666666667
280,SMG+SR（6.5 Gy）-2,-0.4585980740454866,SMG+6.5,DDAC,4.666666666666667
280,SMG+SR（6.5 Gy）-3,-0.5593559205075864,SMG+6.5,DDAC,4.666666666666667
300,SMG+SR（6.5 Gy）-1,-0.5260702824470591,SMG+6.5,DDAC,5
300,SMG+SR（6.5 Gy）-2,-0.48524284128836637,SMG+6.5,DDAC,5
300,SMG+SR（6.5 Gy）-3,-0.5749574767736212,SMG+6.5,DDAC,5
320,SMG+SR（6.5 Gy）-1,-0.5344666783647556,SMG+6.5,DDAC,5.333333333333333
320,SMG+SR（6.5 Gy）-2,-0.467923715093212,SMG+6.5,DDAC,5.333333333333333
320,SMG+SR（6.5 Gy）-3,-0.571057095158438,SMG+6.5,DDAC,5.333333333333333
340,SMG+SR（6.5 Gy）-1,-0.529905659444745,SMG+6.5,DDAC,5.666666666666667
340,SMG+SR（6.5 Gy）-2,-0.49200654539399524,SMG+6.5,DDAC,5.666666666666667
340,SMG+SR（6.5 Gy）-3,-0.5680568039010137,SMG+6.5,DDAC,5.666666666666667
360,SMG+SR（6.5 Gy）-1,-0.5446252636703908,SMG+6.5,DDAC,6
360,SMG+SR（6.5 Gy）-2,-0.48585776235069256,SMG+6.5,DDAC,6
360,SMG+SR（6.5 Gy）-3,-0.5779577978363496,SMG+6.5,DDAC,6
380,SMG+SR（6.5 Gy）-1,-0.5392349882421854,SMG+6.5,DDAC,6.333333333333333
380,SMG+SR（6.5 Gy）-2,-0.48841976037563944,SMG+6.5,DDAC,6.333333333333333
380,SMG+SR（6.5 Gy）-3,-0.5810580858867236,SMG+6.5,DDAC,6.333333333333333
400,SMG+SR（6.5 Gy）-1,-0.5425520760606438,SMG+6.5,DDAC,6.666666666666667
400,SMG+SR（6.5 Gy）-2,-0.5158843816463862,SMG+6.5,DDAC,6.666666666666667
400,SMG+SR（6.5 Gy）-3,-0.5933593307111821,SMG+6.5,DDAC,6.666666666666667
420,SMG+SR（6.5 Gy）-1,-0.5447289091491003,SMG+6.5,DDAC,7
420,SMG+SR（6.5 Gy）-2,-0.4772494172237877,SMG+6.5,DDAC,7
420,SMG+SR（6.5 Gy）-3,-0.5956595550020509,SMG+6.5,DDAC,7
440,SMG+SR（6.5 Gy）-1,-0.5516740830078254,SMG+6.5,DDAC,7.333333333333333
440,SMG+SR（6.5 Gy）-2,-0.48913711737931037,SMG+6.5,DDAC,7.333333333333333
440,SMG+SR（6.5 Gy）-3,-0.5874587449892809,SMG+6.5,DDAC,7.333333333333333
460,SMG+SR（6.5 Gy）-1,-0.5476313841598819,SMG+6.5,DDAC,7.666666666666667
460,SMG+SR（6.5 Gy）-2,-0.5091207080821836,SMG+6.5,DDAC,7.666666666666667
460,SMG+SR（6.5 Gy）-3,-0.5668566933591039,SMG+6.5,DDAC,7.666666666666667
480,SMG+SR（6.5 Gy）-1,-0.5579972913157759,SMG+6.5,DDAC,8
480,SMG+SR（6.5 Gy）-2,-0.47858163420693356,SMG+6.5,DDAC,8
480,SMG+SR（6.5 Gy）-3,-0.5975597623158192,SMG+6.5,DDAC,8
500,SMG+SR（6.5 Gy）-1,-0.5592412224173282,SMG+6.5,DDAC,8.333333333333334
500,SMG+SR（6.5 Gy）-2,-0.5246976597388329,SMG+6.5,DDAC,8.333333333333334
500,SMG+SR（6.5 Gy）-3,-0.5774577244556923,SMG+6.5,DDAC,8.333333333333334
520,SMG+SR（6.5 Gy）-1,-0.5567533911070635,SMG+6.5,DDAC,8.666666666666666
520,SMG+SR（6.5 Gy）-2,-0.4974380019750531,SMG+6.5,DDAC,8.666666666666666
520,SMG+SR（6.5 Gy）-3,-0.6155615396656725,SMG+6.5,DDAC,8.666666666666666
540,SMG+SR（6.5 Gy）-1,-0.5572716802862898,SMG+6.5,DDAC,9
540,SMG+SR（6.5 Gy）-2,-0.4950809369156471,SMG+6.5,DDAC,9
540,SMG+SR（6.5 Gy）-3,-0.5985598494665267,SMG+6.5,DDAC,9
560,SMG+SR（6.5 Gy）-1,-0.5681559075142509,SMG+6.5,DDAC,9.333333333333334
560,SMG+SR（6.5 Gy）-2,-0.4885222268584104,SMG+6.5,DDAC,9.333333333333334
560,SMG+SR（6.5 Gy）-3,-0.602160210897558,SMG+6.5,DDAC,9.333333333333334
580,SMG+SR（6.5 Gy）-1,-0.5629729230434636,SMG+6.5,DDAC,9.666666666666666
580,SMG+SR（6.5 Gy）-2,-0.4848329753572837,SMG+6.5,DDAC,9.666666666666666
580,SMG+SR（6.5 Gy）-3,-0.6047604553725787,SMG+6.5,DDAC,9.666666666666666
600,SMG+SR（6.5 Gy）-1,-0.5565460692568046,SMG+6.5,DDAC,10
600,SMG+SR（6.5 Gy）-2,-0.5301291163198897,SMG+6.5,DDAC,10
600,SMG+SR（6.5 Gy）-3,-0.6082608200106604,SMG+6.5,DDAC,10
620,SMG+SR（6.5 Gy）-1,-0.5657717216826958,SMG+6.5,DDAC,10.333333333333334
620,SMG+SR（6.5 Gy）-2,-0.5319737573411657,SMG+6.5,DDAC,10.333333333333334
620,SMG+SR（6.5 Gy）-3,-0.5811581124849764,SMG+6.5,DDAC,10.333333333333334
640,SMG+SR（6.5 Gy）-1,-0.5679485856639921,SMG+6.5,DDAC,10.666666666666666
640,SMG+SR（6.5 Gy）-2,-0.5224431222450491,SMG+6.5,DDAC,10.666666666666666
640,SMG+SR（6.5 Gy）-3,-0.5725572556898028,SMG+6.5,DDAC,10.666666666666666
660,SMG+SR（6.5 Gy）-1,-0.5713693189611599,SMG+6.5,DDAC,11
660,SMG+SR（6.5 Gy）-2,-0.5395572849332363,SMG+6.5,DDAC,11
660,SMG+SR（6.5 Gy）-3,-0.5873587183910284,SMG+6.5,DDAC,11
680,SMG+SR（6.5 Gy）-1,-0.5650461106532105,SMG+6.5,DDAC,11.333333333333334
680,SMG+SR（6.5 Gy）-2,-0.5294117593162188,SMG+6.5,DDAC,11.333333333333334
680,SMG+SR（6.5 Gy）-3,-0.5949594880354955,SMG+6.5,DDAC,11.333333333333334
700,SMG+SR（6.5 Gy）-1,-0.57593033788117165,SMG+6.5,DDAC,11.666666666666666
700,SMG+SR（6.5 Gy）-2,-0.5363803963873884,SMG+6.5,DDAC,11.666666666666666
700,SMG+SR（6.5 Gy）-3,-0.5697569580182766,SMG+6.5,DDAC,11.666666666666666
720,SMG+SR（6.5 Gy）-1,-0.5708510297819337,SMG+6.5,DDAC,12
720,SMG+SR（6.5 Gy）-2,-0.5407870354336123,SMG+6.5,DDAC,12
720,SMG+SR（6.5 Gy）-3,-0.6172617235882395,SMG+6.5,DDAC,12
740,SMG+SR（6.5 Gy）-1,-0.5708510297819337,SMG+6.5,DDAC,12.333333333333334
740,SMG+SR（6.5 Gy）-2,-0.5506251310608921,SMG+6.5,DDAC,12.333333333333334
740,SMG+SR（6.5 Gy）-3,-0.6128612685923991,SMG+6.5,DDAC,12.333333333333334
760,SMG+SR（6.5 Gy）-1,-0.5677412638137331,SMG+6.5,DDAC,12.666666666666666
760,SMG+SR（6.5 Gy）-2,-0.5445787839589341,SMG+6.5,DDAC,12.666666666666666
760,SMG+SR（6.5 Gy）-3,-0.5839583803511994,SMG+6.5,DDAC,12.666666666666666
780,SMG+SR（6.5 Gy）-1,-0.5701254187524486,SMG+6.5,DDAC,13
780,SMG+SR（6.5 Gy）-2,-0.5697888677358971,SMG+6.5,DDAC,13
780,SMG+SR（6.5 Gy）-3,-0.6368636880677092,SMG+6.5,DDAC,13
800,SMG+SR（6.5 Gy）-1,-0.5819425788601527,SMG+6.5,DDAC,13.333333333333334
800,SMG+SR（6.5 Gy）-2,-0.5509325610506299,SMG+6.5,DDAC,13.333333333333334
800,SMG+SR（6.5 Gy）-3,-0.6291629216302934,SMG+6.5,DDAC,13.333333333333334
820,SMG+SR（6.5 Gy）-1,-0.5817352570098949,SMG+6.5,DDAC,13.666666666666666
820,SMG+SR（6.5 Gy）-2,-0.5683541537285551,SMG+6.5,DDAC,13.666666666666666
820,SMG+SR（6.5 Gy）-3,-0.6067606594792967,SMG+6.5,DDAC,13.666666666666666
840,SMG+SR（6.5 Gy）-1,-0.5823571916678307,SMG+6.5,DDAC,14
840,SMG+SR（6.5 Gy）-2,-0.5911047365047675,SMG+6.5,DDAC,14
840,SMG+SR（6.5 Gy）-3,-0.5879587885646351,SMG+6.5,DDAC,14
860,SMG+SR（6.5 Gy）-1,-0.5830828026973159,SMG+6.5,DDAC,14.333333333333334
860,SMG+SR（6.5 Gy）-2,-0.5649723322171665,SMG+6.5,DDAC,14.333333333333334
860,SMG+SR（6.5 Gy）-3,-0.6290628950320398,SMG+6.5,DDAC,14.333333333333334
880,SMG+SR（6.5 Gy）-1,-0.5845340556491271,SMG+6.5,DDAC,14.666666666666666
880,SMG+SR（6.5 Gy）-2,-0.5432465669757882,SMG+6.5,DDAC,14.666666666666666
880,SMG+SR（6.5 Gy）-3,-0.6262626271658176,SMG+6.5,DDAC,14.666666666666666
900,SMG+SR（6.5 Gy）-1,-0.5811132914591183,SMG+6.5,DDAC,15
900,SMG+SR（6.5 Gy）-2,-0.5377126439119605,SMG+6.5,DDAC,15
900,SMG+SR（6.5 Gy）-3,-0.5884588321399884,SMG+6.5,DDAC,15
920,SMG+SR（6.5 Gy）-1,-0.5775888817904009,SMG+6.5,DDAC,15.333333333333334
920,SMG+SR（6.5 Gy）-2,-0.5758352148378549,SMG+6.5,DDAC,15.333333333333334
920,SMG+SR（6.5 Gy）-3,-0.6178617937618455,SMG+6.5,DDAC,15.333333333333334
940,SMG+SR（6.5 Gy）-1,-0.5817352570098949,SMG+6.5,DDAC,15.666666666666666
940,SMG+SR（6.5 Gy）-2,-0.5608731231606805,SMG+6.5,DDAC,15.666666666666666
940,SMG+SR（6.5 Gy）-3,-0.6515651539759861,SMG+6.5,DDAC,15.666666666666666
960,SMG+SR（6.5 Gy）-1,-0.5728205719129712,SMG+6.5,DDAC,16
960,SMG+SR（6.5 Gy）-2,-0.5685591172355221,SMG+6.5,DDAC,16
960,SMG+SR（6.5 Gy）-3,-0.6171616969899858,SMG+6.5,DDAC,16
980,SMG+SR（6.5 Gy）-1,-0.5809059696088594,SMG+6.5,DDAC,16.333333333333332
980,SMG+SR（6.5 Gy）-2,-0.5551342365898857,SMG+6.5,DDAC,16.333333333333332
980,SMG+SR（6.5 Gy）-3,-0.6085608401948123,SMG+6.5,DDAC,16.333333333333332
1000,SMG+SR（6.5 Gy）-1,-0.5669119764126986,SMG+6.5,DDAC,16.666666666666668
1000,SMG+SR（6.5 Gy）-2,-0.5637425511753654,SMG+6.5,DDAC,16.666666666666668
1000,SMG+SR（6.5 Gy）-3,-0.6370637114589115,SMG+6.5,DDAC,16.666666666666668
1020,SMG+SR（6.5 Gy）-1,-0.5825645135180886,SMG+6.5,DDAC,17
1020,SMG+SR（6.5 Gy）-2,-0.5704037582567981,SMG+6.5,DDAC,17
1020,SMG+SR（6.5 Gy）-3,-0.6346634605697888,SMG+6.5,DDAC,17
1040,SMG+SR（6.5 Gy）-1,-0.5814242587880867,SMG+6.5,DDAC,17.333333333333332
1040,SMG+SR（6.5 Gy）-2,-0.5925394505121093,SMG+6.5,DDAC,17.333333333333332
1040,SMG+SR（6.5 Gy）-3,-0.645664568254085,SMG+6.5,DDAC,17.333333333333332
1060,SMG+SR（6.5 Gy）-1,-0.5771742380898832,SMG+6.5,DDAC,17.666666666666668
1060,SMG+SR（6.5 Gy）-2,-0.6195941753103482,SMG+6.5,DDAC,17.666666666666668
1060,SMG+SR（6.5 Gy）-3,-0.6485648627185607,SMG+6.5,DDAC,17.666666666666668
1080,SMG+SR（6.5 Gy）-1,-0.5817352570098949,SMG+6.5,DDAC,18
1080,SMG+SR（6.5 Gy）-2,-0.5803443203668488,SMG+6.5,DDAC,18
1080,SMG+SR（6.5 Gy）-3,-0.6553655387982197,SMG+6.5,DDAC,18
1100,SMG+SR（6.5 Gy）-1,-0.5698144514234802,SMG+6.5,DDAC,18.333333333333332
1100,SMG+SR（6.5 Gy）-2,-0.6219512098283281,SMG+6.5,DDAC,18.333333333333332
1100,SMG+SR（6.5 Gy）-3,-0.5980598058911735,SMG+6.5,DDAC,18.333333333333332
1120,SMG+SR（6.5 Gy）-1,-0.5791437802209205,SMG+6.5,DDAC,18.666666666666668
1120,SMG+SR（6.5 Gy）-2,-0.5740930402993499,SMG+6.5,DDAC,18.666666666666668
1120,SMG+SR（6.5 Gy）-3,-0.6369636848606588,SMG+6.5,DDAC,18.666666666666668
1140,SMG+SR（6.5 Gy）-1,-0.5829791572186064,SMG+6.5,DDAC,19
1140,SMG+SR（6.5 Gy）-2,-0.6168272137784343,SMG+6.5,DDAC,19
1140,SMG+SR（6.5 Gy）-3,-0.6483648393273583,SMG+6.5,DDAC,19
1160,SMG+SR（6.5 Gy）-1,-0.5880584653178444,SMG+6.5,DDAC,19.333333333333332
1160,SMG+SR（6.5 Gy）-2,-0.5561590541247198,SMG+6.5,DDAC,19.333333333333332
1160,SMG+SR（6.5 Gy）-3,-0.6561656025577238,SMG+6.5,DDAC,19.333333333333332
1180,SMG+SR（6.5 Gy）-1,-0.5894060110052654,SMG+6.5,DDAC,19.666666666666668
1180,SMG+SR（6.5 Gy）-2,-0.5671244032281793,SMG+6.5,DDAC,19.666666666666668
1180,SMG+SR（6.5 Gy）-3,-0.6559655791665224,SMG+6.5,DDAC,19.666666666666668
1200,SMG+SR（6.5 Gy）-1,-0.5897170092270736,SMG+6.5,DDAC,20
1200,SMG+SR（6.5 Gy）-2,-0.6141627187292913,SMG+6.5,DDAC,20
1200,SMG+SR（6.5 Gy）-3,-0.6392639091515276,SMG+6.5,DDAC,20
1220,SMG+SR（6.5 Gy）-1,-0.5830828026973159,SMG+6.5,DDAC,20.333333333333332
1220,SMG+SR（6.5 Gy）-2,-0.6160073597505672,SMG+6.5,DDAC,20.333333333333332
1220,SMG+SR（6.5 Gy）-3,-0.6466646554047925,SMG+6.5,DDAC,20.333333333333332
0,SMG+SR（13 Gy）-1,0,SMG+13,DDAC,0
0,SMG+SR（13 Gy）-2,0,SMG+13,DDAC,0
0,SMG+SR（13 Gy）-3,0,SMG+13,DDAC,0
20,SMG+SR（13 Gy）-1,-0.16310365871603855,SMG+13,DDAC,0.3333333333333333
20,SMG+SR（13 Gy）-2,-0.32240113416782246,SMG+13,DDAC,0.3333333333333333
20,SMG+SR（13 Gy）-3,-0.1703769254750138,SMG+13,DDAC,0.3333333333333333
40,SMG+SR（13 Gy）-1,-0.24427567422294852,SMG+13,DDAC,0.6666666666666666
40,SMG+SR（13 Gy）-2,-0.3808903956990369,SMG+13,DDAC,0.6666666666666666
40,SMG+SR（13 Gy）-3,-0.3125413583579123,SMG+13,DDAC,0.6666666666666666
60,SMG+SR（13 Gy）-1,-0.3023331838096585,SMG+13,DDAC,1
60,SMG+SR（13 Gy）-2,-0.45133791817198565,SMG+13,DDAC,1
60,SMG+SR（13 Gy）-3,-0.4110646030523828,SMG+13,DDAC,1
80,SMG+SR（13 Gy）-1,-0.36538254182269947,SMG+13,DDAC,1.3333333333333333
80,SMG+SR（13 Gy）-2,-0.48579209779057,SMG+13,DDAC,1.3333333333333333
80,SMG+SR（13 Gy）-3,-0.4474322379803105,SMG+13,DDAC,1.3333333333333333
100,SMG+SR（13 Gy）-1,-0.40466630293712097,SMG+13,DDAC,1.6666666666666667
100,SMG+SR（13 Gy）-2,-0.5293630143661591,SMG+13,DDAC,1.6666666666666667
100,SMG+SR（13 Gy）-3,-0.5028653451347985,SMG+13,DDAC,1.6666666666666667
120,SMG+SR（13 Gy）-1,-0.42712971787890264,SMG+13,DDAC,2
120,SMG+SR（13 Gy）-2,-0.5486621171137379,SMG+13,DDAC,2
120,SMG+SR（13 Gy）-3,-0.5298655460065217,SMG+13,DDAC,2
