Time,Dose_f,1g,SMG,diff
1.5,13,0.21481204211401456,0.2296825271973758,0.014870485083361251
1.55,13,0.22697807281793467,0.24210957183647347,0.015131499018538802
1.6,13,0.239622857221761,0.25498642151982837,0.015363564298067373
1.6500000000000001,13,0.2527417574095284,0.2683056850851172,0.015563927675588785
1.7000000000000002,13,0.26632732589913444,0.2820572824386368,0.015729956539502377
1.75,13,0.280369164092135,0.29622834984148555,0.015859185749350524
1.8,13,0.2948538099655624,0.31080317539216945,0.015949365426607076
1.85,13,0.3097646601439689,0.325763168666896,0.015998508522927057
1.9000000000000001,13,0.3250819311314221,0.3410868679927583,0.016004936861336194
1.9500000000000002,13,0.34078266391441564,0.3567499881733426,0.01596732425892694
2,13,0.3568407753652387,0.37272551066873727,0.015884735303498543
2.0500000000000003,13,0.37322715889006775,0.3889838172695516,0.015756658379483868
2.1,13,0.3899098355979958,0.4054928672239777,0.015583031625981902
2.15,13,0.40685415595003527,0.42221841661378645,0.015364260663751184
2.2,13,0.42402305042631483,0.4391242775727727,0.015101227146457896
2.25,13,0.44137732628097687,0.45617261374873,0.01479528746775316
2.3000000000000003,13,0.458876006000866,0.4733242672797607,0.014448261278894703
2.35,13,0.4764767017131695,0.49053911153997126,0.014062409826801736
2.4000000000000004,13,0.4941360185656887,0.5077764230574158,0.013640404491727098
2.45,13,0.5118099790935743,0.5249952653610082,0.013185286267433871
2.5,13,0.5294544598413158,0.5421548771060593,0.012700417264743469
2.5500000000000003,13,0.5470256310685367,0.5592150566811355,0.012189425612598725
2.6,13,0.5644803902568023,0.5761365356198267,0.011656145363024395
2.6500000000000004,13,0.5817767803582503,0.5928813335233861,0.011104553165135811
2.7,13,0.5988743842731868,0.6094130878242412,0.010538703551054351
2.75,13,0.6157346878831391,0.6256973525541804,0.009962664671041233
2.8000000000000003,13,0.632321405053368,0.6417018612828608,0.009380456229492795
2.85,13,0.648600759297909,0.6573967505136452,0.008795991215736265
2.9000000000000004,13,0.6645417182064539,0.6727547410124707,0.008213022806016768
2.95,13,0.6801161781983441,0.6877512757490896,0.007635097550745429
3,13,0.6952990986282883,0.7023646142990242,0.007065515670735878
0,19.5,0.024487111655244,0.0269977003125076,0.002510588657263599
0.05,19.5,0.026186369248948394,0.028849790888746764,0.0026634216397983697
0.1,19.5,0.02800016044439142,0.03082491301104601,0.002824752566654591
0.15000000000000002,19.5,0.029935721347680116,0.032930671261957985,0.002994949914277869
0.2,19.5,0.032000676339623765,0.03517506033830924,0.0031743839986854774
0.25,19.5,0.034203048943207526,0.03756647361556123,0.0033634246723537042
0.30000000000000004,19.5,0.0365512714078528,0.04011371006163204,0.0035624386537792332
0.35000000000000003,19.5,0.0390541927014567,0.04282597915799255,0.00377178645653585
0.4,19.5,0.0417210845637433,0.04571290344830458,0.0039918188845612795
0.45,19.5,0.044561645235014775,0.048784518296059676,0.0042228730610449
0.5,19.5,0.04758600043336799,0.052051268393189506,0.004465267959821516
0.55,19.5,0.05080470111140646,0.0555240005222102,0.0047192994108037414
0.6000000000000001,19.5,0.054228717481173645,0.059213952036101324,0.004985234554927678
0.65,19.5,0.0578694287544194,0.0631327344839912,0.005263305729571802
0.7000000000000001,19.5,0.061738608005583395,0.06729231177827247,0.0055537037726890726
0.75,19.5,0.06584840152849664,0.07170497227171527,0.005856570743218631
0.8,19.5,0.07021130202652419,0.07638329409348768,0.0061719920669634915
0.8500000000000001,19.5,0.07484011495175724,0.08134010308302872,0.006499988131271478
0.9,19.5,0.07974791729429777,0.086588422663032,0.006840505368734234
0.9500000000000001,19.5,0.08494800812037209,0.09214141501024765,0.0071934068898755615
1,19.5,0.09045385017096316,0.09801231291846871,0.0075584627475055455
1.05,19.5,0.0962790018641523,0.1042143418051866,0.007935339941034306
1.1,19.5,0.10243703909787596,0.1107606313952843,0.008323592297408339
1.1500000000000001,19.5,0.10894146632894071,0.11766411672504377,0.008722650396103065
1.2000000000000002,19.5,0.11580561651245869,0.1249374282507033,0.009131811738244608
1.25,19.5,0.12304253962677221,0.13259277102042819,0.009550231393655975
1.3,19.5,0.13066487968541637,0.14064179307879707,0.009976913393380693
1.35,19.5,0.1386847403520781,0.14909544351977763,0.010410703167699542
1.4000000000000001,19.5,0.14711353952826017,0.15796382088744734,0.01085028135918717
1.4500000000000002,19.5,0.15596185357659303,0.16725601294163564,0.011294159365042605
1.5,19.5,0.16523925217399427,0.1769799291545867,0.011740676980592446
1.55,19.5,0.17495412515472392,0.1871421276788678,0.01218800252414387
1.6,19.5,0.18511350309810265,0.19774763891788288,0.012634135819780234
1.6500000000000001,19.5,0.19572287383094372,0.20879978822774156,0.01307691439679784
