timepoint,condition,dose_Gy,contrast,source_file,gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01345,245.912644256725,-0.115694404332798,0.215062411529431,0.133190349263282,0.548771908204826
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01350,333.31304426632,-0.0644188214571134,0.184229604520567,0.352183104494138,0.777367445157252
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01355,12.1744162354104,-0.0862424167966683,0.205927632472123,0.115115698333371,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01360,11037.6254183357,0.0374630335758992,0.176787399179416,0.56715766591934,0.876516392784434
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01365,89.5685356657191,0.130552090725488,0.199297925916771,0.178791954420091,0.616846829640425
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01370,1679.21897379955,-0.0667284073899698,0.17327440420753,0.425880131890491,0.819738151145771
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01375,197.108648182617,0.172138249726288,0.247345129427707,0.0856212615593531,0.47237088452745
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01380,250.438634194381,-0.106484959407779,0.203392888718775,0.182726782654726,0.622719245317506
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01385,273.524936003301,-0.0976338510606288,0.177069095794983,0.28981767977892,0.72469536337859
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01390,94.3483197271618,0.0518080950180414,0.165272660111826,0.541166351862421,0.867052281011353
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01395,42.3678122604215,0.15420180735985,0.237303079645752,0.0979083129654076,0.495296778596612
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01400,207.041346447609,0.0881759023127238,0.196511365947298,0.231453495027896,0.681276728769638
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01405,46.0333964021007,0.00300381413903591,0.167747268052459,0.967706226686926,0.992182886906612
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01410,69.8952093983498,-0.00466051917920414,0.166030812436467,0.947787288581686,0.989746759770297
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01415,12.7985661991564,0.0127758478311396,0.173237873063145,0.841044149063352,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01420,6.71620404029289,0.0103753994558925,0.179423182046426,0.823163006666759,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01425,119.185654445498,0.0606581389756592,0.165783650687485,0.485854177304434,0.837935889207045
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01430,195.871590159733,0.0906477925526242,0.17286322610249,0.327506547555054,0.763108178822809
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01435,17.8413202226299,0.0674686198268541,0.185606322760402,0.334305500248136,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01440,43.6460452785339,0.0870089265953245,0.189181309856558,0.271883166177601,0.710443590619575
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01445,20.8059643320297,0.0858675507776475,0.20071434368632,0.178377132242338,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01450,15.5255990766123,-0.0151474390187706,0.172312094653683,0.81444208048639,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01455,66.8036951665296,-0.0431167523369098,0.173794320944378,0.54739315997695,0.870825679963331
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01460,174.858702967363,0.0172253137461421,0.1726480921406,0.7873240360205,0.947720391700031
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01465,178.180932305324,-0.0311516742304995,0.162614550080961,0.700571913733789,0.915313796138337
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01470,83.8884309124011,-0.0751066638865416,0.175863085055944,0.371933440812299,0.789376676465103
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01475,11.6792900325931,0.104853379171301,0.217729768918674,0.0878916074834415,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01480,18.0768114954381,0.0132720671094713,0.174225130985948,0.829450235736554,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01485,74.673676792312,0.0385861693839456,0.165010380293105,0.635815708387219,0.897790248167667
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01490,133.429510349116,0.0368393350800877,0.169711870263152,0.626394112453746,0.893887937928138
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01495,213.264649196357,0.048742382008289,0.181468212767683,0.441358509702629,0.823804610483911
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS20945,4.60605070698217,0.0263495757728947,0.183187830249472,0.522921794749296,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01500,477.851622164813,0.0125522915482322,0.178258004855385,0.806364520942715,0.949176238726802
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01505,16.2591804620602,-0.0144820992566764,0.173746579207471,0.81246454393813194,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01510,341.527214494959,0.0689479629107517,0.183704825264562,0.350541175157385,0.776578774278276
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS21265,3.9894632380147,-0.0557697218530047,0.194064612989828,0.123017157159415,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01515,114.358090435106,0.0244478657888577,0.160102936425915,0.76917089923644,0.942210184066757
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01520,21.4827416001452,0.0254887311604754,0.176301931927235,0.674144914936546,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01525,180.320282134411,0.0617389209843479,0.161657071069469,0.494262140029134,0.840245638049527
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01530,156.148498571838,0.0100512513846993,0.150651646780091,0.900159508812354,0.981409707954626
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01535,83.6456532181133,-0.0178755663482578,0.166890358802859,0.805639339576238,0.949176238726802
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01540,97.5233264387753,-0.015755259220333,0.175581974956476,0.784134802975494,0.946446226004986
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01545,27.6995514861779,-0.101372464599412,0.200755097187087,0.194872083135839,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01550,15.6425659154978,-0.00863863502807166,0.173230820005991,0.885811602305239,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01555,73.5174867171485,0.264015051582784,0.486813583086588,0.0171660420152159,0.252708069521298
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01560,17.76039896142,0.0922039887217376,0.207228676716517,0.128589591757357,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01565,421.264428305987,-0.133462380946031,0.170353951691066,0.199747988824069,0.643241320838743
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01570,51.5746741072891,0.0484752248333831,0.175823507726348,0.501493040558431,0.843193634775568
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01575,125.524588063452,-0.122897238449839,0.20331010659145,0.173620966495985,0.607985276687737
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01580,48.3949431243193,0.0230091138851116,0.170402044380946,0.743020465513795,0.933644968269161
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01585,111.489206428883,-0.0206098007399555,0.161727337705536,0.795892646472799,0.949176238726802
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01590,286.229618498477,0.124169629307717,0.20911322293565,0.161455099053035,0.59060230997321606
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01595,2012.42047648297,0.396565682192253,0.402713362975083,0.0180111788339757,0.256900911758756
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01600,3.16731793946942,0.0161435391569574,0.18286927567908,0.64528962722086,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01605,288.510440229689,0.269533484220313,0.322663650946216,0.0396883633802513,0.355790828000205
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01610,147.137556520188,-0.0487371252327265,0.151377842632042,0.593120630213004,0.885264110543466
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01615,53.5209068116059,-0.0371445708198106,0.15999459480667,0.653991460507303,0.904214445767678
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01620,218.865743032724,-0.0322366327076585,0.174512636021651,0.625217642762718,0.893531541281381
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01625,468.063775743317,0.0342730378231942,0.172316251850067,0.63184404682196,0.89598059791824
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01630,1977.29563641281,0.0298729823160642,0.175473871551276,0.618317359221674,0.893442863167019
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01635,528.234805237081,0.13548699462234,0.242145925868392,0.0638971388090417,0.424625531540086
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01640,78.7416353177966,0.00527830255043297,0.177325118367755,0.919342699077014,0.987905101251527
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01645,121.939951304831,0.00926331517165618,0.175322085845904,0.866621069785242,0.968834393882616
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01650,84.666128223538,0.130605902685142,0.223977904879882,0.116243715767709,0.520152708031473
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01655,2723.93925095718,0.0126593698917539,0.148463094773126,0.886065866106795,0.975840524480704
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01660,8333.78321910455,0.0702230053878493,0.172557600703209,0.396551620320022,0.804099413269767
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01665,8143.89032240895,0.0599616299559605,0.173532656049789,0.450136048578559,0.82610569680092
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01670,14583.7932836364,0.0791690484019203,0.179639353129974,0.345649947473316,0.773484866662927
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01675,2290.10261604185,0.142421500138324,0.232300845755343,0.114856290807605,0.518271287533081
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01680,2573.53358055936,0.120824996251455,0.218660906185828,0.127628121179741,0.537844102745199
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01685,1651.77554909425,0.11644929922581,0.21701659206103,0.125397293406096,0.533714244424198
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01690,1344.7882467203,0.0673276717198098,0.192898972858143,0.238922896391324,0.695134874674858
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01695,2159.32192241155,0.160195902077527,0.246844049039995,0.0855662180037507,0.47237088452745
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01700,2318.69319800464,0.313359426638979,0.399540957382202,0.0271438041092092,0.311248953785599
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01705,200.870073672387,-0.105936020948566,0.204277013462285,0.178323163023193,0.616846829640425
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01710,1001.03421811861,0.00409452037308438,0.1554394595419,0.966964187483269,0.992182886906612
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01715,1028.06285332817,-0.0706401674582974,0.16001098014926,0.444955308871954,0.823838289699331
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01720,1835.00059349705,-0.0220475322646096,0.159851855273811,0.784084081089417,0.946446226004986
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01725,424.779422119607,0.0721775962332474,0.162424136465695,0.431917669853376,0.823804610483911
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01730,115.764367083145,0.313386639384542,0.445252827288997,0.0251869253728421,0.301800323868381
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01735,70.9982595550467,-0.0988536740525536,0.188191361495856,0.256036341809623,0.708278394939771
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01740,27665.3001480701,-0.246721054177658,0.454581782891304,0.0157617560091985,0.240038409223418
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01745,33283.7218031579,-0.926018705171809,0.650450933144825,0.00370634228102902,0.104205238747393
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01750,515.634957421276,-0.4332229843869,0.409818745697404,0.0147549098673723,0.231559937664124
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01755,96.3042857048022,-0.129248587894952,0.220855730228487,0.124290624183591,0.531139018212523
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01760,168.562076376518,-0.537999475936201,0.267416255399397,0.00299319764243208,0.0941087086717356
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01765,100.266272143913,-0.264992330272807,0.297603189319068,0.0425347121243718,0.361847107580953
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01770,17.1990526904413,-0.0723732384832941,0.187767223603138,0.302096776708337,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01775,2.57321069188453,-0.0302533331656991,0.185647856995415,0.367073103297963,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01780,2371.02026109378,0.00616599869668109,0.170655564934387,0.939015385973096,0.989146593817061
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01785,19.1489579302573,0.0445574835206566,0.183484892208529,0.422191010440317,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01790,275.1735865648,-0.00289605888460551,0.175235875489283,0.954437576131156,0.991746791971393
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01795,63.0035756387746,0.0235102653556454,0.167521548170172,0.753743945251688,0.937979950300716
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01805,8.44074524959109,-0.0207950793712366,0.178705356712486,0.685486654648048,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01810,58.6606378012012,0.519534293681253,0.57608568652685,0.011360026864125,0.202540966772571
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01815,37.4408395490031,0.0375198823454322,0.175374391496534,0.577796296489776,0.878350210741507
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01820,3337.19018023575,0.123347196916852,0.230568837733193,0.0618983706581677,0.42094896368139
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01825,13116.1045897442,0.752446459848263,0.425784580871506,0.00298525465585769,0.0941087086717356
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01830,2046.07373011091,0.842235019389082,0.329747124652649,4.9575028337264e-4,0.0314398636584167
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01835,514.155007856555,0.128902110498254,0.212485261974881,0.154356385163306,0.586153337944814
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01840,127.025977078841,-0.00600617173117993,0.146719174176344,0.944322426941735,0.98960776942612
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01845,72.479739326226,-0.0986225166177068,0.186212540615535,0.262259503419986,0.708730859690769
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01855,65.0818698940995,0.0768268799956221,0.193155823875765,0.247853452328999,0.701571630793797
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01860,996.630572880492,-0.930032009127197,0.306959772638694,1.1713207678765e-4,0.0135557586941526
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01865,597.34804493857,-1.02841814059026,0.335202595218143,9.77325694895286e-5,0.0129895469630628
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01870,3189.95082851002,-1.18009485911387,0.304485781447104,4.84918200406105e-6,0.00118158401498954
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01875,44.6480164553398,-0.136070260195076,0.235426158725969,0.0860706679029097,0.473955994252557
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01880,127.089916294172,-0.409104699538028,0.329726929714089,0.0148279562383787,0.231559937664124
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01885,29.342364224813,-0.0433669751237908,0.182915869410871,0.435266641249944,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01890,11.2999858273767,0.12927951411124,0.235684851064308,0.0705243417723372,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01900,2102.64295227039,0.0106451339220934,0.163868236863092,0.894501528888865,0.97996345840054
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS21215,50.3786872157759,-0.00221374550992876,0.169034553239178,0.970379263721134,0.992299006624214
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01905,49.9293704619049,0.269374413058067,0.43137236893917,0.0255460429025354,0.302415503834063
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01910,34.76511418093,0.141281836891456,0.246432477473865,0.0626635072367701,0.421757801848792
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01915,159.654995128334,-0.160535375930109,0.198218452481138,0.138203402152925,0.558973076610213
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01920,223.568772244345,-0.0740032220224919,0.172501317303425,0.388509390868307,0.800836969629555
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01935,2.97412228566038,-0.050109463798936,0.191992737580001,0.153904218342186,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01940,19.1527969728594,-0.0486741736458304,0.18191588375259,0.431253797238897,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01945,15.3767846812808,0.0680680195624672,0.188534970621186,0.301438449044835,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01950,28.3351425481138,0.0527758183045946,0.181880044669108,0.418354981397951,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01955,227.536906383569,0.0635572342163819,0.148087302000665,0.503721633178571,0.845026996795261
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01960,107.825245484177,0.0300750980550454,0.159269170195379,0.72248659356946,0.925730950412392
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01965,203.746473706136,-0.0330654199375358,0.157393140654661,0.69917410956734,0.915313796138337
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01970,647.661255541439,-0.0050383811182212,0.154777413083095,0.96878424123768,0.992299006624214
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01975,792.842915469178,0.0285096612403607,0.182342936217472,0.532282291056743,0.86098237125394
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01980,1055.95260823977,0.0450882221453587,0.187342698692389,0.32802605479049,0.763108178822809
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01985,17.3350672880871,-0.0674074245229457,0.187252571201929,0.312741797996922,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS01990,419.674096375158,0.0302171303629459,0.158406395831978,0.723645429654932,0.92641822955824
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS20965,375.361384469033,-0.0433028972815174,0.163592829145049,0.600094629563043,0.887694798012959
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS02000,323.045370431494,-0.0606092886192383,0.162638456559086,0.492300231285657,0.839308786143818
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS02005,66.933649548071,0.044696885489452,0.163343023207181,0.595509282186999,0.886142056546965
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS02010,68.7609966172755,-0.00705498526314486,0.169161242384117,0.91696538325474,0.987905101251527
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS02015,44.8661101262202,-0.0219019244375594,0.169201836606645,0.758104063889691,0.938972062441105
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS02020,69.8854148725942,-0.0169770105052998,0.168213692226977,0.81141375891539,0.950590518580482
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS02025,69.0543352299214,0.201451886515273,0.233777489317805,0.0816159551133315,0.470343836961849
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS02030,67.6835121517891,-0.0111080648373588,0.16095553365492,0.887249376048011,0.976377073650509
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS02035,10.4576996661535,0.0104524145662847,0.175827075765045,0.854749211860414,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS02040,5.6366774130055,0.00884229008451223,0.180910077978584,0.825223712003269,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS02045,68.3742350120169,-0.141625067431612,0.221034891168215,0.126949204774089,0.53778651361344
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS02050,209.210604088486,0.00594776277771277,0.169424893101035,0.93522539939228,0.989146593817061
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS02055,219.836648187098,0.0241284033510553,0.163755785009207,0.755072868552479,0.937979950300716
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS02060,342.149693336238,0.106972552713022,0.190808834595469,0.233602191447802,0.686485233963189
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS02065,21.3122623612555,-0.00817649848467283,0.172118316650582,0.896681199726822,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS02070,19.072547102718,-0.0140565182761654,0.173899725928285,0.817799064421242,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS02075,144.689229449413,-0.0142272107515199,0.152341167990589,0.867831979029344,0.968834393882616
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS02080,19.1350560574319,-0.0168315716691058,0.17608249302392,0.766954708186399,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS02085,51.2900017020109,-0.0387190366803371,0.174003732289549,0.579230740836445,0.878350210741507
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS02090,77.8408851180978,0.0239713829967954,0.155508222641598,0.781312986770531,0.946264611826401
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS02095,453.85967865824,0.0852860925106522,0.154348398081157,0.374133985445971,0.791197949051065
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS02100,27.0119889610956,-0.217638191831278,0.299602259477176,0.0517124609527294,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS02110,6.12415090345044,-0.0379538424074258,0.183997890357235,0.43426452799863,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS02115,5.07538937103348,-0.0650895336925533,0.196191655350426,0.150701522626008,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS02120,3.69096758147915,-0.0751237867834088,0.203212499611234,0.07627213119293,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS02125,12.9725517993492,0.010753402712119,0.178203134379177,0.831548115236701,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS02130,21.22982466015,-0.0461937820485809,0.178523254530988,0.485972156481205,NA
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS02135,41.1840007250285,-0.0645195087107035,0.181209747089809,0.380035251396306,0.792121074834214
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS02140,150.117155009616,-0.0165251052551495,0.150732360019584,0.850017755370082,0.962980207943479
10 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS02145,154.697999621631,0.11309202083727,0.175793537165121,0.250472110981314,0.703801409484947
