timepoint,condition,dose_Gy,contrast,source_file,gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13450,971.219337599993,7.19280686750253e-6,0.00144267489550546,0.117793125998351,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13455,1425.60055051639,1.66478010379381e-6,0.00144267213795546,0.687286760885812,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13460,716.094960458631,2.02602079651071e-6,0.00144267940689418,0.557531287383818,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13465,62.4273860090872,9.39304931656097e-7,0.00144268952593015,0.645231898841907,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13470,459.604233495526,5.43841798951369e-7,0.00144268674825844,0.827808893972293,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13475,228.747433642822,-1.59331921384788e-6,0.00144268426870361,0.5739862868534,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13480,245.203706026536,-4.24945693995927e-6,0.00144269048165483,0.0734167024083027,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13485,536.980618185876,-5.71336937026575e-6,0.0014426888433164,0.0522549317491779,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13490,565.019217549563,5.93099062303821e-7,0.00144268521797779,0.827627695333105,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13495,346.32699529043,3.46301318755953e-7,0.00144268311480105,0.909056506953382,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13505,3.19849093439299,-2.56217649896275e-7,0.0014426941330789,0.777606255569615,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13510,147.522181079027,7.56229715094147e-7,0.00144268873508066,0.72712810802806,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13515,6.60480627187677,7.77217019595592e-7,0.00144269368366601,0.457230534607361,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13520,21.7062406714683,1.31511790398979e-6,0.00144269264403098,0.351401171980841,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13525,13.5919430983328,-8.34583348441833e-7,0.00144269125358079,0.619750197181769,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13530,13.1143635339037,1.20198655162716e-6,0.00144269312414828,0.344216710353005,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13535,1.64179904665255,1.01542306614831e-7,0.00144269497054312,0.685735307509877,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13540,2.12517740522473,-5.9868811049804e-8,0.00144269456547995,0.925796284809167,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13545,35.1991269136507,-1.42209087677914e-6,0.00144268726983924,0.547563788440748,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13550,141.409105583099,2.23599194540075e-6,0.0014426862442356,0.399745735969327,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13555,776.877989925703,4.81869596456569e-6,0.00144267545106163,0.244806176006201,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13560,354.059470678138,-1.18448544676148e-6,0.00144268506855467,0.660188365770276,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13565,1877.21262734945,-1.27458694697563e-6,0.00144268286828,0.668042486969189,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13570,586.77947458143,-4.20258221008476e-7,0.00144268296123719,0.884262691043172,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13575,59.2779398247144,2.78530985764196e-7,0.0014426879316292,0.904867616765547,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13580,11468.1400933411,1.69174117259594e-6,0.00144267533606354,0.660314711877279,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13585,12539.8885171437,-1.17374069916461e-6,0.00144266794827962,0.788896164503566,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13590,19645.4715162884,-4.20377809136333e-7,0.0014426822828673,0.885802215633495,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13595,24.8066648788793,5.37475929240769e-7,0.00144268928901977,0.794814651967294,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13600,30.7207007538257,-8.56629039642606e-7,0.00144268804884592,0.703738514632799,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13605,2232.82229545404,7.978568307014e-6,0.00144267561397367,0.0900520318489526,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13610,1699.55602739004,2.9797302812249e-6,0.00144266723952843,0.519027992856197,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13615,945.346823666414,2.22502312981509e-6,0.00144267001882936,0.608192387379589,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13620,2784.65713336462,-2.90301516312305e-8,0.00144267843294784,0.990439965743951,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13625,1861.83438442007,-1.12851362390519e-6,0.00144267310322661,0.77555397952543,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13630,1134.47346056483,8.0477939597938e-6,0.00144268271212724,0.0522899477529168,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13635,858.206231905652,8.90859554306441e-6,0.00144267176925166,0.0857564715156564,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13640,6.73041090988079,-8.24905624215237e-8,0.00144269421014694,0.910320467564437,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13645,3.12663387726927,2.72916119005682e-7,0.00144269427796223,0.72159251245711,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13650,500.364797445554,-3.09186577298883e-6,0.00144266062775728,0.543286606148192,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13655,1870.2604601055,-1.16641834480154e-6,0.00144268018783631,0.721755109437121,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13660,3.35078172011344,6.6296210917415e-8,0.00144269397410997,0.942711947435591,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13665,25.1226732718398,-7.92333616815034e-6,0.00144269862241105,0.113418279710295,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13670,29.4444244735987,-1.70250808854197e-6,0.00144268962538381,0.410909151663205,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13675,3359.26888145948,1.77804559036918e-7,0.00144267529180632,0.965192183352533,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13680,1372.67540302555,1.52149703388854e-6,0.00144267974846138,0.653660785196242,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13685,933.873073029351,2.17987627102097e-6,0.00144268011503145,0.485976669058819,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13690,1015.40500434634,1.06754935511535e-7,0.00144268413712743,0.972732755018195,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13695,677.388585391926,4.26118338568266e-7,0.00144268594575773,0.871098141840526,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13700,2066.93983340034,-1.94464479925566e-8,0.0014426863691124,0.990019194332426,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13705,94.667036307624,-9.38793699792696e-7,0.00144267875057042,0.779360774165339,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13710,505.734717960614,-9.78712536525266e-6,0.00144267872900814,0.0449909893569299,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13715,974.095371005545,-6.93288915066958e-6,0.00144268059113915,0.0878639766083914,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13720,16.5100347635773,-1.62278257846581e-6,0.00144269173051302,0.327214096572945,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13725,6211.39191046174,3.88057957477495e-6,0.00144267630619898,0.324845845544313,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13730,14401.1972450911,1.36054471227716e-6,0.00144267982141108,0.687732746197166,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13735,199.249006586114,-1.54945742577571e-6,0.0014426866118129,0.538217923850862,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13740,129.719896514143,-2.34801588500877e-6,0.00144268590793538,0.383253569025763,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13745,328.750252189684,-9.69854478109056e-6,0.00144270063967245,0.392549193671383,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13750,261.05692353737,-3.81980902596778e-6,0.00144268342523168,0.231648021417156,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13755,962.326517698967,1.58479204984853e-6,0.0014426745409822,0.685872298167059,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13760,479.464471335786,-2.29646259218678e-6,0.00144268613469749,0.387304882390549,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13765,80.1238722959133,-1.91540307283526e-6,0.00144268984517025,0.347938085589422,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13770,183.637507171595,-3.62877587893058e-6,0.00144268837190706,0.154785642319141,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13775,3.80572187144965,2.84134110032632e-7,0.00144269396644925,0.613798446133515,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13780,23.3876434451749,-1.06577860563639e-6,0.00144268838429591,0.63003616075579,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS13785,993.490757355854,-2.39686853813816e-6,0.00144269010517121,0.247488564857624,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14245,552.825614066477,1.31219109260406e-6,0.00144266557891343,0.778739190700004,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14250,473.619740238548,-1.24105568754247e-6,0.00144268172320503,0.68965902998573,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14255,235.862138719932,-1.32544474202836e-6,0.00144268159544535,0.672034509472611,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14260,17.2864803871768,1.11485244884941e-6,0.0014426913653263,0.511651164456786,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14265,435.134832254196,2.5401676716329e-6,0.00144267796022011,0.485437933576187,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14270,166.777215331277,-8.6703842981862e-7,0.00144268560519579,0.73947666946167,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14275,49.1807607530631,-1.00138221307049e-6,0.00144268771454196,0.66441250266957,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14280,98.699449455824,-3.99973442406218e-6,0.00144267589671815,0.313873420342934,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14285,2447.62669550545,-3.86007695984247e-6,0.00144268297537941,0.234763077843408,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14290,4304.89390401945,3.86037681976735e-7,0.00144268564847286,0.886668332857146,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14295,706.525809414974,-1.02870608067312e-7,0.0014426853129912,0.965378180274423,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14300,748.274555028177,2.77517999143171e-6,0.00144268053701717,0.413737244789967,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14305,224.4848651769,-3.31206549955252e-6,0.00144268553174498,0.248651321721399,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14315,624.344473295622,3.05846590301382e-6,0.0014426702903432,0.484695147117176,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14320,3272.88273278853,-2.46400761817216e-6,0.00144268684033946,0.338964149537958,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14325,63.0088112281525,-3.36084107690833e-6,0.00144268851880474,0.186606933696944,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14330,254.337162264148,7.68593610700836e-7,0.00144268945311739,0.707695668724957,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14335,288.401783037362,1.89055839654312e-6,0.00144268802358635,0.424147220009551,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14340,150.132833061605,2.98604116422666e-7,0.00144268780476505,0.899134371338749,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14345,216.282431857759,-7.20941532287928e-7,0.00144268059228685,0.821869881709204,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14350,739.446064633547,1.07853530473192e-6,0.00144268003502155,0.74764765388496,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14355,225.824227994874,-2.19313556337841e-6,0.00144268761795502,0.368678315636888,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14360,1852.49663760248,-4.41464583455756e-6,0.00144267863385599,0.24208998007193,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14365,747.611718211617,-3.30000510899071e-6,0.00144266368932065,0.499287481712234,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14370,257.983263960314,-4.7039354783128e-8,0.00144267557709452,0.988194347934203,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14375,121.571161557075,-1.63333234332432e-7,0.00144268743290265,0.94157891247182,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14380,251.175701667038,2.46219104593953e-6,0.00144268286107278,0.427615503229197,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14385,2017.80884450828,-3.40670419906092e-6,0.0014426717559394,0.423795318092715,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14390,369.56624528482,8.29255208409512e-7,0.00144268260184124,0.785326042253131,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14395,76.2692652846766,-6.3192468619994e-7,0.00144268650461825,0.797949989919447,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14400,154.727375657007,8.99674440331565e-8,0.00144267967536866,0.981876295118393,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14410,109.864249546621,1.09515513244773e-6,0.00144267521467221,0.774771386526983,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14415,1420.93279280948,-2.08347176804685e-6,0.00144268840725714,0.36576687629321,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14420,1651.89752194075,-2.95854076657622e-6,0.00144268825553381,0.227465557036303,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14425,92.4498426497486,-3.62343033704741e-6,0.00144268728384329,0.152922258999142,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14430,251.393761995653,-2.6039996111763e-6,0.00144268856619128,0.268170354201854,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14435,109.038512352218,2.05983306621645e-6,0.00144268419556973,0.478388367018392,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14440,16.5127809618554,8.9853732802628e-7,0.00144269222472675,0.543764663039883,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14445,16.8730480944078,7.94638430691988e-7,0.0014426925051746,0.568144226469285,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14450,33.3539521646689,3.72053893097028e-7,0.00144269215958319,0.801502494978026,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14455,23.3746172639952,3.68751505593215e-7,0.00144269292110869,0.772909375322787,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14460,14.3416309012178,-9.07223616699542e-7,0.00144269364106143,0.962393851942957,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14465,15.6006313228537,4.76890578408487e-7,0.0014426930603968,0.697850452587961,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14470,45.3772193520642,1.0836985905242e-6,0.00144269177427961,0.518173185947748,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14475,54.5668398355958,3.31196256924011e-7,0.00144268899399715,0.877187330739923,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14485,579.603691614688,-2.16428270290301e-7,0.00144266896817575,0.958253690429717,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14490,482.030264181966,3.36219695486018e-7,0.00144268544080791,0.901478744096629,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14495,70.6527216739118,6.48292292103508e-7,0.00144268374635304,0.822404710306714,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14500,11442.2633472713,4.9703829653079e-6,0.00144268904148143,0.071352410499867,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14505,5161.95680349599,2.93382685117907e-6,0.00144268155475608,0.375578834543623,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14510,13352.1293610507,1.71311808213985e-6,0.00144267966624625,0.615934692475061,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14515,4.11602432464737,1.83874011837413e-6,0.00144269405466747,0.0893223528006143,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14520,92.51415711301,-5.00833473990892e-7,0.00144268680049906,0.723512576543133,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14525,1325.35291541725,-8.63542926354681e-7,0.00144269448143419,0.235976945358956,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14530,974.949748105735,-7.82427067491263e-7,0.00144269450573576,0.26576241321683,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14535,155.486802290835,1.28981840009345e-6,0.0014426821800492,0.67704024062922,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14540,276.729151152044,5.24314330916171e-6,0.00144267797654106,0.187888366656314,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14545,846.427388680506,-5.6843495851433e-7,0.00144268443093583,0.833935065447407,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14550,2538.76125402707,-1.47524977424707e-6,0.0014426807641456,0.647520187018812,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14555,267.099123808616,4.7382677428338e-6,0.00144267013440742,0.299501987545898,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14560,278.2747173305,4.28031514876526e-6,0.00144267041017101,0.34072247485499,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14565,282.803017712106,8.33322169151445e-7,0.00144266868556783,0.850135577988913,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14570,289.539190979185,-2.09046285664781e-6,0.00144266494066636,0.65651353868202,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14575,201.720885999183,5.82689334246955e-7,0.00144266517987222,0.901555212832022,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14580,2593.391673447,-9.52427101558789e-7,0.00144268783582021,0.675164306371553,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14585,1948.84181883423,-4.52016692553702e-7,0.00144269380210169,0.627493163312503,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14590,45.4351331552939,-2.25007027824274e-6,0.00144268562639634,0.408000988030157,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14595,14.7102328090426,1.16041528193328e-6,0.00144269205202595,0.452463567188184,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14600,24.1606328189265,2.12701575869495e-6,0.00144269024384029,0.292434624515604,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14605,562.105433399397,8.50180138278569e-6,0.00144268380760652,0.0411517865607611,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14610,473.16882729363,6.69195804458724e-6,0.00144267435891581,0.140932069897309,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14615,653.368202220492,7.30414799735066e-6,0.00144267564986828,0.109342878909319,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14620,1331.95251306776,3.84218313244994e-6,0.00144266410312938,0.43585991800097,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14625,613.234712537012,-1.48926208116785e-6,0.00144267413969779,0.702045463914791,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14630,364.299368367406,-9.85737624238432e-7,0.00144266640660184,0.827020982451999,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14635,10188.5765999398,-2.85702112694528e-7,0.00144267900229851,0.929409548348957,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14640,12402.0394116444,-4.85221915088534e-7,0.00144267584684941,0.89300611198988,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14645,10100.8423087805,-4.79976672330032e-7,0.00144267726264796,0.889817305691115,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14650,21.6458031690821,-1.88876512922707e-6,0.00144268934348638,0.37681673532145,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14655,88.3065330744768,-8.33848530533494e-7,0.00144268561865462,0.748804494957729,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14660,136.943624660424,-3.66462812596998e-6,0.00144268950644959,0.12616110747335,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14665,10397.9967240094,-1.16689859722884e-7,0.00144266888249323,0.975831336439295,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14670,2545.60532779904,-4.61436187327946e-7,0.00144266584382852,0.918725646511551,0.998875337679648
3 h,1g,13,1g_13,DEG_full_SR13Gy_vs_Ctrl.csv,HC660_RS14675,694.75149930767,-2.95391299055644e-6,0.00144268606103561,0.283243049400167,0.998875337679648
