"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"HC660_RS00005",1153.5045275732,-0.0960094496053325,0.249196317096363,0.573209971510872,0.842987834265133
"HC660_RS00010",1183.35247946777,0.114684361561049,0.252783059166659,0.511490858606334,0.815000671527724
"HC660_RS00015",101.977618892203,0.114561646681162,0.29075019154536,0.490825123113284,0.804472486953524
"HC660_RS00020",1164.04340722837,0.156367291161614,0.296507246051629,0.368910050577687,0.734535393482588
"HC660_RS00025",250.423357740516,0.0544208482002504,0.281240797804175,0.736731229290495,0.910679585278649
"HC660_RS00030",3338.87238911186,0.336160699809259,0.331076013904122,0.102826739182945,0.450174480154997
"HC660_RS00035",4900.36277811551,0.439501029527549,0.362836074932839,0.0504835942097857,0.322772107683165
"HC660_RS00040",16.9474209238051,-1.75282885974771,0.760498378049123,0.000854799828724563,0.0295147865389802
"HC660_RS00055",14.4562581557433,-2.34200562420978,1.01123914357026,0.000707138378036349,0.0253737888589514
"HC660_RS00065",19.2031437865955,-0.0467706724512617,0.306691547926523,0.726709208853904,0.907766452015457
"HC660_RS00070",2437.74093060977,0.537244583523302,0.392640976232577,0.0274512427971985,0.238773435020247
"HC660_RS00075",1580.85332597021,0.204384914652125,0.309836195926773,0.257834968285156,0.633339586525953
"HC660_RS00080",1455.94274389264,0.0733230021381779,0.246076008501316,0.670849830125475,0.88242967256217
"HC660_RS00085",2631.05889173704,0.177695997848179,0.272000564174292,0.326729952880705,0.703472925088525
"HC660_RS00090",944.190525363611,0.61804496860451,0.477031394603972,0.0212491591538186,0.211912595375956
"HC660_RS00095",11.6948944457199,0.159683460584041,0.350105079882001,0.255556610844828,0.631092961667811
"HC660_RS00100",183.823031424844,0.248198774548994,0.340288779066068,0.182663689455271,0.549603098986496
"HC660_RS00105",89.8630789248206,0.0732897853310173,0.271212168842746,0.662884107473674,0.87999848870281
"HC660_RS00110",370.416472864347,-0.028480124717098,0.284948910547554,0.849670606096992,0.953924668194782
"HC660_RS00115",122.688831908362,-0.300741996559493,0.40532906930848,0.112432956082555,0.466558525240534
"HC660_RS00120",4.92836761257005,-0.0818645428150225,0.331310281911199,0.453497580284997,0.776333556521558
"HC660_RS00125",14629.6583926083,0.0650931572512399,0.315350902515302,0.614588836392996,0.859531960717755
"HC660_RS00130",542.576887243516,-0.186725793442152,0.265667213641404,0.301370253261693,0.685528357326162
"HC660_RS00135",302.105018502322,-0.633302221315319,0.356409977834409,0.0104247010452338,0.143578061367219
"HC660_RS00140",350.010497524533,0.130979558477717,0.260454473438494,0.46223629334288,0.780458935864888
"HC660_RS00145",196.931669132383,-0.0337949744732686,0.27396922712503,0.831748835424413,0.948349139455873
"HC660_RS00150",21.4780646243201,-0.143164649209183,0.307509780067357,0.384799490605462,0.742398453028588
