"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"HC660_RS00005",1771.06362674789,-4.80835360209201e-07,0.00144268619992856,0.845684936350224,0.999434432248869
"HC660_RS00010",1680.47188628658,3.25701884301043e-05,0.00144286824640051,0.52786772672853,0.999434432248869
"HC660_RS00015",185.213252794512,-1.0874304811033e-06,0.00144268360051098,0.705547609032348,0.999434432248869
"HC660_RS00020",2414.12135960618,-1.25533838604241e-06,0.00144268004566419,0.702134817852811,0.999434432248869
"HC660_RS00025",729.836209076851,6.92669773072388e-06,0.00144269339932746,0.0111704275490195,0.521228603647891
"HC660_RS00030",6669.09639428731,6.36297643236585e-07,0.00144268027830241,0.849296081365571,0.999434432248869
"HC660_RS00035",9269.46952743455,8.09237256643561e-07,0.00144268264272003,0.791479307470433,0.999434432248869
"HC660_RS00040",3.16084647545211,1.47752011657947e-07,0.0014426943965455,0.832363101725526,NA
"HC660_RS00065",40.3877220617547,1.20619626535198e-06,0.00144269341831704,0.31087999234019,0.999434432248869
"HC660_RS00070",5557.46751779236,3.28118433209902e-06,0.00144268692973974,0.225386853915359,0.999434432248869
"HC660_RS00075",1521.75148629344,-4.49533567633014e-06,0.00144268872830503,0.0945642178246894,0.999434432248869
"HC660_RS00080",2098.38636638307,1.800754546744e-06,0.00144268647701461,0.48652517892977,0.999434432248869
"HC660_RS00085",3738.13643217116,9.33637602186749e-07,0.00144268610743474,0.718399996707505,0.999434432248869
"HC660_RS00090",2420.91407435468,1.32761960229261e-06,0.00144268653957638,0.642450302114017,0.999434432248869
"HC660_RS00095",40.7772425929085,4.08248684363839e-07,0.00144269038611778,0.827024907460048,0.999434432248869
"HC660_RS00100",446.294464698692,1.86164907123071e-06,0.00144268462332443,0.511693998033375,0.999434432248869
"HC660_RS00105",286.549393519216,4.40453185712585e-07,0.0014426830816358,0.883790057846082,0.999434432248869
"HC660_RS00110",122.888817048561,-2.14157694542354e-06,0.00144269065169808,0.269051101821756,0.999434432248869
"HC660_RS00115",83.5902426831802,2.18710419679593e-07,0.00144268804375316,0.925088684961438,0.999434432248869
"HC660_RS00120",7.88165273290859,-2.60711751209605e-07,0.00144269369455371,0.790778607984097,NA
"HC660_RS00125",10703.3793089688,-2.71436962181368e-06,0.00144269213017911,0.122676314309566,0.999434432248869
"HC660_RS00130",761.781342122815,-1.82318348448458e-07,0.00144268090539897,0.951742916523769,0.999434432248869
"HC660_RS00135",283.507269913539,1.36804001041579e-06,0.00144268739275506,0.57125101236966,0.999434432248869
"HC660_RS00140",628.683187101314,5.36821142737001e-07,0.00144268337372087,0.856324931729937,0.999434432248869
"HC660_RS00145",282.489521987748,1.31787216984916e-06,0.00144268402297825,0.647126324716095,0.999434432248869
"HC660_RS00150",21.6024488713901,-3.56437492247669e-09,0.0014426927252011,0.994835640090165,NA
"HC660_RS00155",10.4833021533014,-6.63497508682601e-07,0.00144269389566857,0.482255077684365,NA
"HC660_RS00180",21.4905319111134,7.64219300914584e-07,0.00144269418072418,0.373771598123236,NA
"HC660_RS00185",312.300772461008,1.94626183722592e-06,0.00144268695775879,0.441315262734659,0.999434432248869
"HC660_RS00190",441.068157369951,-1.13974517693446e-06,0.00144268557936907,0.663917710273016,0.999434432248869
"HC660_RS00195",313.439001151399,-1.80134292325394e-06,0.00144268502161422,0.512515955753077,0.999434432248869
"HC660_RS00200",223.838161993342,-2.31334783505237e-06,0.00144268673411591,0.369273502628272,0.999434432248869
"HC660_RS00205",358.048116695123,7.84067225295876e-07,0.00144268273221635,0.795792390500938,0.999434432248869
"HC660_RS00210",593.849580252866,3.12301207493208e-06,0.00144268417221198,0.302143454647877,0.999434432248869
"HC660_RS00215",1104.77440952951,4.25539138772516e-07,0.00144268012004529,0.899449977166322,0.999434432248869
"HC660_RS00220",977.104509812717,8.58075686086921e-08,0.00144268128010607,0.972360471828731,0.999434432248869
"HC660_RS00225",593.521484424789,1.31369847173058e-06,0.00144268750207535,0.786131727552547,0.999434432248869
"HC660_RS00230",130.999537326365,-6.86486350226359e-07,0.00144268751222637,0.767199672211109,0.999434432248869
"HC660_RS00235",52.1036048783453,-4.86575712778624e-07,0.00144268954323491,0.805285351195751,0.999434432248869
"HC660_RS00240",241.51169962011,1.36845701266694e-06,0.0014426852346465,0.615229770494942,0.999434432248869
"HC660_RS00245",7328.19251294074,1.74471170497207e-06,0.00144268746284282,0.45284981037507,0.999434432248869
"HC660_RS00250",2533.15250985153,-8.40939316966595e-05,0.00144391524433128,0.915829941438145,0.999434432248869
"HC660_RS00255",390.225060926581,1.54307495079995e-06,0.00144268369385231,0.60532820413241,0.999434432248869
"HC660_RS00260",788.943078244676,-3.9166727700267e-06,0.00144269259612597,0.573750816610705,0.999434432248869
